"","S1562","S1566","S1628","S1633","S1681","S1743","S1750","S1761","S1808","S1838","S2162","S2163"
"S1562",1,-0.00245303703021707,-0.367956567066682,0.0486798584961807,-0.277085309374908,0.46524041329233,-0.328405790607363,-0.241761798098024,0.410673928057996,0.190343785783541,0.140308664297728,-0.0103179606708921
"S1566",-0.00245303703021707,1,0.0381550280589092,0.305157853243699,-0.207383491226465,-0.28579603230546,-0.0910142279092567,-0.0326743097309879,-0.0513357821716316,0.441543672337062,-0.406651200729101,-0.413188750548448
"S1628",-0.367956567066682,0.0381550280589092,1,0.344052018902792,0.396314936856602,0.101130265403174,0.0697308453783184,0.413825388107282,0.46415263334377,0.0907037731339824,0.256224569846936,-0.150945537502296
"S1633",0.0486798584961807,0.305157853243699,0.344052018902792,1,0.578567405048586,-0.104775858745252,-0.0711630719537662,0.512297851601934,0.580575019264151,0.458536046367534,0.611260890285157,-0.548825250370169
"S1681",-0.277085309374908,-0.207383491226465,0.396314936856602,0.578567405048586,1,0.0403637156259412,0.567624352509296,0.614573772552266,0.423459880363955,0.408361612555357,0.513336258374156,-0.0829623230134654
"S1743",0.46524041329233,-0.28579603230546,0.101130265403174,-0.104775858745252,0.0403637156259412,1,-0.278091497524676,0.233690962345383,0.675962788540189,-0.105454158722461,-0.0590039412084479,0.249985153953121
"S1750",-0.328405790607363,-0.0910142279092567,0.0697308453783184,-0.0711630719537662,0.567624352509296,-0.278091497524676,1,0.0228814964658123,-0.148429295068343,0.47468639238894,0.0159700861368891,0.112621544531229
"S1761",-0.241761798098024,-0.0326743097309879,0.413825388107282,0.512297851601934,0.614573772552266,0.233690962345383,0.0228814964658123,1,0.471341019744487,0.348032210373182,0.30197440575022,0.299645089489556
"S1808",0.410673928057996,-0.0513357821716316,0.46415263334377,0.580575019264151,0.423459880363955,0.675962788540189,-0.148429295068343,0.471341019744487,1,0.269910526739578,0.398481095586869,-0.146776687472594
"S1838",0.190343785783541,0.441543672337062,0.0907037731339824,0.458536046367534,0.408361612555357,-0.105454158722461,0.47468639238894,0.348032210373182,0.269910526739578,1,0.263804348501023,-0.148645550017174
"S2162",0.140308664297728,-0.406651200729101,0.256224569846936,0.611260890285157,0.513336258374156,-0.0590039412084479,0.0159700861368891,0.30197440575022,0.398481095586869,0.263804348501023,1,-0.324581869219038
"S2163",-0.0103179606708921,-0.413188750548448,-0.150945537502296,-0.548825250370169,-0.0829623230134654,0.249985153953121,0.112621544531229,0.299645089489556,-0.146776687472594,-0.148645550017174,-0.324581869219038,1
