"","S3430","S3450","S4299","S4301","S4302","S4313","S4318","S4326","S4330","S4333","S4346","S4356","S4361","S4368","S4370","S4383","S460"
"S3430",1,NA,0.156502233376109,-0.447452210706586,-0.411747638035384,0.363430058895654,0.0394769653620714,0.414909160816038,0.134511979150274,-0.207258754606673,-0.0358225522462781,-0.159438671614397,-0.465552494345135,-0.13187610617255,0.177621638770412,-0.470021102269047,-0.183155943399208
"S3450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S4299",0.156502233376109,NA,1,-0.204598743049404,-0.176942429019104,0.36142784047253,-0.414694246470455,-0.291288909414644,0.297484256543642,0.386669899418539,0.108755480028508,-0.292376872421786,-0.237520278673158,-0.932935028577149,-0.0117471344719702,-0.266650287444657,-0.166972966482751
"S4301",-0.447452210706586,NA,-0.204598743049404,1,0.822159962471976,0.178013870104618,0.406417643330041,0.049922240404621,-0.0997899519552023,-0.426823739039106,0.0454191756422026,0.00495892849893633,0.118463800736267,0.0643301791372118,-0.373720227741426,0.277227782247366,0.11936723568263
"S4302",-0.411747638035384,NA,-0.176942429019104,0.822159962471976,1,0.333991306463024,0.207176532413274,0.233412409143472,-0.320257464368647,-0.366164638123851,0.0339802249203517,-0.0468997425645286,0.193934823987733,-0.048677574621428,0.213958022057832,0.325200413928663,0.229809345854119
"S4313",0.363430058895654,NA,0.36142784047253,0.178013870104618,0.333991306463024,1,-0.304373142800654,0.205781743443474,0.307807509913461,-0.187795847942132,0.179707766772423,0.0732231516419202,-0.0778279059113087,-0.370387320244966,0.218792426004426,0.0329616847574144,0.264116740225829
"S4318",0.0394769653620714,NA,-0.414694246470455,0.406417643330041,0.207176532413274,-0.304373142800654,1,0.0771060716426385,-0.688732563573212,-0.0849121035284029,-0.152274905287208,-0.566727554147675,-0.453136779982776,0.329729551535653,-0.258559651417438,-0.0817809148414463,0.341433889532877
"S4326",0.414909160816038,NA,-0.291288909414644,0.049922240404621,0.233412409143472,0.205781743443474,0.0771060716426385,1,-0.0539377666405157,-0.81610359975771,-0.0735093777594089,0.0487014900692571,-0.0488694572166224,0.126468385215851,0.349081768351631,0.243176487903202,-0.0239003194277573
"S4330",0.134511979150274,NA,0.297484256543642,-0.0997899519552023,-0.320257464368647,0.307807509913461,-0.688732563573212,-0.0539377666405157,1,-0.250795893492155,0.243215832208064,0.701198182829342,0.363913756456344,-0.138490521303437,-0.417851146582714,-0.0407316034401931,-0.492109721258547
"S4333",-0.207258754606673,NA,0.386669899418539,-0.426823739039106,-0.366164638123851,-0.187795847942132,-0.0849121035284029,-0.81610359975771,-0.250795893492155,1,-0.11528460547336,-0.345580913308464,-0.219093657533042,-0.274912226365975,0.0897317155482466,-0.184033381602612,0.225473572496194
"S4346",-0.0358225522462781,NA,0.108755480028508,0.0454191756422026,0.0339802249203517,0.179707766772423,-0.152274905287208,-0.0735093777594089,0.243215832208064,-0.11528460547336,1,0.284641518190815,0.656229674125283,0.120051457585523,-0.0273490733463025,-0.559748554660172,0.0978447460133859
"S4356",-0.159438671614397,NA,-0.292376872421786,0.00495892849893633,-0.0468997425645286,0.0732231516419202,-0.566727554147675,0.0487014900692571,0.701198182829342,-0.345580913308464,0.284641518190815,1,0.768183534767264,0.364528972743298,-0.140316672078924,0.106260318009351,-0.391923586559551
"S4361",-0.465552494345135,NA,-0.237520278673158,0.118463800736267,0.193934823987733,-0.0778279059113087,-0.453136779982776,-0.0488694572166224,0.363913756456344,-0.219093657533042,0.656229674125283,0.768183534767264,1,0.336735381596205,0.0579536189637193,-0.0709835768873202,-0.181993643125053
"S4368",-0.13187610617255,NA,-0.932935028577149,0.0643301791372118,-0.048677574621428,-0.370387320244966,0.329729551535653,0.126468385215851,-0.138490521303437,-0.274912226365975,0.120051457585523,0.364528972743298,0.336735381596205,1,-0.119684413419021,0.104205515898136,0.215642419803953
"S4370",0.177621638770412,NA,-0.0117471344719702,-0.373720227741426,0.213958022057832,0.218792426004426,-0.258559651417438,0.349081768351631,-0.417851146582714,0.0897317155482466,-0.0273490733463025,-0.140316672078924,0.0579536189637193,-0.119684413419021,1,-0.000742842482815071,0.184211393166596
"S4383",-0.470021102269047,NA,-0.266650287444657,0.277227782247366,0.325200413928663,0.0329616847574144,-0.0817809148414463,0.243176487903202,-0.0407316034401931,-0.184033381602612,-0.559748554660172,0.106260318009351,-0.0709835768873202,0.104205515898136,-0.000742842482815071,1,0.316037073035546
"S460",-0.183155943399208,NA,-0.166972966482751,0.11936723568263,0.229809345854119,0.264116740225829,0.341433889532877,-0.0239003194277573,-0.492109721258547,0.225473572496194,0.0978447460133859,-0.391923586559551,-0.181993643125053,0.215642419803953,0.184211393166596,0.316037073035546,1
