"","S6720","S6728","S6742","S7053","S7179","S7181","S7186","S7203","S7313","S7315","S7327","S7331"
"S6720",1,1,0.999776656800812,0.993704023881576,0.991703872334927,0.991128139550419,0.991336507504973,0.990550297851251,0.989047886987724,0.989047886987724,0.988240782000208,0.988060140822503
"S6728",1,1,0.999776656800812,0.993704023881576,0.991703872334927,0.991128139550419,0.991336507504973,0.990550297851251,0.989047886987724,0.989047886987724,0.988240782000208,0.988060140822503
"S6742",0.999776656800812,0.999776656800812,1,0.995239211545267,0.993338633021051,0.992838679849341,0.993020220813975,0.992205552828452,0.990818257986875,0.990818257986875,0.990109183679739,0.989941708586603
"S7053",0.993704023881576,0.993704023881576,0.995239211545267,1,0.999633212941846,0.999504506872629,0.999627973400476,0.999279090388885,0.99842104297789,0.99842104297789,0.998168054621222,0.998103831767546
"S7179",0.991703872334927,0.991703872334927,0.993338633021051,0.999633212941846,1,0.999889232809655,0.999889683955113,0.999827945694367,0.999260439545965,0.999260439545965,0.999106062206874,0.999112005640325
"S7181",0.991128139550419,0.991128139550419,0.992838679849341,0.999504506872629,0.999889232809655,1,0.999935178948724,0.99986067875782,0.999323272660981,0.999323272660981,0.999151404964199,0.999150906293366
"S7186",0.991336507504973,0.991336507504973,0.993020220813975,0.999627973400476,0.999889683955113,0.999935178948724,1,0.999886855783518,0.999387890651966,0.999387890651966,0.9992267862711,0.999194171392861
"S7203",0.990550297851251,0.990550297851251,0.992205552828452,0.999279090388885,0.999827945694367,0.99986067875782,0.999886855783518,1,0.999593302689262,0.999593302689262,0.999494435947489,0.999498239156588
"S7313",0.989047886987724,0.989047886987724,0.990818257986875,0.99842104297789,0.999260439545965,0.999323272660981,0.999387890651966,0.999593302689262,1,1,0.999962430924241,0.999951746993205
"S7315",0.989047886987724,0.989047886987724,0.990818257986875,0.99842104297789,0.999260439545965,0.999323272660981,0.999387890651966,0.999593302689262,1,1,0.999962430924241,0.999951746993205
"S7327",0.988240782000208,0.988240782000208,0.990109183679739,0.998168054621222,0.999106062206874,0.999151404964199,0.9992267862711,0.999494435947489,0.999962430924241,0.999962430924241,1,0.999989836007031
"S7331",0.988060140822503,0.988060140822503,0.989941708586603,0.998103831767546,0.999112005640325,0.999150906293366,0.999194171392861,0.999498239156588,0.999951746993205,0.999951746993205,0.999989836007031,1
