"","S7162","S7166","S7194","S7198","S7199","S7201","S7207","S7213","S7214","S7215","S7216","S7220","S7224","S7225","S7230","S7235","S7273"
"S7162",1,1,0.999641847384111,0.999804047865259,0.999804047865259,0.999804047865259,0.999580225491391,0.999678188967323,0.999622670045405,0.999622670045405,0.999634550564837,0.999397842058424,0.999543903090234,0.999674969947227,0.999260898219313,0.999411037364343,0.99869607931424
"S7166",1,1,0.999641847384111,0.999804047865259,0.999804047865259,0.999804047865259,0.999580225491391,0.999678188967323,0.999622670045405,0.999622670045405,0.999634550564837,0.999397842058424,0.999543903090234,0.999674969947227,0.999260898219313,0.999411037364343,0.99869607931424
"S7194",0.999641847384111,0.999641847384111,1,0.999814547368382,0.999814547368382,0.999814547368382,0.9999081705812,0.999885582668321,0.999848388358883,0.999848388358883,0.999906333848899,0.999878767618683,0.999807306930927,0.999857030021405,0.999755095525339,0.999723995129359,0.998838999785796
"S7198",0.999804047865259,0.999804047865259,0.999814547368382,1,1,1,0.999840946970367,0.999898426891155,0.99989300545954,0.99989300545954,0.999863987188755,0.999676394746474,0.999756068185001,0.999870733913003,0.999674388639494,0.999773391593414,0.999337697095452
"S7199",0.999804047865259,0.999804047865259,0.999814547368382,1,1,1,0.999840946970367,0.999898426891155,0.99989300545954,0.99989300545954,0.999863987188755,0.999676394746474,0.999756068185001,0.999870733913003,0.999674388639494,0.999773391593414,0.999337697095452
"S7201",0.999804047865259,0.999804047865259,0.999814547368382,1,1,1,0.999840946970367,0.999898426891155,0.99989300545954,0.99989300545954,0.999863987188755,0.999676394746474,0.999756068185001,0.999870733913003,0.999674388639494,0.999773391593414,0.999337697095452
"S7207",0.999580225491391,0.999580225491391,0.9999081705812,0.999840946970367,0.999840946970367,0.999840946970367,1,0.999906731648904,0.999929444988635,0.999929444988635,0.999950563451511,0.999867790406251,0.999859835553536,0.999937106602085,0.999904992579119,0.999834050472243,0.999155669833573
"S7213",0.999678188967323,0.999678188967323,0.999885582668321,0.999898426891155,0.999898426891155,0.999898426891155,0.999906731648904,1,0.999917952571744,0.999917952571744,0.999962640859759,0.999891901971367,0.999908839205178,0.999940778033944,0.999858944537408,0.999876122783575,0.999023761504041
"S7214",0.999622670045405,0.999622670045405,0.999848388358883,0.99989300545954,0.99989300545954,0.99989300545954,0.999929444988635,0.999917952571744,1,1,0.999915635794483,0.999842207397266,0.999936546165031,0.999974829490479,0.999895218462759,0.999925579809107,0.99927017304634
"S7215",0.999622670045405,0.999622670045405,0.999848388358883,0.99989300545954,0.99989300545954,0.99989300545954,0.999929444988635,0.999917952571744,1,1,0.999915635794483,0.999842207397266,0.999936546165031,0.999974829490479,0.999895218462759,0.999925579809107,0.99927017304634
"S7216",0.999634550564837,0.999634550564837,0.999906333848899,0.999863987188755,0.999863987188755,0.999863987188755,0.999950563451511,0.999962640859759,0.999915635794483,0.999915635794483,1,0.999856943699847,0.999887817924342,0.999932624756889,0.999875438088603,0.999864325516827,0.999052526752056
"S7220",0.999397842058424,0.999397842058424,0.999878767618683,0.999676394746474,0.999676394746474,0.999676394746474,0.999867790406251,0.999891901971367,0.999842207397266,0.999842207397266,0.999856943699847,1,0.999895208120054,0.999860305310493,0.999872388331392,0.999845246758599,0.998801263036039
"S7224",0.999543903090234,0.999543903090234,0.999807306930927,0.999756068185001,0.999756068185001,0.999756068185001,0.999859835553536,0.999908839205178,0.999936546165031,0.999936546165031,0.999887817924342,0.999895208120054,1,0.999963734876947,0.999899414200265,0.999916762135258,0.998892426635934
"S7225",0.999674969947227,0.999674969947227,0.999857030021405,0.999870733913003,0.999870733913003,0.999870733913003,0.999937106602085,0.999940778033944,0.999974829490479,0.999974829490479,0.999932624756889,0.999860305310493,0.999963734876947,1,0.999904066325479,0.999885412319365,0.999061792074997
"S7230",0.999260898219313,0.999260898219313,0.999755095525339,0.999674388639494,0.999674388639494,0.999674388639494,0.999904992579119,0.999858944537408,0.999895218462759,0.999895218462759,0.999875438088603,0.999872388331392,0.999899414200265,0.999904066325479,1,0.999873918825999,0.999011743458294
"S7235",0.999411037364343,0.999411037364343,0.999723995129359,0.999773391593414,0.999773391593414,0.999773391593414,0.999834050472243,0.999876122783575,0.999925579809107,0.999925579809107,0.999864325516827,0.999845246758599,0.999916762135258,0.999885412319365,0.999873918825999,1,0.999307636093002
"S7273",0.99869607931424,0.99869607931424,0.998838999785796,0.999337697095452,0.999337697095452,0.999337697095452,0.999155669833573,0.999023761504041,0.99927017304634,0.99927017304634,0.999052526752056,0.998801263036039,0.998892426635934,0.999061792074997,0.999011743458294,0.999307636093002,1
