"","S3430","S3450","S4299","S4301","S4302","S4313","S4318","S4326","S4330","S4333","S4346","S4356","S4361","S4368","S4370","S4383","S460"
"S3430",1,0.877573506677386,0.648399334772107,0.650637851449826,0.562698829169438,0.70866566461878,0.672094284852127,0.655378380380419,0.409187012837648,0.701077736665517,0.332521131368588,0.412469459144005,0.525909177039137,0.0874908172909735,0.920892294655031,0.475585543046914,0.524965366599126
"S3450",0.877573506677386,1,0.663866328859494,0.605285920837631,0.520394438739006,0.82089747046584,0.752459642615265,0.780666514092025,0.221882253673893,0.734611370274555,0.0609948595759405,0.203402825539301,0.38412225632848,0.333626244190956,0.732730488150602,0.440671946730541,0.34841670169685
"S4299",0.648399334772107,0.663866328859494,1,0.868872100394288,0.914673609382451,0.9105408381337,0.849192016834223,0.791488110200303,0.610225271463616,0.990624023394962,0.490436847547832,0.419258631012795,0.530416859753765,0.442862260135359,0.700529987737585,0.7435680667662,0.770096646005848
"S4301",0.650637851449826,0.605285920837631,0.868872100394288,1,0.891878091252041,0.834981677056418,0.589065209370452,0.593146670522655,0.769566987659794,0.829289166679427,0.688623422423688,0.63662812886328,0.733104626987387,0.417115216199192,0.727060492531544,0.915903600483897,0.844875505281815
"S4302",0.562698829169438,0.520394438739006,0.914673609382451,0.891878091252041,1,0.864598851362917,0.723329803869212,0.682632154484121,0.780032767015083,0.878190099692032,0.700451332705887,0.641422172691086,0.595815525956697,0.363113070660859,0.621711715097403,0.848612811013434,0.893842352343572
"S4313",0.70866566461878,0.82089747046584,0.9105408381337,0.834981677056418,0.864598851362917,1,0.854467012591568,0.851822390132077,0.563464209513674,0.923226978851659,0.400785598335692,0.464207684347077,0.546362269082945,0.558784317543202,0.637875245985561,0.712744017377879,0.699371857458153
"S4318",0.672094284852127,0.752459642615265,0.849192016834223,0.589065209370452,0.723329803869212,0.854467012591568,1,0.951802662386072,0.409410634622324,0.881077017708842,0.239926848691113,0.301308332448493,0.352387815887645,0.52639552341945,0.553867402720002,0.365929227997162,0.572035728110954
"S4326",0.655378380380419,0.780666514092025,0.791488110200303,0.593146670522655,0.682632154484121,0.851822390132077,0.951802662386072,1,0.449228104841595,0.821958411628918,0.264886469840698,0.372144591181228,0.430732076883521,0.597780310024086,0.477463521773766,0.337979814434035,0.565041082245912
"S4330",0.409187012837648,0.221882253673893,0.610225271463616,0.769566987659794,0.780032767015083,0.563464209513674,0.409410634622324,0.449228104841595,1,0.543521933940947,0.971531099227683,0.945436385344367,0.891834639244913,0.40959923960278,0.450948963239789,0.686653192341657,0.96479178451442
"S4333",0.701077736665517,0.734611370274555,0.990624023394962,0.829289166679427,0.878190099692032,0.923226978851659,0.881077017708842,0.821958411628918,0.543521933940947,1,0.41253417596699,0.358896521951768,0.500708337446112,0.420101898065927,0.732829018905293,0.700605075694662,0.717283260732845
"S4346",0.332521131368588,0.0609948595759405,0.490436847547832,0.688623422423688,0.700451332705887,0.400785598335692,0.239926848691113,0.264886469840698,0.971531099227683,0.41253417596699,1,0.932529096561078,0.830989979704198,0.213068712098007,0.422344667920575,0.649019995954248,0.920424393130789
"S4356",0.412469459144005,0.203402825539301,0.419258631012795,0.63662812886328,0.641422172691086,0.464207684347077,0.301308332448493,0.372144591181228,0.945436385344367,0.358896521951768,0.932529096561078,1,0.852510802782849,0.34569730961718,0.371253806910614,0.544009833852329,0.864707231808822
"S4361",0.525909177039137,0.38412225632848,0.530416859753765,0.733104626987387,0.595815525956697,0.546362269082945,0.352387815887645,0.430732076883521,0.891834639244913,0.500708337446112,0.830989979704198,0.852510802782849,1,0.471896750373373,0.539132544866847,0.61882353770819,0.834818725059975
"S4368",0.0874908172909735,0.333626244190956,0.442862260135359,0.417115216199192,0.363113070660859,0.558784317543202,0.52639552341945,0.597780310024086,0.40959923960278,0.420101898065927,0.213068712098007,0.34569730961718,0.471896750373373,1,-0.061185527980041,0.215444865630038,0.390521861130783
"S4370",0.920892294655031,0.732730488150602,0.700529987737585,0.727060492531544,0.621711715097403,0.637875245985561,0.553867402720002,0.477463521773766,0.450948963239789,0.732829018905293,0.422344667920575,0.371253806910614,0.539132544866847,-0.061185527980041,1,0.64317655378728,0.581788768193621
"S4383",0.475585543046914,0.440671946730541,0.7435680667662,0.915903600483897,0.848612811013434,0.712744017377879,0.365929227997162,0.337979814434035,0.686653192341657,0.700605075694662,0.649019995954248,0.544009833852329,0.61882353770819,0.215444865630038,0.64317655378728,1,0.757696355068959
"S460",0.524965366599126,0.34841670169685,0.770096646005848,0.844875505281815,0.893842352343572,0.699371857458153,0.572035728110954,0.565041082245912,0.96479178451442,0.717283260732845,0.920424393130789,0.864707231808822,0.834818725059975,0.390521861130783,0.581788768193621,0.757696355068959,1
