"","S1559","S1581","S1587","S1598","S1619","S1674","S417","S469","S491","S517","S561","S591","S666","S678"
"S1559",1,0.150884543096976,0.425472951736663,0.011601716099225,-0.0227380090411328,0.218116196862319,-0.14407518685355,-0.0198378247720924,0.012373568915543,0.00052891677500836,-0.0406272906529327,-0.418639150303605,0.0536407939312277,-0.396605838594211
"S1581",0.150884543096976,1,0.094180651099437,0.391804065414272,0.00241794955252373,-0.434762964130298,0.502110850360473,0.0297870631596988,0.419462660032591,0.033506685836979,-0.114901307776811,0.238189377308652,0.00258068271069045,-0.0899520565775531
"S1587",0.425472951736663,0.094180651099437,1,-0.192233071090989,-0.0743037473846346,0.314877426709843,0.308381825104338,-0.0820865381307661,-0.320952347736211,-0.0788292103022356,-0.111619965846958,0.095473922323258,-0.0541352606306641,-0.098971133038142
"S1598",0.011601716099225,0.391804065414272,-0.192233071090989,1,0.882558725800772,-0.490626623507005,0.387912931631544,0.88996617476701,0.817486583156717,0.516804492254303,0.494491800300911,-0.271002430092876,0.860937470594081,0.656427042132622
"S1619",-0.0227380090411328,0.00241794955252373,-0.0743037473846346,0.882558725800772,1,-0.408716192747093,0.281995485362617,0.962188564664959,0.651180756044226,0.658906784805938,0.648198823765512,-0.206439921074729,0.990025456279799,0.847804235025924
"S1674",0.218116196862319,-0.434762964130298,0.314877426709843,-0.490626623507005,-0.408716192747093,1,-0.382616869845521,-0.239522275888336,-0.435048313530588,-0.70111665749735,0.0466183403361945,-0.271771543296212,-0.382210985418281,-0.519089656416311
"S417",-0.14407518685355,0.502110850360473,0.308381825104338,0.387912931631544,0.281995485362617,-0.382616869845521,1,0.327069126092108,0.259436687217137,0.213766471120778,-0.218205397955164,0.191398037646046,0.286443858333306,0.186217666946332
"S469",-0.0198378247720924,0.0297870631596988,-0.0820865381307661,0.88996617476701,0.962188564664959,-0.239522275888336,0.327069126092108,1,0.65938318239052,0.515446088967135,0.682158702072189,-0.252127909826131,0.959317344146489,0.732481678724264
"S491",0.012373568915543,0.419462660032591,-0.320952347736211,0.817486583156717,0.651180756044226,-0.435048313530588,0.259436687217137,0.65938318239052,1,0.424963170867003,0.448815830535955,-0.225594965558916,0.658980173870311,0.490181666129977
"S517",0.00052891677500836,0.033506685836979,-0.0788292103022356,0.516804492254303,0.658906784805938,-0.70111665749735,0.213766471120778,0.515446088967135,0.424963170867003,1,0.32717959488566,0.0848451299881188,0.642429826889134,0.661543548039069
"S561",-0.0406272906529327,-0.114901307776811,-0.111619965846958,0.494491800300911,0.648198823765512,0.0466183403361945,-0.218205397955164,0.682158702072189,0.448815830535955,0.32717959488566,1,0.132693035370388,0.668932567396615,0.613895995145219
"S591",-0.418639150303605,0.238189377308652,0.095473922323258,-0.271002430092876,-0.206439921074729,-0.271771543296212,0.191398037646046,-0.252127909826131,-0.225594965558916,0.0848451299881188,0.132693035370388,1,-0.18891451997027,0.146140420188779
"S666",0.0536407939312277,0.00258068271069045,-0.0541352606306641,0.860937470594081,0.990025456279799,-0.382210985418281,0.286443858333306,0.959317344146489,0.658980173870311,0.642429826889134,0.668932567396615,-0.18891451997027,1,0.807356783709169
"S678",-0.396605838594211,-0.0899520565775531,-0.098971133038142,0.656427042132622,0.847804235025924,-0.519089656416311,0.186217666946332,0.732481678724264,0.490181666129977,0.661543548039069,0.613895995145219,0.146140420188779,0.807356783709169,1
