"","S6720","S6728","S6742","S7053","S7179","S7181","S7186","S7203","S7313","S7315","S7327","S7331"
"S6720",1,0.910531322877928,0.512942751490784,0.445119269014651,0.413304118605599,0.545856909497475,0.448239314870247,0.335555579539224,-0.0690515463424995,-0.0690515463424995,0.26855941218649,0.132899374656752
"S6728",0.910531322877928,1,0.778066281770764,0.689814808276347,0.66593783883936,0.783526411234043,0.699397802501713,0.607549937830642,0.0993382525150807,0.0993382525150807,0.489403025851601,0.406691041482962
"S6742",0.512942751490784,0.778066281770764,1,0.94655260912546,0.88814686922903,0.938611285049694,0.915778120891177,0.897147199734865,0.560193881988767,0.560193881988767,0.609622246836442,0.655740202798682
"S7053",0.445119269014651,0.689814808276347,0.94655260912546,1,0.963762718639889,0.974016308503203,0.958973628697992,0.974277710090007,0.686284296366702,0.686284296366702,0.667999749062908,0.746928689372605
"S7179",0.413304118605599,0.66593783883936,0.88814686922903,0.963762718639889,1,0.964950920487232,0.971432446754194,0.977147606675293,0.584013882033053,0.584013882033053,0.746245748364797,0.820639801014138
"S7181",0.545856909497475,0.783526411234043,0.938611285049694,0.974016308503203,0.964950920487232,1,0.950983134875034,0.961863074427714,0.564640690146732,0.564640690146732,0.661146443662286,0.718278242197431
"S7186",0.448239314870247,0.699397802501713,0.915778120891177,0.958973628697992,0.971432446754194,0.950983134875034,1,0.945885977990776,0.501814731865834,0.501814731865834,0.65203966845751,0.732827961130918
"S7203",0.335555579539224,0.607549937830642,0.897147199734865,0.974277710090007,0.977147606675293,0.961863074427714,0.945885977990776,1,0.681903441422351,0.681903441422351,0.659658770574627,0.765229524156044
"S7313",-0.0690515463424995,0.0993382525150807,0.560193881988767,0.686284296366702,0.584013882033053,0.564640690146732,0.501814731865834,0.681903441422351,1,1,0.4376098301665,0.543761635350206
"S7315",-0.0690515463424995,0.0993382525150807,0.560193881988767,0.686284296366702,0.584013882033053,0.564640690146732,0.501814731865834,0.681903441422351,1,1,0.4376098301665,0.543761635350206
"S7327",0.26855941218649,0.489403025851601,0.609622246836442,0.667999749062908,0.746245748364797,0.661146443662286,0.65203966845751,0.659658770574627,0.4376098301665,0.4376098301665,1,0.966655679945803
"S7331",0.132899374656752,0.406691041482962,0.655740202798682,0.746928689372605,0.820639801014138,0.718278242197431,0.732827961130918,0.765229524156044,0.543761635350206,0.543761635350206,0.966655679945803,1
