"","S1133","S1157","S1159","S2247","S2252","S2257","S2290","S3715","S3723","S4684","S4690","S4692","S4693","S4707","S4723","S5017","S5513","S810","S811","S813","S819","S892","S894","S903"
"S1133",1,0.960528264480938,0.851251441496413,-0.197442143060415,0.733700585199061,0.903970608116154,0.84162241063083,0.751170103044492,0.883256048950455,0.902613553904928,0.962313148309452,0.232663207078532,0.979354355137716,0.947425413170447,0.887951532453034,-0.0394541971933999,0.753978028043252,-0.0638169901747067,0.791548437212641,0.536499357886543,0.254957953000189,0.582301444707056,0.658755419032513,0.563951155120078
"S1157",0.960528264480938,1,0.954626563453256,-0.319846470104251,0.742147298702822,0.827723430076433,0.772289669340107,0.723819263500356,0.864726253284205,0.869323322669231,0.968200503169044,0.0234710641585829,0.96377666797175,0.965603714912417,0.812877670043448,-0.105967088328594,0.766812686025794,-0.079113813453048,0.755717303122653,0.489316568744651,0.394890360141771,0.535304972037854,0.628145902211703,0.546277987614061
"S1159",0.851251441496413,0.954626563453256,1,-0.325657248329294,0.620231102075814,0.673918583361284,0.582396011214203,0.589307569011321,0.722852200349432,0.732142368847617,0.90388737047111,-0.221723982524433,0.886196080702426,0.927865656108435,0.675846591073137,-0.237428866612002,0.652562390169951,-0.0351961920876914,0.570540642830931,0.28382708655836,0.401937995717808,0.457622100918007,0.469203441192507,0.415228854442368
"S2247",-0.197442143060415,-0.319846470104251,-0.325657248329294,1,-0.170406392297709,-0.048420046031114,-0.232726064712269,-0.24384310418681,-0.168146248074454,-0.231598133795202,-0.203444430297629,0.301437995058461,-0.1648748298514,-0.158242740321781,-0.124155765866609,-0.0239800568855584,-0.460021726390546,0.0585317108278928,-0.172747432756257,-0.20332778867453,-0.588171697675046,0.220564386628142,-0.267770607787846,-0.32387169326767
"S2252",0.733700585199061,0.742147298702822,0.620231102075814,-0.170406392297709,1,0.840259427737982,0.834756136085501,0.810961150626585,0.931449198432443,0.893255340983469,0.758454251104621,0.263479843041806,0.71731429879391,0.731882987566401,0.738131170080575,0.021771390749769,0.745973168079495,-0.30141883137031,0.910427163607838,0.693403821759633,0.161796349856023,0.60927541211308,0.709345466327058,0.616254123559122
"S2257",0.903970608116154,0.827723430076433,0.673918583361284,-0.048420046031114,0.840259427737982,1,0.894418970866125,0.777386331783163,0.92334463954146,0.934336451908394,0.893884921027846,0.385371260414855,0.906531663188145,0.884509023349812,0.940459438987087,-0.141311117497806,0.701695489035272,-0.204427834236146,0.847706238157753,0.613110597897751,0.118463184911812,0.549191261954346,0.664304915201726,0.586354694494083
"S2290",0.84162241063083,0.772289669340107,0.582396011214203,-0.232726064712269,0.834756136085501,0.894418970866125,1,0.748116765555069,0.913077446495625,0.963390506581102,0.78985759101443,0.299346077430776,0.825577865124096,0.765803937149062,0.764512283135501,0.0680741621314198,0.861132890356536,0.0169122596198625,0.929252672246682,0.844890887296385,0.320122831553984,0.478266369556085,0.864624572486843,0.781234914124903
"S3715",0.751170103044492,0.723819263500356,0.589307569011321,-0.24384310418681,0.810961150626585,0.777386331783163,0.748116765555069,1,0.890112177039797,0.778256748132635,0.771617893574882,0.33166247903554,0.69029179165096,0.678907982630498,0.672094507205623,4.69190120034501e-17,0.851857950381899,-0.528084500280608,0.773392404146626,0.579304082791571,0,0.49749371855331,0.805073798926331,0.784187910769012
"S3723",0.883256048950455,0.864726253284205,0.722852200349432,-0.168146248074454,0.931449198432443,0.92334463954146,0.913077446495625,0.890112177039797,1,0.941885818094305,0.894466287033721,0.310032545037179,0.867203219329823,0.851553873100914,0.811173765749991,-0.0145715316833935,0.852262953182221,-0.285862239778031,0.947992225660791,0.732898128642713,0.234464693796086,0.571650359144003,0.827516434977441,0.7308296543856
"S4684",0.902613553904928,0.869323322669231,0.732142368847617,-0.231598133795202,0.893255340983469,0.934336451908394,0.963390506581102,0.778256748132635,0.941885818094305,1,0.887262140815469,0.181324188979375,0.902894894939453,0.879493199091451,0.835976867856261,-0.0633783358430927,0.847792937788806,-0.0211536506427033,0.902665580480824,0.718064165637079,0.269335365532626,0.542517603577466,0.790113955080211,0.712185197778045
"S4690",0.962313148309452,0.968200503169044,0.90388737047111,-0.203444430297629,0.758454251104621,0.893884921027846,0.78985759101443,0.771617893574882,0.894466287033721,0.887262140815469,1,0.103870691391591,0.979230365608833,0.981599638292431,0.869161889601935,-0.259457063972923,0.754373271194349,-0.172745343705067,0.768674679336013,0.443307169688887,0.253801689373117,0.460603065899361,0.641710270235908,0.553590763085996
"S4692",0.232663207078532,0.0234710641585829,-0.221723982524433,0.301437995058461,0.263479843041806,0.385371260414855,0.299346077430776,0.33166247903554,0.310032545037179,0.181324188979375,0.103870691391591,1,0.111591452303607,0.0175879208935974,0.415420443029339,0.417489966754203,0.0258776000189423,-0.435210811796106,0.391508142561026,0.337689055648958,-0.32,0.34,0.177783939889526,0.0591103878443981
"S4693",0.979354355137716,0.96377666797175,0.886196080702426,-0.1648748298514,0.71731429879391,0.906531663188145,0.825577865124096,0.69029179165096,0.867203219329823,0.902894894939453,0.979230365608833,0.111591452303607,1,0.98586600566855,0.876716169155132,-0.192921457966432,0.728583133405746,-0.0127508922413166,0.763181282567205,0.496384748352526,0.305416919276263,0.502063476093556,0.629389633739878,0.541818065638029
"S4707",0.947425413170447,0.965603714912417,0.927865656108435,-0.158242740321781,0.731882987566401,0.884509023349812,0.765803937149062,0.678907982630498,0.851553873100914,0.879493199091451,0.981599638292431,0.0175879208935974,0.98586600566855,1,0.857631184654525,-0.28261739294192,0.69597808756304,-0.056743109259072,0.719056827271198,0.41925881237924,0.284451420419101,0.498405401013312,0.572683620962109,0.498245282781842
"S4723",0.887951532453034,0.812877670043448,0.675846591073137,-0.124155765866609,0.738131170080575,0.940459438987087,0.764512283135501,0.672094507205623,0.811173765749991,0.835976867856261,0.869161889601935,0.415420443029339,0.876716169155132,0.857631184654525,1,-0.15422218859824,0.534286526478892,-0.247967874025748,0.735825651963871,0.422775882777229,0.11820906915469,0.489723286498001,0.438802526872,0.344932761985198
"S5017",-0.0394541971933999,-0.105967088328594,-0.237428866612002,-0.0239800568855584,0.021771390749769,-0.141311117497806,0.0680741621314198,4.69190120034501e-17,-0.0145715316833935,-0.0633783358430927,-0.259457063972923,0.417489966754203,-0.192921457966432,-0.28261739294192,-0.15422218859824,1,0.0119676497819584,0.129832422361728,0.156910309928637,0.436770101046775,0.130465614610688,0.489246054790082,0.105606679309142,0.0592161682928231
"S5513",0.753978028043252,0.766812686025794,0.652562390169951,-0.460021726390546,0.745973168079495,0.701695489035272,0.861132890356536,0.851857950381899,0.852262953182221,0.847792937788806,0.754373271194349,0.0258776000189423,0.728583133405746,0.69597808756304,0.534286526478892,0.0119676497819584,1,-0.102495552526199,0.793811992927629,0.735336185358874,0.336022567410146,0.357265373395844,0.950923010718633,0.936561683641562
"S810",-0.0638169901747067,-0.079113813453048,-0.0351961920876914,0.0585317108278928,-0.30141883137031,-0.204427834236146,0.0169122596198625,-0.528084500280608,-0.285862239778031,-0.0211536506427033,-0.172745343705067,-0.435210811796106,-0.0127508922413166,-0.056743109259072,-0.247967874025748,0.129832422361728,-0.102495552526199,1,-0.180097479631456,0.0386264529130687,0.265372446217138,-0.0265372446217136,-0.0877112167369322,-0.0911297487015058
"S811",0.791548437212641,0.755717303122653,0.570540642830931,-0.172747432756257,0.910427163607838,0.847706238157753,0.929252672246682,0.773392404146626,0.947992225660791,0.902665580480824,0.768674679336013,0.391508142561026,0.763181282567205,0.719056827271198,0.735825651963871,0.156910309928637,0.793811992927629,-0.180097479631456,1,0.848745387351001,0.345507433182331,0.520870343292364,0.821456783497844,0.679338779957215
"S813",0.536499357886543,0.489316568744651,0.28382708655836,-0.20332778867453,0.693403821759633,0.613110597897751,0.844890887296385,0.579304082791571,0.732898128642713,0.718064165637079,0.443307169688887,0.337689055648958,0.496384748352526,0.41925881237924,0.422775882777229,0.436770101046775,0.735336185358874,0.0386264529130687,0.848745387351001,1,0.465778007791666,0.465778007791666,0.830085928436804,0.765742613564413
"S819",0.254957953000189,0.394890360141771,0.401937995717808,-0.588171697675046,0.161796349856023,0.118463184911812,0.320122831553984,0,0.234464693796086,0.269335365532626,0.253801689373117,-0.32,0.305416919276263,0.284451420419101,0.11820906915469,0.130465614610688,0.336022567410146,0.265372446217138,0.345507433182331,0.465778007791666,1,-0.1,0.271074932867668,0.229404600443735
"S892",0.582301444707056,0.535304972037854,0.457622100918007,0.220564386628142,0.60927541211308,0.549191261954346,0.478266369556085,0.49749371855331,0.571650359144003,0.542517603577466,0.460603065899361,0.34,0.502063476093556,0.498405401013312,0.489723286498001,0.489246054790082,0.357265373395844,-0.0265372446217136,0.520870343292364,0.465778007791666,-0.1,1,0.340825207991512,0.291329768661676
"S894",0.658755419032513,0.628145902211703,0.469203441192507,-0.267770607787846,0.709345466327058,0.664304915201726,0.864624572486843,0.805073798926331,0.827516434977441,0.790113955080211,0.641710270235908,0.177783939889526,0.629389633739878,0.572683620962109,0.438802526872,0.105606679309142,0.950923010718633,-0.0877112167369322,0.821456783497844,0.830085928436804,0.271074932867668,0.340825207991512,1,0.959532167237016
"S903",0.563951155120078,0.546277987614061,0.415228854442368,-0.32387169326767,0.616254123559122,0.586354694494083,0.781234914124903,0.784187910769012,0.7308296543856,0.712185197778045,0.553590763085996,0.0591103878443981,0.541818065638029,0.498245282781842,0.344932761985198,0.0592161682928231,0.936561683641562,-0.0911297487015058,0.679338779957215,0.765742613564413,0.229404600443735,0.291329768661676,0.959532167237016,1
