"","S1026","S1029","S1031","S1038","S1054","S1065","S1528","S1531","S1554","S2123","S2310","S2329","S2355","S2364","S2366","S2376","S2380","S998"
"S1026",1,0.997812549388148,0.997812549388148,0.877564362708683,0.996398152157178,0.89941512492542,0.84766963398651,0.913667597060317,0.850404591952561,0.888565671252919,0.832139675112344,0.647567422003306,0.661646373441867,0.748818565578244,0.617998313104752,0.749837999923005,0.750420293546512,0.851043743926173
"S1029",0.997812549388148,1,1,0.886726451781709,0.999214001684796,0.906913052460308,0.848149794131287,0.923000934962648,0.851126648643045,0.89614194068603,0.855330087206968,0.677601254599575,0.688205959055368,0.765930649070439,0.646749242874719,0.767306138472889,0.768296320253043,0.85771818063153
"S1031",0.997812549388148,1,1,0.886726451781709,0.999214001684796,0.906913052460308,0.848149794131287,0.923000934962648,0.851126648643045,0.89614194068603,0.855330087206968,0.677601254599575,0.688205959055368,0.765930649070439,0.646749242874719,0.767306138472889,0.768296320253043,0.85771818063153
"S1038",0.877564362708683,0.886726451781709,0.886726451781709,1,0.881956255747013,0.931598749921194,0.623884073165579,0.777434159566795,0.631302170225123,0.80149285865492,0.677118931730751,0.442201370905997,0.475859968672861,0.517697957579861,0.46795546883342,0.52056403267103,0.523303819197396,0.984600582267094
"S1054",0.996398152157178,0.999214001684796,0.999214001684796,0.881956255747013,1,0.903174970263112,0.8484781093322,0.920934592971219,0.851609121733248,0.9047264226244,0.860175985286408,0.683899521635051,0.699619068831901,0.775792313418705,0.649537512762556,0.77708743470449,0.7781041956229,0.855483773224572
"S1065",0.89941512492542,0.906913052460308,0.906913052460308,0.931598749921194,0.903174970263112,1,0.601668023972079,0.757163515830882,0.607495092289648,0.812004473023448,0.697949816010468,0.471389752139178,0.528861774913498,0.510525964199981,0.523363794419651,0.513251301382298,0.515906369828627,0.903559149536567
"S1528",0.84766963398651,0.848149794131287,0.848149794131287,0.623884073165579,0.8484781093322,0.601668023972079,1,0.946960486323431,0.999883168324691,0.818690791725278,0.814648891666789,0.759458934542431,0.6922530047192,0.858993550842853,0.70368406517003,0.858371637807278,0.856806485091014,0.554209716944269
"S1531",0.913667597060317,0.923000934962648,0.923000934962648,0.777434159566795,0.920934592971219,0.757163515830882,0.946960486323431,1,0.948771454690153,0.888552413508606,0.851304508795696,0.737010325052962,0.701910890314266,0.810699783502456,0.70731931535212,0.812812877224793,0.813473437669272,0.7030708246271
"S1554",0.850404591952561,0.851126648643045,0.851126648643045,0.631302170225123,0.851609121733248,0.607495092289648,0.999883168324691,0.948771454690153,1,0.82547703646652,0.815337986995063,0.757284091831172,0.692812384357327,0.858824218184827,0.704806381833209,0.858220983656302,0.856662480103557,0.56173557386907
"S2123",0.888565671252919,0.89614194068603,0.89614194068603,0.80149285865492,0.9047264226244,0.812004473023448,0.818690791725278,0.888552413508606,0.82547703646652,1,0.79862813974769,0.616822754775994,0.723367091633698,0.76182161075229,0.685714343915325,0.763300921369586,0.763477789285872,0.746784312993125
"S2310",0.832139675112344,0.855330087206968,0.855330087206968,0.677118931730751,0.860175985286408,0.697949816010468,0.814648891666789,0.851304508795696,0.815337986995063,0.79862813974769,1,0.94639863442183,0.947634271663372,0.951078415044693,0.905139388124809,0.953070890328755,0.955019321398782,0.633152503203554
"S2329",0.647567422003306,0.677601254599575,0.677601254599575,0.442201370905997,0.683899521635051,0.471389752139178,0.759458934542431,0.737010325052962,0.757284091831172,0.616822754775994,0.94639863442183,1,0.93751817442847,0.947163806111265,0.915107766661454,0.948401480895546,0.950038001965041,0.392679792288408
"S2355",0.661646373441867,0.688205959055368,0.688205959055368,0.475859968672861,0.699619068831901,0.528861774913498,0.6922530047192,0.701910890314266,0.692812384357327,0.723367091633698,0.947634271663372,0.93751817442847,1,0.936012376914807,0.944023216027632,0.937679464510255,0.939238554617503,0.430569611375643
"S2364",0.748818565578244,0.765930649070439,0.765930649070439,0.517697957579861,0.775792313418705,0.510525964199981,0.858993550842853,0.810699783502456,0.858824218184827,0.76182161075229,0.951078415044693,0.947163806111265,0.936012376914807,1,0.881154288490973,0.999955394869344,0.99984284636796,0.478503639687818
"S2366",0.617998313104752,0.646749242874719,0.646749242874719,0.46795546883342,0.649537512762556,0.523363794419651,0.70368406517003,0.70731931535212,0.704806381833209,0.685714343915325,0.905139388124809,0.915107766661454,0.944023216027632,0.881154288490973,1,0.88280402675699,0.883442476589549,0.38807834623043
"S2376",0.749837999923005,0.767306138472889,0.767306138472889,0.52056403267103,0.77708743470449,0.513251301382298,0.858371637807278,0.812812877224793,0.858220983656302,0.763300921369586,0.953070890328755,0.948401480895546,0.937679464510255,0.999955394869344,0.88280402675699,1,0.999956578535934,0.480810029232859
"S2380",0.750420293546512,0.768296320253043,0.768296320253043,0.523303819197396,0.7781041956229,0.515906369828627,0.856806485091014,0.813473437669272,0.856662480103557,0.763477789285872,0.955019321398782,0.950038001965041,0.939238554617503,0.99984284636796,0.883442476589549,0.999956578535934,1,0.483622695405003
"S998",0.851043743926173,0.85771818063153,0.85771818063153,0.984600582267094,0.855483773224572,0.903559149536567,0.554209716944269,0.7030708246271,0.56173557386907,0.746784312993125,0.633152503203554,0.392679792288408,0.430569611375643,0.478503639687818,0.38807834623043,0.480810029232859,0.483622695405003,1
