"","S10015","S10038","S11887","S11924","S11928","S12211","S12290","S12298","S12306","S12317"
"S10015",1,0.61036929384897,0.27559828247489,-0.053328085311137,-0.198211006563448,0.768967197181897,-0.182510455766349,0.499932806258483,-0.172712933344,0.531121972424795
"S10038",0.61036929384897,1,0.361786870946797,0.177648670719434,-0.102124464455551,0.769067903589365,0.399047350296956,0.000977453348384052,0.054500265872155,0.66722129540657
"S11887",0.27559828247489,0.361786870946797,1,0.0179163833913454,0.201763115175486,0.189158377648693,-0.264690130728018,0.304073255741698,0.376465524802742,0.454480996230733
"S11924",-0.053328085311137,0.177648670719434,0.0179163833913454,1,0.381363469884274,0.0165813680023867,0.579404848521801,-0.604504198627437,0.440721312227149,0.361882615991456
"S11928",-0.198211006563448,-0.102124464455551,0.201763115175486,0.381363469884274,1,-0.0893349585157831,-0.0961006979396207,-0.470384880167577,-0.139868194383926,0.436045338891844
"S12211",0.768967197181897,0.769067903589365,0.189158377648693,0.0165813680023867,-0.0893349585157831,1,0.103943649165011,0.260636124601961,0.0710247407416496,0.400329502009376
"S12290",-0.182510455766349,0.399047350296956,-0.264690130728018,0.579404848521801,-0.0961006979396207,0.103943649165011,1,-0.741014830300943,0.235574319386751,0.0629579837233774
"S12298",0.499932806258483,0.000977453348384052,0.304073255741698,-0.604504198627437,-0.470384880167577,0.260636124601961,-0.741014830300943,1,-0.0113369838558676,-0.0581207065960554
"S12306",-0.172712933344,0.054500265872155,0.376465524802742,0.440721312227149,-0.139868194383926,0.0710247407416496,0.235574319386751,-0.0113369838558676,1,-0.244727543218059
"S12317",0.531121972424795,0.66722129540657,0.454480996230733,0.361882615991456,0.436045338891844,0.400329502009376,0.0629579837233774,-0.0581207065960554,-0.244727543218059,1
