"","S26","S3870","S3901","S3957","S3966","S3972","S42","S5","S6","S62","S63","S7","S8"
"S26",1,0.406741053189275,0.266086131666894,0.701823953806722,0.877350071009039,0.547824866028863,0.729476624935114,0.58091677830466,0.581059173942208,0.903918148992219,0.811203040814914,0.581059173942208,0.561088737872147
"S3870",0.406741053189275,1,0.310589373468591,0.407979972387497,0.170443122098537,0.918753048428688,0.0155757661938728,0.124362782022362,0.123832835601562,0.147352344343226,0.227019143189714,0.123832835601562,0.842454405958143
"S3901",0.266086131666894,0.310589373468591,1,-0.154098114413137,0.0537228237704003,0.0918820219727698,-0.155757829882338,-0.249934520058278,-0.250197325639296,0.0581204218639153,0.0318864177490311,-0.250197325639296,0.422107835066629
"S3957",0.701823953806722,0.407979972387497,-0.154098114413137,1,0.767385720004892,0.635707139246569,0.715658072914527,0.764844060185043,0.765390374158815,0.761807243859493,0.698476240869663,0.765390374158815,0.372806803782041
"S3966",0.877350071009039,0.170443122098537,0.0537228237704003,0.767385720004892,1,0.384351220168142,0.949379621199381,0.84221010282701,0.84232230170598,0.974197229521893,0.922610221895748,0.84232230170598,0.336879918876627
"S3972",0.547824866028863,0.918753048428688,0.0918820219727698,0.635707139246569,0.384351220168142,1,0.255144472600383,0.420848487185714,0.420716581551165,0.32917326753941,0.408328116655087,0.420716581551165,0.793908205683181
"S42",0.729476624935114,0.0155757661938728,-0.155757829882338,0.715658072914527,0.949379621199381,0.255144472600383,1,0.865214996685947,0.865318292340828,0.926712990585224,0.938141327664843,0.865318292340828,0.102446059156337
"S5",0.58091677830466,0.124362782022362,-0.249934520058278,0.764844060185043,0.84221010282701,0.420848487185714,0.865214996685947,1,0.999997572686402,0.736284121899304,0.771779873617425,0.999997572686402,0.250936499064649
"S6",0.581059173942208,0.123832835601562,-0.250197325639296,0.765390374158815,0.84232230170598,0.420716581551165,0.865318292340828,0.999997572686402,1,0.736434330443591,0.771909060827892,1,0.250394926907432
"S62",0.903918148992219,0.147352344343226,0.0581204218639153,0.761807243859493,0.974197229521893,0.32917326753941,0.926712990585224,0.736284121899304,0.736434330443591,1,0.912439786422945,0.736434330443591,0.282175657688934
"S63",0.811203040814914,0.227019143189714,0.0318864177490311,0.698476240869663,0.922610221895748,0.408328116655087,0.938141327664843,0.771779873617425,0.771909060827892,0.912439786422945,1,0.771909060827892,0.293892363710049
"S7",0.581059173942208,0.123832835601562,-0.250197325639296,0.765390374158815,0.84232230170598,0.420716581551165,0.865318292340828,0.999997572686402,1,0.736434330443591,0.771909060827892,1,0.250394926907432
"S8",0.561088737872147,0.842454405958143,0.422107835066629,0.372806803782041,0.336879918876627,0.793908205683181,0.102446059156337,0.250936499064649,0.250394926907432,0.282175657688934,0.293892363710049,0.250394926907432,1
