"","S1245","S2548","S3048","S3785","S3908","S4024","S5899","S7644"
"S1245",1,0.248375853874745,0.146105837489438,-0.2383324805103,0.671044926292598,0.202618569277049,0.13574427363883,0.239646552126578
"S2548",0.248375853874745,1,0.256341250971957,0.192162991438784,-0.142177151481115,0.152596505593908,0.0242201926837165,-0.0345502722495075
"S3048",0.146105837489438,0.256341250971957,1,0.0568503315233453,-0.247685395533417,0.279698968907888,-0.628944747098181,-0.284051043687238
"S3785",-0.2383324805103,0.192162991438784,0.0568503315233453,1,0.102336659175866,0.225863064693108,-0.0601066505279026,-0.0816666932795252
"S3908",0.671044926292598,-0.142177151481115,-0.247685395533417,0.102336659175866,1,0.421743150977746,0.039844032298748,0.101835174028638
"S4024",0.202618569277049,0.152596505593908,0.279698968907888,0.225863064693108,0.421743150977746,1,-0.296091143633748,0.256962276495112
"S5899",0.13574427363883,0.0242201926837165,-0.628944747098181,-0.0601066505279026,0.039844032298748,-0.296091143633748,1,0.494009255021389
"S7644",0.239646552126578,-0.0345502722495075,-0.284051043687238,-0.0816666932795252,0.101835174028638,0.256962276495112,0.494009255021389,1
