"","S7985","S7986","S7989","S8007","S8017","S8023","S8033","S8052","S8053","S8065","S8074"
"S7985",1,0.0946045347358167,0.513207647382576,0.115707431401767,-0.0895913384277504,0.467067276735884,0.411191091736173,-0.124489574560252,0.154823414494446,-0.143288450122222,0.185382166932255
"S7986",0.0946045347358167,1,-0.318157264524895,0.167537544290403,-0.125630691966468,0.477461501034275,0.358039901546925,-0.178692695199371,-0.200692786781973,0.495743625262097,0.383273152664429
"S7989",0.513207647382576,-0.318157264524895,1,0.105600861554298,0.575579204808286,0.0483129369173187,-0.105264088549194,0.0784896220780604,0.234395898501393,-0.476453166797909,-0.124710124425024
"S8007",0.115707431401767,0.167537544290403,0.105600861554298,1,0.520503515239994,0.123221866744458,0.131559861878349,0.710401396203375,0.619216451407316,-0.433493340135417,0.904083304641673
"S8017",-0.0895913384277504,-0.125630691966468,0.575579204808286,0.520503515239994,1,0.220863658198881,-0.47334485869911,0.199174213293531,0.163358893323141,-0.368649083789998,0.171022843525796
"S8023",0.467067276735884,0.477461501034275,0.0483129369173187,0.123221866744458,0.220863658198881,1,-0.12173860984207,-0.591901041101534,-0.427628146811518,0.260912379535126,0.0964105369424717
"S8033",0.411191091736173,0.358039901546925,-0.105264088549194,0.131559861878349,-0.47334485869911,-0.12173860984207,1,0.283469015835159,0.578801214821714,0.336331278923929,0.420917160615424
"S8052",-0.124489574560252,-0.178692695199371,0.0784896220780604,0.710401396203375,0.199174213293531,-0.591901041101534,0.283469015835159,1,0.815540260553358,-0.494534523519259,0.698780458137342
"S8053",0.154823414494446,-0.200692786781973,0.234395898501393,0.619216451407316,0.163358893323141,-0.427628146811518,0.578801214821714,0.815540260553358,1,-0.362784285903343,0.586698327512739
"S8065",-0.143288450122222,0.495743625262097,-0.476453166797909,-0.433493340135417,-0.368649083789998,0.260912379535126,0.336331278923929,-0.494534523519259,-0.362784285903343,1,-0.172617863839757
"S8074",0.185382166932255,0.383273152664429,-0.124710124425024,0.904083304641673,0.171022843525796,0.0964105369424717,0.420917160615424,0.698780458137342,0.586698327512739,-0.172617863839757,1
