"","S10089","S10329","S10459","S8637","S8762","S8891","S9167","S9315","S9449","S9583","S9721","S9965"
"S10089",1,0.318258811088459,0.458999041798539,0.191391475929274,0.82597970619773,0.0652003228678967,0.810286034676842,0.776090342090389,0.225259728787334,-0.0548772530556619,-0.251345567225639,0.691647877784016
"S10329",0.318258811088459,1,0.649278032564251,0.548460710841985,0.672692451206002,0.167288000903716,0.543694238210767,0.519808831224607,0.0698642252939534,0.688584882775907,0.174962933007044,0.163953460174002
"S10459",0.458999041798539,0.649278032564251,1,0.41550133643682,0.752578206130534,-0.168684127123662,0.620823641964855,0.414492094240374,0.260201607691414,0.211951809734188,0.2629108010074,0.360713808628902
"S8637",0.191391475929274,0.548460710841985,0.41550133643682,1,0.54342259195294,0.161758845125915,0.522745481535561,0.251809633718588,0.128295107199826,0.533956085604271,0.413476644434626,-0.023685994546185
"S8762",0.82597970619773,0.672692451206002,0.752578206130534,0.54342259195294,1,0.0733505473913192,0.904243212628678,0.742920632998721,0.0905565136765085,0.329516616869699,0.00470301177339347,0.472888028324084
"S8891",0.0652003228678967,0.167288000903716,-0.168684127123662,0.161758845125915,0.0733505473913192,1,0.145833520125981,-0.0228492763507879,0.459848048399704,0.44091369087798,-0.27299120782863,-0.487941560576239
"S9167",0.810286034676842,0.543694238210767,0.620823641964855,0.522745481535561,0.904243212628678,0.145833520125981,1,0.721445597334553,0.169682411187921,0.303289657996725,-0.0914380570842957,0.431407326373003
"S9315",0.776090342090389,0.519808831224607,0.414492094240374,0.251809633718588,0.742920632998721,-0.0228492763507879,0.721445597334553,1,0.144765980724884,0.33294637963221,0.178134119972996,0.511500370528339
"S9449",0.225259728787334,0.0698642252939534,0.260201607691414,0.128295107199826,0.0905565136765085,0.459848048399704,0.169682411187921,0.144765980724884,1,-0.00882902040631918,0.16333633572697,-0.065602379803562
"S9583",-0.0548772530556619,0.688584882775907,0.211951809734188,0.533956085604271,0.329516616869699,0.44091369087798,0.303289657996725,0.33294637963221,-0.00882902040631918,1,0.423924358156077,-0.254773147985951
"S9721",-0.251345567225639,0.174962933007044,0.2629108010074,0.413476644434626,0.00470301177339347,-0.27299120782863,-0.0914380570842957,0.178134119972996,0.16333633572697,0.423924358156077,1,-0.0587662847318852
"S9965",0.691647877784016,0.163953460174002,0.360713808628902,-0.023685994546185,0.472888028324084,-0.487941560576239,0.431407326373003,0.511500370528339,-0.065602379803562,-0.254773147985951,-0.0587662847318852,1
