"","S1559","S1581","S1587","S1598","S1619","S1674","S417","S469","S491","S517","S561","S591","S666","S678"
"S1559",1,0.93576088774471,0.941100968315301,0.925424437098483,0.925424437098483,0.952221629143398,0.892167773443582,0.892205499709662,0.892205499709662,0.892449435484357,0.892507799701108,0.892422822601423,0.606120107517676,0.892849106854903
"S1581",0.93576088774471,1,0.99465020446424,0.985678915656713,0.985678915656713,0.981149928304073,0.950548540842076,0.950460687727504,0.950460687727504,0.950248057853405,0.950239045142536,0.950086385755477,0.665509262966477,0.949643160838411
"S1587",0.941100968315301,0.99465020446424,1,0.983499999794548,0.983499999794548,0.973103037205398,0.941091266692617,0.940987907766076,0.940987907766076,0.940696920634792,0.940681388611243,0.940510075875585,0.662843254280855,0.939856499908797
"S1598",0.925424437098483,0.985678915656713,0.983499999794548,1,1,0.965356377756686,0.965769485325228,0.96576092781736,0.96576092781736,0.965769583381725,0.96578005679829,0.965719577322175,0.747007844740969,0.965576361360377
"S1619",0.925424437098483,0.985678915656713,0.983499999794548,1,1,0.965356377756686,0.965769485325228,0.96576092781736,0.96576092781736,0.965769583381725,0.96578005679829,0.965719577322175,0.747007844740969,0.965576361360377
"S1674",0.952221629143398,0.981149928304073,0.973103037205398,0.965356377756686,0.965356377756686,1,0.933049804105048,0.933086043885422,0.933086043885422,0.933310353917255,0.93336253567146,0.933293918183587,0.665232667035867,0.933742330706276
"S417",0.892167773443582,0.950548540842076,0.941091266692617,0.965769485325228,0.965769485325228,0.933049804105048,1,0.99999949361242,0.99999949361242,0.999988949003929,0.99998680974903,0.999982208612156,0.784615651325762,0.999907935038747
"S469",0.892205499709662,0.950460687727504,0.940987907766076,0.96576092781736,0.96576092781736,0.933086043885422,0.99999949361242,1,1,0.999993120065259,0.999991411267312,0.99998766570959,0.784764961198937,0.999920727769868
"S491",0.892205499709662,0.950460687727504,0.940987907766076,0.96576092781736,0.96576092781736,0.933086043885422,0.99999949361242,1,1,0.999993120065259,0.999991411267312,0.99998766570959,0.784764961198937,0.999920727769868
"S517",0.892449435484357,0.950248057853405,0.940696920634792,0.965769583381725,0.965769583381725,0.933310353917255,0.999988949003929,0.999993120065259,0.999993120065259,1,0.999999900923245,0.99999916717749,0.784975761239901,0.999960324670967
"S561",0.892507799701108,0.950239045142536,0.940681388611243,0.96578005679829,0.96578005679829,0.93336253567146,0.99998680974903,0.999991411267312,0.999991411267312,0.999999900923245,1,0.999999598853609,0.784985733331353,0.999964054631638
"S591",0.892422822601423,0.950086385755477,0.940510075875585,0.965719577322175,0.965719577322175,0.933293918183587,0.999982208612156,0.99998766570959,0.99998766570959,0.99999916717749,0.999999598853609,1,0.785169763461851,0.999970461303236
"S666",0.606120107517676,0.665509262966477,0.662843254280855,0.747007844740969,0.747007844740969,0.665232667035867,0.784615651325762,0.784764961198937,0.784764961198937,0.784975761239901,0.784985733331353,0.785169763461851,1,0.784875666843208
"S678",0.892849106854903,0.949643160838411,0.939856499908797,0.965576361360377,0.965576361360377,0.933742330706276,0.999907935038747,0.999920727769868,0.999920727769868,0.999960324670967,0.999964054631638,0.999970461303236,0.784875666843208,1
