"","S6785","S6791","S6793","S6795","S6796","S6797","S6798","S6806","S6816","S6821","S6835","S6836","S6861","S6862","S6866","S6867","S6872","S6931","S6955","S7041","S7054"
"S6835",0.81431559974557,0.811600773370462,0.995929995398385,0.835221655636575,0.892256649510735,0.892256649510735,0.827726052810143,0.816930697848011,0.929983936280031,0.804739415091244,1,0.177077885709958,0.949559771444147,0.929412495913351,0.823314513754771,0.713843711657465,0.454796807974832,0.82327692872764,0.81125060448122,0.997808121708146,0.964967099963735
"S6836",0.222972880641466,0.169053512194578,0.129205395267045,0.201664199098057,0.0868724096718567,0.0868724096718567,0.163058178344907,0.139706895430169,0.0204980015422698,0.158044753547505,0.177077885709958,1,0.180167017560646,0.232871889962828,0.46934165097208,0.701266827691913,0.81846844639762,0.35237157761876,0.281957183249278,0.215237562207569,0.267964625551996
"S6861",0.927337048404866,0.892676504101341,0.954594390224803,0.944181464382112,0.959649635277011,0.959649635277011,0.936258478523466,0.90162829501506,0.978473010768248,0.911640956963271,0.949559771444147,0.180167017560646,1,0.991172722976651,0.892012583949048,0.746764656226334,0.427561906592306,0.915572128487565,0.917543885034338,0.953643878939776,0.985190988338473
"S6862",0.957754008560696,0.9237889125505,0.932240420856189,0.96426250242097,0.966586915013101,0.966586915013101,0.964305909892101,0.922635113229172,0.970552605359746,0.934421124441778,0.929412495913351,0.232871889962828,0.991172722976651,1,0.93112567932839,0.797664032123597,0.467880324580391,0.957263550658231,0.953853493501828,0.93814500062262,0.977878075199921
"S6866",0.947387364370761,0.917367252799062,0.815042815491803,0.926529541179932,0.880777146180472,0.880777146180472,0.925838475814675,0.875455773344501,0.848153976510993,0.88542423784321,0.823314513754771,0.46934165097208,0.892012583949048,0.93112567932839,1,0.938992885405092,0.676281645104422,0.970418491524166,0.953615156593103,0.84063441940253,0.900110041409816
"S6867",0.80456674478865,0.770864945937722,0.683714601344835,0.782997051362908,0.716325397449797,0.716325397449797,0.770399197776892,0.724157243420259,0.668958106214622,0.727510975014624,0.713843711657465,0.701266827691913,0.746764656226334,0.797664032123597,0.938992885405092,1,0.814972233261212,0.866123438052761,0.825221651348805,0.736320079400608,0.783497808527929
"S6872",0.48714693451632,0.464811675502689,0.430582647979967,0.450501367900015,0.371703627536176,0.371703627536176,0.434524078294411,0.466223671367776,0.317660049255652,0.429656424883563,0.454796807974832,0.81846844639762,0.427561906592306,0.467880324580391,0.676281645104422,0.814972233261212,1,0.541178206660645,0.504555237273633,0.492416312930715,0.543978568965205
"S6931",0.959069834162414,0.91837223450299,0.823968623011542,0.948145758327519,0.90934795323602,0.90934795323602,0.959133389123366,0.88812664093677,0.887662858650163,0.909345966559922,0.82327692872764,0.35237157761876,0.915572128487565,0.957263550658231,0.970418491524166,0.866123438052761,0.541178206660645,1,0.979628168625237,0.840139189693899,0.905170083534963
"S6955",0.980970454554122,0.967328758708342,0.810060947361,0.985329155203061,0.943914980532951,0.943914980532951,0.983903717682817,0.948298770629335,0.905890915602389,0.962887840518621,0.81125060448122,0.281957183249278,0.917543885034338,0.953853493501828,0.953615156593103,0.825221651348805,0.504555237273633,0.979628168625237,1,0.830837820775556,0.904602741421651
"S7041",0.829630976146803,0.827243619953513,0.992731476331511,0.85021080495259,0.899476855370148,0.899476855370148,0.841999770072816,0.8370684230989,0.929421242847149,0.824393564602158,0.997808121708146,0.215237562207569,0.953643878939776,0.93814500062262,0.84063441940253,0.736320079400608,0.492416312930715,0.840139189693899,0.830837820775556,1,0.975113636034461
"S7054",0.906170834408876,0.88047694234293,0.965940735372549,0.92165666596255,0.938970472137258,0.938970472137258,0.911488453455803,0.899913542361343,0.952362974327777,0.898207935157958,0.964967099963735,0.267964625551996,0.985190988338473,0.977878075199921,0.900110041409816,0.783497808527929,0.543978568965205,0.905170083534963,0.904602741421651,0.975113636034461,1
