"","S6785","S6791","S6793","S6795","S6796","S6797","S6798","S6806","S6816","S6821","S6835","S6836","S6861","S6862","S6866","S6867","S6872","S6931","S6955","S7041","S7054"
"S6785",1,0.977367258073215,0.820265370520669,0.985620637408664,0.959071161639492,0.959071161639492,0.993089978141892,0.963863304134783,0.926420690047862,0.973734273981165,0.81431559974557,0.222972880641466,0.927337048404866,0.957754008560696,0.947387364370761,0.80456674478865,0.48714693451632,0.959069834162414,0.980970454554122,0.829630976146803,0.906170834408876
"S6791",0.977367258073215,1,0.809971444147725,0.973536600480951,0.957623881604877,0.957623881604877,0.975058159449902,0.980084007212257,0.911459414619333,0.976038981806094,0.811600773370462,0.169053512194578,0.892676504101341,0.9237889125505,0.917367252799062,0.770864945937722,0.464811675502689,0.91837223450299,0.967328758708342,0.827243619953513,0.88047694234293
"S6793",0.820265370520669,0.809971444147725,1,0.83563283200356,0.89415821233967,0.89415821233967,0.835194061697061,0.819076769831958,0.939099981827737,0.80641326465994,0.995929995398385,0.129205395267045,0.954594390224803,0.932240420856189,0.815042815491803,0.683714601344835,0.430582647979967,0.823968623011542,0.810060947361,0.992731476331511,0.965940735372549
"S6795",0.985620637408664,0.973536600480951,0.83563283200356,1,0.968948945711253,0.968948945711253,0.991067028722925,0.96987791822748,0.939827929835251,0.978060822443651,0.835221655636575,0.201664199098057,0.944181464382112,0.96426250242097,0.926529541179932,0.782997051362908,0.450501367900015,0.948145758327519,0.985329155203061,0.85021080495259,0.92165666596255
"S6796",0.959071161639492,0.957623881604877,0.89415821233967,0.968948945711253,1,1,0.967123332562274,0.964073168742429,0.984869379552201,0.974603186534603,0.892256649510735,0.0868724096718567,0.959649635277011,0.966586915013101,0.880777146180472,0.716325397449797,0.371703627536176,0.90934795323602,0.943914980532951,0.899476855370148,0.938970472137258
"S6797",0.959071161639492,0.957623881604877,0.89415821233967,0.968948945711253,1,1,0.967123332562274,0.964073168742429,0.984869379552201,0.974603186534603,0.892256649510735,0.0868724096718567,0.959649635277011,0.966586915013101,0.880777146180472,0.716325397449797,0.371703627536176,0.90934795323602,0.943914980532951,0.899476855370148,0.938970472137258
"S6798",0.993089978141892,0.975058159449902,0.835194061697061,0.991067028722925,0.967123332562274,0.967123332562274,1,0.968671581916692,0.942268904550659,0.974545249961617,0.827726052810143,0.163058178344907,0.936258478523466,0.964305909892101,0.925838475814675,0.770399197776892,0.434524078294411,0.959133389123366,0.983903717682817,0.841999770072816,0.911488453455803
"S6806",0.963863304134783,0.980084007212257,0.819076769831958,0.96987791822748,0.964073168742429,0.964073168742429,0.968671581916692,1,0.921442220135855,0.989407856142357,0.816930697848011,0.139706895430169,0.90162829501506,0.922635113229172,0.875455773344501,0.724157243420259,0.466223671367776,0.88812664093677,0.948298770629335,0.8370684230989,0.899913542361343
"S6816",0.926420690047862,0.911459414619333,0.939099981827737,0.939827929835251,0.984869379552201,0.984869379552201,0.942268904550659,0.921442220135855,1,0.929131237783396,0.929983936280031,0.0204980015422698,0.978473010768248,0.970552605359746,0.848153976510993,0.668958106214622,0.317660049255652,0.887662858650163,0.905890915602389,0.929421242847149,0.952362974327777
"S6821",0.973734273981165,0.976038981806094,0.80641326465994,0.978060822443651,0.974603186534603,0.974603186534603,0.974545249961617,0.989407856142357,0.929131237783396,1,0.804739415091244,0.158044753547505,0.911640956963271,0.934421124441778,0.88542423784321,0.727510975014624,0.429656424883563,0.909345966559922,0.962887840518621,0.824393564602158,0.898207935157958
