"","S1283","S1362","S374","S439","S553","S560","S592","S609","S660","S969"
"S1283",1,-0.0840713822812691,-0.323833951722811,-0.465367729927244,-0.304775683331932,-0.0730077730231001,-0.150975142339602,-0.151301295130982,-0.0374878550786832,-0.482215640329257
"S1362",-0.0840713822812691,1,0.412864990610626,0.268523639216885,-0.59491329310091,0.107398268851802,-0.727845707923388,0.68152069036515,-0.0780084551929605,0.0767001395917572
"S374",-0.323833951722811,0.412864990610626,1,-0.180697569650469,-0.502342435165027,-0.233625478994954,-0.0442749068812087,0.35161993153073,-0.574235816075863,0.409874161912713
"S439",-0.465367729927244,0.268523639216885,-0.180697569650469,1,-0.113748301550804,0.473863019057574,0.0148719772930054,0.353145867727002,-0.00918067270586052,0.306559688925863
"S553",-0.304775683331932,-0.59491329310091,-0.502342435165027,-0.113748301550804,1,-0.16941676814367,0.317438907017903,-0.518306583722354,0.65636025307386,-0.375324625647731
"S560",-0.0730077730231001,0.107398268851802,-0.233625478994954,0.473863019057574,-0.16941676814367,1,-0.23054829924345,0.488944094010541,-0.362261354592102,0.279129458364359
"S592",-0.150975142339602,-0.727845707923388,-0.0442749068812087,0.0148719772930054,0.317438907017903,-0.23054829924345,1,-0.380048728615444,-0.067515934577077,0.21689151761482
"S609",-0.151301295130982,0.68152069036515,0.35161993153073,0.353145867727002,-0.518306583722354,0.488944094010541,-0.380048728615444,1,-0.501634908607715,0.173294295526976
"S660",-0.0374878550786832,-0.0780084551929605,-0.574235816075863,-0.00918067270586052,0.65636025307386,-0.362261354592102,-0.067515934577077,-0.501634908607715,1,-0.412713194794963
"S969",-0.482215640329257,0.0767001395917572,0.409874161912713,0.306559688925863,-0.375324625647731,0.279129458364359,0.21689151761482,0.173294295526976,-0.412713194794963,1
