"","S1835","S1849","S1852","S1908","S2071","S2168","S2201","S2267","S2301","S2308","S2446","S2472","S2749"
"S1835",1,0.999923793626395,0.99986699550342,0.999856218504432,0.999926264254163,0.999720591808144,0.999720591808144,0.999738076543902,0.999738620157572,0.99961968531939,0.99955416369829,0.999575698355253,0.999381121030898
"S1849",0.999923793626395,1,0.999943932783682,0.999941087346739,0.999951113763825,0.999756494966524,0.999756494966524,0.999785886746855,0.999772150348422,0.999703331784728,0.99962037554272,0.999655982049848,0.999410557816815
"S1852",0.99986699550342,0.999943932783682,1,0.99996882149586,0.999961292684415,0.999775247265009,0.999775247265009,0.999683779346246,0.999623460499071,0.999563296591387,0.999679614192426,0.999697430510057,0.999267430376566
"S1908",0.999856218504432,0.999941087346739,0.99996882149586,1,0.999970453660391,0.999849607014349,0.999849607014349,0.99975459351632,0.999710100784702,0.999660774885043,0.999766392327754,0.999768838981097,0.999405126444543
"S2071",0.999926264254163,0.999951113763825,0.999961292684415,0.999970453660391,1,0.999869461023593,0.999869461023593,0.999811417260058,0.999752223026801,0.999686753287566,0.999765345573127,0.999784582821536,0.999414402410747
"S2168",0.999720591808144,0.999756494966524,0.999775247265009,0.999849607014349,0.999869461023593,1,1,0.999813915438029,0.99980141308634,0.999736010383825,0.99994624786385,0.999949002352889,0.999557194801975
"S2201",0.999720591808144,0.999756494966524,0.999775247265009,0.999849607014349,0.999869461023593,1,1,0.999813915438029,0.99980141308634,0.999736010383825,0.99994624786385,0.999949002352889,0.999557194801975
"S2267",0.999738076543902,0.999785886746855,0.999683779346246,0.99975459351632,0.999811417260058,0.999813915438029,0.999813915438029,1,0.999905010922021,0.99989220909792,0.999737245010791,0.999791988061341,0.999632972340462
"S2301",0.999738620157572,0.999772150348422,0.999623460499071,0.999710100784702,0.999752223026801,0.99980141308634,0.99980141308634,0.999905010922021,1,0.999916328646518,0.999733921480389,0.999791163452166,0.9997917822651
"S2308",0.99961968531939,0.999703331784728,0.999563296591387,0.999660774885043,0.999686753287566,0.999736010383825,0.999736010383825,0.99989220909792,0.999916328646518,1,0.999751446674375,0.99974281439247,0.999896478138297
"S2446",0.99955416369829,0.99962037554272,0.999679614192426,0.999766392327754,0.999765345573127,0.99994624786385,0.99994624786385,0.999737245010791,0.999733921480389,0.999751446674375,1,0.999969037947685,0.999659432008393
"S2472",0.999575698355253,0.999655982049848,0.999697430510057,0.999768838981097,0.999784582821536,0.999949002352889,0.999949002352889,0.999791988061341,0.999791163452166,0.99974281439247,0.999969037947685,1,0.999595071603301
"S2749",0.999381121030898,0.999410557816815,0.999267430376566,0.999405126444543,0.999414402410747,0.999557194801975,0.999557194801975,0.999632972340462,0.9997917822651,0.999896478138297,0.999659432008393,0.999595071603301,1
