"","S1593","S1597","S1599","S1606","S1611","S1760","S1798","S1800","S1806","S1818","S2102","S2109","S2113","S2119","S2136","S2598","S2784","S2785"
"S1593",1,0.613515719896553,0.68990392012606,-0.000537175935628415,0.665965316619383,0.225711054292228,-0.339505479306988,0.304305089927579,-0.292592921938735,0.241116555565457,0.360993701975021,0.0605976204159349,0.46388408628963,-0.133033741283946,-0.375364580480944,0.344970822882115,0.157029401857772,-0.460559133329991
"S1597",0.613515719896553,1,0.249055514095361,-0.178297214118985,0.378630959485841,-0.184743917462218,-0.0370071439618562,0.0922093892107921,-0.293094808183415,0.497430816321837,0.149741576855476,-0.277127278912001,0.37874474391869,-0.26605569451616,-0.109698535091947,-0.202567523382201,0.11338516184811,-0.637131280500376
"S1599",0.68990392012606,0.249055514095361,1,0.489513449259419,0.38859887187363,0.10155473564129,-0.344859063357835,-0.148993937473889,-0.20685754020605,0.224433324493827,0.178661509334446,0.0595007211743308,0.284128379632246,0.069746841890222,-0.388765740724184,0.228063501976265,0.388940282464653,-0.420657143351673
"S1606",-0.000537175935628415,-0.178297214118985,0.489513449259419,1,-0.080221804542214,0.335985199666645,0.303692468612675,-0.106731353716646,-0.194333873474268,-0.340580356823244,-0.473882271511829,-0.207228335628763,-0.620018963344174,-0.238492321056093,0.256446811722145,-0.0213185979112682,0.639709507856887,-0.28526175436191
"S1611",0.665965316619383,0.378630959485841,0.38859887187363,-0.080221804542214,1,0.388540349580896,-0.09397506802437,0.398538929559802,-0.357142391574858,-0.0436663498290371,0.318880820310615,0.542168126402098,0.356880024974509,-0.205403727094538,-0.416040288671899,0.742698758697217,0.213361364334454,-0.468629771944814
"S1760",0.225711054292228,-0.184743917462218,0.10155473564129,0.335985199666645,0.388540349580896,1,0.161825707821068,0.599223912474885,-0.0575187116403066,-0.263041989985423,-0.208763538129992,0.465641616078641,-0.50387587571788,-0.517149115254237,0.423592310589886,0.53223974667983,0.592813651117981,-0.0548687841616104
"S1798",-0.339505479306988,-0.0370071439618562,-0.344859063357835,0.303692468612675,-0.09397506802437,0.161825707821068,1,0.405849735541105,0.119501291965181,-0.266127899920651,-0.404969326458515,-0.417605753602013,-0.663657548271795,-0.382303642729294,0.683734021860087,-0.37381565550365,0.238133635901039,-0.392817235607192
"S1800",0.304305089927579,0.0922093892107921,-0.148993937473889,-0.106731353716646,0.398538929559802,0.599223912474885,0.405849735541105,1,0.382894721868909,0.021873143901483,0.264126846745661,0.138082140291449,-0.294728576290772,-0.204176868771398,0.320046982269556,0.181946220662163,0.305744639034668,-0.0674429890657789
"S1806",-0.292592921938735,-0.293094808183415,-0.20685754020605,-0.194333873474268,-0.357142391574858,-0.0575187116403066,0.119501291965181,0.382894721868909,1,0.508491079702883,0.323990253299347,-0.029045386464468,-0.140013804412612,0.572690235587513,0.219991745991566,-0.37682315149409,0.037094421495039,0.393229838234276
"S1818",0.241116555565457,0.497430816321837,0.224433324493827,-0.340580356823244,-0.0436663498290371,-0.263041989985423,-0.266127899920651,0.021873143901483,0.508491079702883,1,0.334996155754629,-0.0667576097532272,0.424053669183149,0.349992876729267,-0.0238431330330449,-0.407431477573052,0.0668637615474585,-0.157313012745492
"S2102",0.360993701975021,0.149741576855476,0.178661509334446,-0.473882271511829,0.318880820310615,-0.208763538129992,-0.404969326458515,0.264126846745661,0.323990253299347,0.334996155754629,1,0.359244037533898,0.498519102125266,0.315379890540107,-0.607757766688293,0.209805373389486,-0.0115236588168294,0.337300901579632
