"","S1133","S1157","S1159","S2247","S2252","S2257","S2290","S3715","S3723","S4684","S4690","S4692","S4693","S4707","S4723","S5017","S5513","S810","S811","S813","S819","S892","S894","S903"
"S4690",0.997394719538696,0.998668770139706,0.998528957141212,0.997154697400596,0.983394389434095,0.986141492001359,0.989464907980904,0.915593458590024,0.913216082508474,0.990368699149323,1,0.995279058573751,0.999572367525667,0.996365779904182,0.986992364835024,0.973531423926614,0.849170348735212,0.952730937838218,0.951847116190888,0.933639840711054,0.931955397293823,0.842627002617226,0.853369483355417,0.846660775656593
"S4692",0.996652461672843,0.995263553415165,0.994584770976424,0.997693230586043,0.994261712036939,0.996155573296616,0.997003720110368,0.937521658549541,0.935821985026985,0.997673062354233,0.995279058573751,1,0.995453260634549,0.998465299895573,0.99635276856421,0.985660880338586,0.876032045262152,0.96709926225156,0.965349132975957,0.949298734503446,0.949158266332713,0.869563519919052,0.87907144885528,0.872568028577876
"S4693",0.997186629043726,0.998005639690766,0.997982518778622,0.99728449544785,0.982619771781228,0.986335086409658,0.989703157278826,0.913736144792486,0.910204624161987,0.990568647283965,0.999572367525667,0.995453260634549,1,0.996578855562706,0.98731759239998,0.973710966029882,0.842780449869117,0.949396857293638,0.948058245783557,0.928924894343045,0.927950715829533,0.836575785402153,0.84715119843448,0.839907629578586
"S4707",0.995510937452658,0.995287972581754,0.994080962976835,0.99620755655868,0.993480663385586,0.995131494248877,0.99728982595881,0.93890487244634,0.93597445686379,0.997819445690764,0.996365779904182,0.998465299895573,0.996578855562706,1,0.995623524849124,0.986940836189893,0.874831498779424,0.966990224017623,0.963913879828726,0.948794571473632,0.948309769462023,0.869716285162036,0.878637228158481,0.870875963996532
"S4723",0.987332703881076,0.985429210082955,0.983515520868668,0.989429465019828,0.997761090442531,0.999741911267985,0.998559932689251,0.956763515789744,0.954076613028377,0.999224885673283,0.986992364835024,0.99635276856421,0.98731759239998,0.995623524849124,1,0.995120441127778,0.892895652423503,0.973367556293348,0.967847680672707,0.954920050778842,0.95462585399514,0.889728911792393,0.897033562221048,0.888604350149192
"S5017",0.971409521217856,0.972155076917316,0.968720451889664,0.97502088256805,0.99488320014233,0.995540285651837,0.994438558346162,0.97738286625809,0.973258365108141,0.993938473904337,0.973531423926614,0.985660880338586,0.973710966029882,0.986940836189893,0.995120441127778,1,0.912838745662323,0.97934504733132,0.970389932309972,0.961258162176716,0.960395815998001,0.916385597121253,0.92147065992967,0.910557034683731
"S5513",0.859881739003404,0.859676956756067,0.852727368848893,0.865231621057613,0.917338063610043,0.898591632723669,0.898587061845872,0.964418101806671,0.975451193233245,0.888080723266442,0.849170348735212,0.876032045262152,0.842780449869117,0.874831498779424,0.892895652423503,0.912838745662323,1,0.968028780070204,0.966718253138309,0.980105449658667,0.979653970295873,0.995962299132394,0.996693240025245,0.998705529709406
"S810",0.957895165221842,0.958044919122416,0.953881086714731,0.961092628540327,0.985203348140818,0.976588962298754,0.97837776657708,0.98073192934728,0.986256487871423,0.972568338555497,0.952730937838218,0.96709926225156,0.949396857293638,0.966990224017623,0.973367556293348,0.97934504733132,0.968028780070204,1,0.997786323849186,0.996819373163237,0.995321123952066,0.963038515803394,0.968694051239038,0.966050246084705
"S811",0.960141426173419,0.959762638276857,0.956019199733795,0.962277854369399,0.981906450290379,0.971534135783275,0.973703633305028,0.971749568028469,0.97845722000141,0.967712623655474,0.951847116190888,0.965349132975957,0.948058245783557,0.963913879828726,0.967847680672707,0.970389932309972,0.966718253138309,0.997786323849186,1,0.997757651642067,0.99743229608456,0.95836337709652,0.965202354960054,0.964722563925028
"S813",0.941929109547498,0.94161025060913,0.937068375505369,0.944569586505904,0.971617707911746,0.958947697272789,0.961202661892469,0.973142205958987,0.98156037344398,0.954067803575317,0.933639840711054,0.949298734503446,0.928924894343045,0.948794571473632,0.954920050778842,0.961258162176716,0.980105449658667,0.996819373163237,0.997757651642067,1,0.999015021834036,0.971929899766475,0.977397924487494,0.977776664890528
"S819",0.941982689984469,0.940837488393902,0.936369933153521,0.944780141143543,0.971621332663247,0.958591793518886,0.960673328572364,0.973455171204939,0.980533363190695,0.953403062979965,0.931955397293823,0.949158266332713,0.927950715829533,0.948309769462023,0.95462585399514,0.960395815998001,0.979653970295873,0.995321123952066,0.99743229608456,0.999015021834036,1,0.970989493905998,0.976081830287923,0.976659142762141
"S892",0.849084971611654,0.852288782533746,0.844660381773967,0.855633513151162,0.91307354548803,0.895364497738014,0.895100904505707,0.973719281367115,0.981368517526692,0.885129322239612,0.842627002617226,0.869563519919052,0.836575785402153,0.869716285162036,0.889728911792393,0.916385597121253,0.995962299132394,0.963038515803394,0.95836337709652,0.971929899766475,0.970989493905998,1,0.999426252622785,0.997620033418045
"S894",0.860374584432765,0.863504947189075,0.856202169166507,0.866376962078698,0.920275081595429,0.902877499485683,0.902925281147682,0.974674097005101,0.983208752433713,0.893148282753952,0.853369483355417,0.87907144885528,0.84715119843448,0.878637228158481,0.897033562221048,0.92147065992967,0.996693240025245,0.968694051239038,0.965202354960054,0.977397924487494,0.976081830287923,0.999426252622785,1,0.998557933563621
"S903",0.855970606494376,0.857947680284774,0.85105698378369,0.861820587386117,0.913511464466297,0.894667729923123,0.895065612974739,0.964841157631499,0.97563781953606,0.884360077955591,0.846660775656593,0.872568028577876,0.839907629578586,0.870875963996532,0.888604350149192,0.910557034683731,0.998705529709406,0.966050246084705,0.964722563925028,0.977776664890528,0.976659142762141,0.997620033418045,0.998557933563621,1
