"","S4128","S4129","S4130","S4201","S4207","S4210","S4223","S4233","S4234","S4239","S4241","S4244","S4248","S4255","S4265","S4283","S4284","S4291"
"S4128",1,0.104180360785478,-0.170959465351588,0.436099185761223,-0.0376996732882622,0.589165970418962,NA,0.228013169373528,0.432944834261427,-0.165815928984487,0.222026897443111,-0.216159562088442,0.242878447564609,0.282281681329931,0.0429641700475752,0.14041024334505,-0.485506599694813,0.458950152037178
"S4129",0.104180360785478,1,-0.159172747915417,-0.317984978421662,-0.527279673502566,0.316029981077507,NA,0.215601055872607,0.500571149767822,-0.150318332203097,0.57061173451589,-0.276906803825673,-0.725717379615055,0.266568773059615,0.0520768636145496,0.466184900788506,-0.148804641860179,-0.0545058601173098
"S4130",-0.170959465351588,-0.159172747915417,1,-0.190814356869301,-0.368585368697317,-0.113738819961507,NA,0.0694779298375778,-0.141940951205385,0.998751949159676,-0.0789589645235001,-0.132276104578618,0.173200972865684,0.0608455458670367,-0.22059527778502,-0.295208160473663,0.440115064183428,-0.231912576638324
"S4201",0.436099185761223,-0.317984978421662,-0.190814356869301,1,0.565003869337529,0.113687730305132,NA,0.195312954711741,-0.0795004435985173,-0.165101628226811,-0.0577842841574677,0.402501327769633,0.267575774545933,0.247559719873672,-0.0678097705968288,-0.272033108281646,-0.379290643325117,0.0228900108276659
"S4207",-0.0376996732882622,-0.527279673502566,-0.368585368697317,0.565003869337529,1,0.000390385499329156,NA,0.0545768730674145,-0.0565321836909784,-0.369803490575226,-0.265473876304621,0.468272728911089,0.372058926031797,0.0182652035582086,0.133485705651083,-0.157587222116813,-0.458186979266745,-0.288112554737283
"S4210",0.589165970418962,0.316029981077507,-0.113738819961507,0.113687730305132,0.000390385499329156,1,NA,0.827661671915599,0.23975657593618,-0.129727901996665,0.420880900608653,-0.127965064384457,-0.285286103414449,0.456618275004092,0.295274324158889,0.199915237060334,-0.847737480190074,0.00512195136187496
"S4223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S4233",0.228013169373528,0.215601055872607,0.0694779298375778,0.195312954711741,0.0545768730674145,0.827661671915599,NA,1,-0.0327919573898877,0.0641027286411436,0.456501581163492,0.146188500751576,-0.436754607150418,0.623418781417224,0.427273233701855,0.215278985201872,-0.745371443118655,-0.249898565863131
"S4234",0.432944834261427,0.500571149767822,-0.141940951205385,-0.0795004435985173,-0.0565321836909784,0.23975657593618,NA,-0.0327919573898877,1,-0.145095435957705,0.624885475219481,-0.125463515089849,0.165508550786794,0.428664340561869,0.19611392547691,0.629857060162932,-0.18707072492406,-0.246241711181701
"S4239",-0.165815928984487,-0.150318332203097,0.998751949159676,-0.165101628226811,-0.369803490575226,-0.129727901996665,NA,0.0641027286411436,-0.145095435957705,1,-0.0810659843543994,-0.12429432213293,0.162749708903842,0.0681224524029645,-0.224957591758091,-0.292288517713815,0.447219678951177,-0.219697533518999
"S4241",0.222026897443111,0.57061173451589,-0.0789589645235001,-0.0577842841574677,-0.265473876304621,0.420880900608653,NA,0.456501581163492,0.624885475219481,-0.0810659843543994,1,0.318101024792776,-0.205406433013204,0.855316340772843,0.615042821837754,0.683199857007611,-0.250568756917922,-0.308266957248303
"S4244",-0.216159562088442,-0.276906803825673,-0.132276104578618,0.402501327769633,0.468272728911089,-0.127965064384457,NA,0.146188500751576,-0.125463515089849,-0.12429432213293,0.318101024792776,1,0.182059782709813,0.559335497993752,0.620691935673407,0.0383930405547523,-0.0674626488978457,-0.197089889368137
"S4248",0.242878447564609,-0.725717379615055,0.173200972865684,0.267575774545933,0.372058926031797,-0.285286103414449,NA,-0.436754607150418,0.165508550786794,0.162749708903842,-0.205406433013204,0.182059782709813,1,-0.0634008801029045,-0.0465933524837504,-0.1982619348081,0.235534027993012,0.00893979682138319
"S4255",0.282281681329931,0.266568773059615,0.0608455458670367,0.247559719873672,0.0182652035582086,0.456618275004092,NA,0.623418781417224,0.428664340561869,0.0681224524029645,0.855316340772843,0.559335497993752,-0.0634008801029045,1,0.757386649614831,0.575579589345834,-0.389395122915328,-0.260243753025149
"S4265",0.0429641700475752,0.0520768636145496,-0.22059527778502,-0.0678097705968288,0.133485705651083,0.295274324158889,NA,0.427273233701855,0.19611392547691,-0.224957591758091,0.615042821837754,0.620691935673407,-0.0465933524837504,0.757386649614831,1,0.667470555552769,-0.336129934682821,-0.00293454496302321
"S4283",0.14041024334505,0.466184900788506,-0.295208160473663,-0.272033108281646,-0.157587222116813,0.199915237060334,NA,0.215278985201872,0.629857060162932,-0.292288517713815,0.683199857007611,0.0383930405547523,-0.1982619348081,0.575579589345834,0.667470555552769,1,-0.221703894537401,-0.096276573795229
"S4284",-0.485506599694813,-0.148804641860179,0.440115064183428,-0.379290643325117,-0.458186979266745,-0.847737480190074,NA,-0.745371443118655,-0.18707072492406,0.447219678951177,-0.250568756917922,-0.0674626488978457,0.235534027993012,-0.389395122915328,-0.336129934682821,-0.221703894537401,1,0.0717272467259409
"S4291",0.458950152037178,-0.0545058601173098,-0.231912576638324,0.0228900108276659,-0.288112554737283,0.00512195136187496,NA,-0.249898565863131,-0.246241711181701,-0.219697533518999,-0.308266957248303,-0.197089889368137,0.00893979682138319,-0.260243753025149,-0.00293454496302321,-0.096276573795229,0.0717272467259409,1
