"","S10089","S10329","S10459","S8637","S8762","S8891","S9167","S9315","S9449","S9583","S9721","S9965"
"S10089",1,0.658226627128692,0.540679853263799,-0.542783867798655,0.974122343750845,-0.297209060582135,0.858396207166549,0.826010838458027,0.454962935173388,-0.110642099581237,-0.00740956296057988,0.351035333351386
"S10329",0.658226627128692,1,0.61788197577677,-0.134626781858951,0.68831290546996,-0.121525543062504,0.35520905313941,0.315549914847872,0.0570114357880223,-0.301666412903009,0.140213988508195,0.434087095467614
"S10459",0.540679853263799,0.61788197577677,1,-0.275592735451914,0.577183361005767,-0.416266725257937,0.427191204443401,0.372047665658005,0.56278135722979,-0.132150862677704,0.0274681229989601,0.371887535814903
"S8637",-0.542783867798655,-0.134626781858951,-0.275592735451914,1,-0.406380712598668,0.742971078034138,-0.481611243084332,-0.812623367835339,-0.520898026718478,-0.176167721090604,0.515504634827435,-0.330248492911612
"S8762",0.974122343750845,0.68831290546996,0.577183361005767,-0.406380712598668,1,-0.217065615748186,0.820199521564625,0.739473375850066,0.360959892833603,-0.132135760701007,-0.00797083867890542,0.340570755853482
"S8891",-0.297209060582135,-0.121525543062504,-0.416266725257937,0.742971078034138,-0.217065615748186,1,-0.224818897900989,-0.441191651054544,-0.372545463462962,0.0308197495490638,0.385935473078762,-0.771758462255469
"S9167",0.858396207166549,0.35520905313941,0.427191204443401,-0.481611243084332,0.820199521564625,-0.224818897900989,1,0.709290781587163,0.433642941785672,-0.30046636099402,-0.120110682696873,0.159275458582294
"S9315",0.826010838458027,0.315549914847872,0.372047665658005,-0.812623367835339,0.739473375850066,-0.441191651054544,0.709290781587163,1,0.688193137785438,0.324286895417657,-0.140729926067969,0.21671268211699
"S9449",0.454962935173388,0.0570114357880223,0.56278135722979,-0.520898026718478,0.360959892833603,-0.372545463462962,0.433642941785672,0.688193137785438,1,0.459137957864063,0.23491335860228,0.0702173264201794
"S9583",-0.110642099581237,-0.301666412903009,-0.132150862677704,-0.176167721090604,-0.132135760701007,0.0308197495490638,-0.30046636099402,0.324286895417657,0.459137957864063,1,0.129907693478136,-0.205441734323422
"S9721",-0.00740956296057988,0.140213988508195,0.0274681229989601,0.515504634827435,-0.00797083867890542,0.385935473078762,-0.120110682696873,-0.140729926067969,0.23491335860228,0.129907693478136,1,-0.0431742462681469
"S9965",0.351035333351386,0.434087095467614,0.371887535814903,-0.330248492911612,0.340570755853482,-0.771758462255469,0.159275458582294,0.21671268211699,0.0702173264201794,-0.205441734323422,-0.0431742462681469,1
