"","S7371","S7385","S7392","S7397","S7398","S7401","S7406","S7417","S7448","S7578","S7584","S7585","S7593","S7595","S7598","S7615","S7627","S7637","S7652"
"S7371",1,0.999931973724104,0.999942826907119,0.999931720731658,0.99992320376641,0.99980020807921,0.999931720731658,0.999777154569904,0.999672609003359,0.999154307974274,0.998813536109596,0.998912451439997,0.998808269520983,0.998521542843845,0.997824477178117,0.997277184669246,0.997150702717166,0.996983482883172,0.996668508635281
"S7385",0.999931973724104,1,0.999943653171291,0.999919278329956,0.999933972535994,0.999900303013833,0.999919278329956,0.999870352789351,0.999811693826304,0.999113318593188,0.998755364809336,0.998843970547768,0.998734900554114,0.998393926156125,0.997700124488054,0.997114412094126,0.99698668907391,0.996787147039129,0.996384954233518
"S7392",0.999942826907119,0.999943653171291,1,0.999970378465307,0.999979605730081,0.999882615809541,0.999970378465307,0.999864158754847,0.999802658974965,0.999128883687023,0.99872753747423,0.998841488892851,0.998700720538477,0.998397216058169,0.997702436217003,0.997136040464237,0.997054339992322,0.996835652509365,0.99646903764952
"S7397",0.999931720731658,0.999919278329956,0.999970378465307,1,0.999950849531737,0.999899084603579,1,0.999893859523515,0.999800816562965,0.999137664089663,0.998774285856238,0.998861978124578,0.998739778471336,0.998442879366161,0.997803608499277,0.997278198870245,0.997211163478505,0.996986211490934,0.996595221796654
"S7398",0.99992320376641,0.999933972535994,0.999979605730081,0.999950849531737,1,0.999917323893445,0.999950849531737,0.999899812681845,0.999840931510251,0.999196636942839,0.998815212670521,0.998909462665287,0.998811862737067,0.998475882108488,0.99784201240619,0.997273117369939,0.997209833358032,0.99700091012604,0.996673777416206
"S7401",0.99980020807921,0.999900303013833,0.999882615809541,0.999899084603579,0.999917323893445,1,0.999899084603579,0.999993046222505,0.99996506287008,0.99924810564536,0.998871479265956,0.998991449074566,0.998883952882256,0.998481595709446,0.997873893824927,0.997346540586155,0.997254358125914,0.997021767050484,0.99661726487516
"S7406",0.999931720731658,0.999919278329956,0.999970378465307,1,0.999950849531737,0.999899084603579,1,0.999893859523515,0.999800816562965,0.999137664089663,0.998774285856238,0.998861978124578,0.998739778471336,0.998442879366161,0.997803608499277,0.997278198870245,0.997211163478505,0.996986211490934,0.996595221796654
"S7417",0.999777154569904,0.999870352789351,0.999864158754847,0.999893859523515,0.999899812681845,0.999993046222505,0.999893859523515,1,0.999960997727901,0.999209620002257,0.998812793980057,0.998945692857,0.998811940021605,0.998405428085759,0.99779619222363,0.997278276942137,0.997193612204561,0.996968376479912,0.996568301592367
"S7448",0.999672609003359,0.999811693826304,0.999802658974965,0.999800816562965,0.999840931510251,0.99996506287008,0.999800816562965,0.999960997727901,1,0.999344253608609,0.998943729591243,0.999101696219587,0.998929740523885,0.998539812042944,0.997940460173906,0.99743321968622,0.997343417448022,0.997116934420401,0.996687545963977
"S7578",0.999154307974274,0.999113318593188,0.999128883687023,0.999137664089663,0.999196636942839,0.99924810564536,0.999137664089663,0.999209620002257,0.999344253608609,1,0.999915045986967,0.999955301326345,0.999867882805645,0.999778394007968,0.999465992736032,0.999207904837265,0.999081087062178,0.999017774414786,0.998780185367068
