"","S6785","S6791","S6793","S6795","S6796","S6797","S6798","S6806","S6816","S6821","S6835","S6836","S6861","S6862","S6866","S6867","S6872","S6931","S6955","S7041","S7054"
"S6835",0.0212369463970843,-0.355119452643719,0.00366789960641086,0.134129086939496,0.71346985198147,0.843982603315495,0.0217803720051805,0.0884421495208384,NA,0.388749854817669,1,0.552025210041717,-0.0481956179574667,0.535751937722814,0.706174905987016,0.534543587390462,0.293029632517133,0.649719071301689,0.312666093605115,0.186446278719727,-0.279585659733416
"S6836",-0.337729392589075,-0.395292943579346,-0.542045513917129,-0.0640853770933464,0.41591083414165,0.403895696848909,0.133087397096314,0.382924010879245,NA,0.144921473757646,0.552025210041717,1,0.12934405554732,0.401033996745096,0.145687540685763,0.0357521934570141,0.267334635404724,0.46606344920665,0.142679145081883,-0.146896902886733,-0.0915071975888384
"S6861",0.15020602685835,0.427913276530962,-0.250113577797874,-0.174179983032008,0.125743639220096,0.0801562912926254,0.599249352780562,-0.509571260612056,NA,-0.42364277949816,-0.0481956179574667,0.12934405554732,1,-0.00326504798985753,-0.335786644544299,-0.702747820521156,-0.622523072887975,-0.058894389203408,-0.318720764075281,0.0845306079825545,0.188259959521668
"S6862",-0.22654388502821,0.237010993155737,0.231852192188731,0.225041786635058,0.249487767615632,0.744764388359833,-0.422517976531458,-0.0434996483702204,NA,0.178299154407397,0.535751937722814,0.401033996745096,-0.00326504798985753,1,0.300559260283877,0.366214411264283,0.638365660157375,0.739331221652282,0.344903622868828,0.427785373529201,-0.222679638036628
"S6866",0.417143263915879,-0.41616367514169,0.284778822369354,0.108336012765492,0.664433002185917,0.710651794396959,-0.258964762989588,0.180849929048266,NA,0.605983570339944,0.706174905987016,0.145687540685763,-0.335786644544299,0.300559260283877,1,0.599569313333592,0.400145513877639,0.203915125668286,0.469720393062626,0.047043190300821,-0.0471261483242222
"S6867",0.0681858905522341,-0.163324295230855,0.594798531827847,0.0962208664661329,0.378447738178812,0.371516475909451,-0.331246395221054,0.457237996730559,NA,0.707611194173469,0.534543587390462,0.0357521934570141,-0.702747820521156,0.366214411264283,0.599569313333592,1,0.51273896416785,0.28632831060881,0.247887160569408,-0.126409047699457,-0.485006557013305
"S6872",-0.203238789134151,-0.16766436632948,0.124934508384678,0.248942902933854,0.150843384705095,0.385255622550994,-0.677624571234197,0.400734378886154,NA,0.213211356477082,0.293029632517133,0.267334635404724,-0.622523072887975,0.638365660157375,0.400145513877639,0.51273896416785,1,0.395930874379905,0.485513330768116,0.179597511528515,-0.24100610844088
"S6931",-0.420248896361732,-0.22714424916649,-0.176145070156253,0.270609457310235,0.0119925938402205,0.72260657988756,-0.422323397273574,-0.281377584710407,NA,-0.0142428414497801,0.649719071301689,0.46606344920665,-0.058894389203408,0.739331221652282,0.203915125668286,0.28632831060881,0.395930874379905,1,0.39488027409601,0.665813975735236,-0.278488132635505
"S6955",-0.27383784194857,-0.380196168025813,0.0566563518275787,-0.435440809284208,0.168986869287721,0.542969785846924,-0.678182745103502,-0.209104058622321,NA,0.40626913091282,0.312666093605115,0.142679145081883,-0.318720764075281,0.344903622868828,0.469720393062626,0.247887160569408,0.485513330768116,0.39488027409601,1,0.180808464949283,-0.0399648751078665
"S7041",-0.0828612702264007,-0.027049443643463,-0.162004363209896,0.569913171417141,-0.377628466516929,0.448774847099732,-0.467591311383258,-0.680869771426124,NA,-0.496086125825177,0.186446278719727,-0.146896902886733,0.0845306079825545,0.427785373529201,0.047043190300821,-0.126409047699457,0.179597511528515,0.665813975735236,0.180808464949283,1,0.0204177852703697
"S7054",-0.20107299775591,0.0499949385915994,-0.177099544496078,0.11249404311599,-0.213028674942111,-0.194728960690371,0.11037101531241,-0.113258409836543,NA,-0.00453255149961026,-0.279585659733416,-0.0915071975888384,0.188259959521668,-0.222679638036628,-0.0471261483242222,-0.485006557013305,-0.24100610844088,-0.278488132635505,-0.0399648751078665,0.0204177852703697,1
