"","S1177","S1193","S1242","S1249","S1251","S1277","S1288","S1397","S1427","S1438","S1542","S1917","S2081","S2172","S2292","S2432","S2445","S2463","S2478","S2580","S2581","S2611","S2628","S2709","S2715","S2723","S2740","S2768","S2783","S2803","S2813","S2855"
"S1177",1,0.999774437020804,0.999888430339479,0.999897735651974,0.999805058969892,0.999905967340391,0.999860791247064,0.999774557482532,0.999694776031557,0.999694776031557,0.999459911319381,0.998505143540656,0.998273530364856,0.998313785509546,0.997791841909506,0.998017226252053,0.998017226252053,0.997616719487642,0.996960348254251,0.996960348254251,0.996960348254251,0.997084466807715,0.995738462034337,0.99569812428799,0.99569812428799,0.996702520974666,0.99626133242406,0.996876712145195,0.996318996617001,0.996635309530114,0.996635309530114,0.995306811579606
"S1193",0.999774437020804,1,0.999677897560764,0.999855801147028,0.99979148542116,0.999735552889699,0.99982724837636,0.999926004307697,0.999823300783022,0.999823300783022,0.999672010131567,0.998942625662558,0.998814432633938,0.998621178262538,0.998156270773231,0.998138354326996,0.998138354326996,0.997944383210563,0.997220124389118,0.997220124389118,0.997220124389118,0.997526821978535,0.996047096203057,0.996022783925327,0.996022783925327,0.996922411505046,0.99643110209233,0.997161211221588,0.996592120413936,0.997009226142942,0.997009226142942,0.99556012566783
"S1242",0.999888430339479,0.999677897560764,1,0.999855499121421,0.999742372750807,0.99984503770226,0.999775030574957,0.999702983740931,0.999540056597085,0.999540056597085,0.999239153380628,0.997961156473147,0.997648318199599,0.997565516132334,0.997028941910967,0.997167613891415,0.997167613891415,0.996743489325628,0.9959528785377,0.9959528785377,0.9959528785377,0.996170209156523,0.994619984816989,0.9945482983194,0.9945482983194,0.995688196519591,0.995186230141378,0.995840861278898,0.995298882513711,0.995670979842146,0.995670979842146,0.994153883803358
"S1249",0.999897735651974,0.999855801147028,0.999855499121421,1,0.999834898805004,0.99986650372901,0.999843452299074,0.999788794702403,0.999653617314064,0.999653617314064,0.999343582437618,0.998359918772326,0.998143139579132,0.998008673454527,0.997501838088105,0.997596293918795,0.997596293918795,0.997310761942771,0.996562348878871,0.996562348878871,0.996562348878871,0.996789358358315,0.995241401681415,0.995170268708358,0.995170268708358,0.996266912559966,0.995795936387714,0.996492871237537,0.99584307684458,0.996239893474044,0.996239893474044,0.994770751736545
"S1251",0.999805058969892,0.99979148542116,0.999742372750807,0.999834898805004,1,0.999701985978569,0.999785477360439,0.999818077691755,0.999466309540555,0.999466309540555,0.999267451083858,0.998576403539482,0.99831004727077,0.998171382108287,0.997648492422951,0.997657983236827,0.997657983236827,0.997420701476631,0.996658805034937,0.996658805034937,0.996658805034937,0.996797235079736,0.995636043038737,0.995468883707994,0.995468883707994,0.996415390282533,0.996023458603106,0.996575837214897,0.995960692782218,0.996361499775591,0.996361499775591,0.994930205684489
"S1277",0.999905967340391,0.999735552889699,0.99984503770226,0.99986650372901,0.999701985978569,1,0.999838676789804,0.999661774283928,0.999672876551462,0.999672876551462,0.999424313277897,0.998327406250456,0.998167490587622,0.998134533226651,0.997718159730656,0.997937188396617,0.997937188396617,0.9975138819641,0.996897282535556,0.996897282535556,0.996897282535556,0.997074062735829,0.995658086508922,0.99562915942562,0.99562915942562,0.996745924881245,0.996315830837947,0.996777130972803,0.996375664762734,0.996556587621067,0.996556587621067,0.995286602125076
"S1288",0.999860791247064,0.99982724837636,0.999775030574957,0.999843452299074,0.999785477360439,0.999838676789804,1,0.999697014993722,0.999629551437233,0.999629551437233,0.999519309874548,0.998838980645233,0.998722836424059,0.998586505160698,0.998298392608757,0.998157339524142,0.998157339524142,0.99790534120683,0.997254713495616,0.997254713495616,0.997254713495616,0.99748214550131,0.996226907965741,0.996138687972153,0.996138687972153,0.99712630374685,0.996615857293104,0.997168115101801,0.996652419653531,0.99698977641966,0.99698977641966,0.995714081548223
"S1397",0.999774557482532,0.999926004307697,0.999702983740931,0.999788794702403,0.999818077691755,0.999661774283928,0.999697014993722,1,0.999816177831109,0.999816177831109,0.999579904430824,0.998765612479029,0.998520610816853,0.998417567508591,0.997825974850402,0.997932514311362,0.997932514311362,0.99771675086923,0.996943240455174,0.996943240455174,0.996943240455174,0.997239246763616,0.995758459594378,0.995739880856112,0.995739880856112,0.996560382083419,0.996136762999294,0.996877961330743,0.99634313719205,0.996750568785325,0.996750568785325,0.995266471064274
"S1427",0.999694776031557,0.999823300783022,0.999540056597085,0.999653617314064,0.999466309540555,0.999672876551462,0.999629551437233,0.999816177831109,1,1,0.999708085553047,0.998939250482755,0.998662433940639,0.998639162029697,0.998180108122029,0.998272539750849,0.998272539750849,0.99799799886818,0.997309725730234,0.997309725730234,0.997309725730234,0.997728080724776,0.99607533768515,0.996173069547936,0.996173069547936,0.997057814027127,0.996534386361253,0.997292863509289,0.996848819682524,0.997166669966121,0.997166669966121,0.995843280562188
"S1438",0.999694776031557,0.999823300783022,0.999540056597085,0.999653617314064,0.999466309540555,0.999672876551462,0.999629551437233,0.999816177831109,1,1,0.999708085553047,0.998939250482755,0.998662433940639,0.998639162029697,0.998180108122029,0.998272539750849,0.998272539750849,0.99799799886818,0.997309725730234,0.997309725730234,0.997309725730234,0.997728080724776,0.99607533768515,0.996173069547936,0.996173069547936,0.997057814027127,0.996534386361253,0.997292863509289,0.996848819682524,0.997166669966121,0.997166669966121,0.995843280562188
"S1542",0.999459911319381,0.999672010131567,0.999239153380628,0.999343582437618,0.999267451083858,0.999424313277897,0.999519309874548,0.999579904430824,0.999708085553047,0.999708085553047,1,0.999393972627925,0.999152238719246,0.998996248836915,0.998657855106261,0.998490712624668,0.998490712624668,0.998088604937979,0.997529891993531,0.997529891993531,0.997529891993531,0.997902395955306,0.996377244829447,0.996557603636685,0.996557603636685,0.997333664267492,0.996685535058198,0.997401951015698,0.997020843690165,0.997184572235211,0.997184572235211,0.995855518104232
