"","S6887","S6890","S6934","S6969","S7067","S7082","S7086","S7102"
"S6887",1,0.998300304861353,NA,NA,0.988739074735177,0.850967866800172,0.717394810150219,0.866804253317573
"S6890",0.998300304861353,1,NA,NA,0.984549013894617,0.847829289970655,0.688986673047782,0.851595575571247
"S6934",NA,NA,NA,NA,NA,NA,NA,NA
"S6969",NA,NA,NA,NA,NA,NA,NA,NA
"S7067",0.988739074735177,0.984549013894617,NA,NA,1,0.886540863256257,0.702728663941498,0.882218574925464
"S7082",0.850967866800172,0.847829289970655,NA,NA,0.886540863256257,1,0.670820393249937,0.938314863256836
"S7086",0.717394810150219,0.688986673047782,NA,NA,0.702728663941498,0.670820393249937,1,0.885879567828298
"S7102",0.866804253317573,0.851595575571247,NA,NA,0.882218574925464,0.938314863256836,0.885879567828298,1
