"","S1835","S1849","S1852","S1908","S2071","S2168","S2201","S2267","S2301","S2308","S2446","S2472","S2749"
"S1835",1,0.89747553354055,0.559016994374947,0.735576923076923,0.981671100101405,0.929867020089061,0.9170674497239,NA,0.951817467249785,0.957927000533827,0.925339366515837,0.910481842640704,0.93142571665846
"S1849",0.89747553354055,1,0.519040446472745,0.626118402326064,0.914232407827675,0.908132480417945,0.853902415555056,NA,0.903395308154876,0.908668821707171,0.873152205252417,0.862205807384462,0.858051396526247
"S1852",0.559016994374947,0.519040446472745,1,0.559016994374947,0.567733589433837,0.516397779494322,0.486118787345065,NA,0.462154165681452,0.460967158970663,0.341986867147027,0.316822270371896,0.396844732162173
"S1908",0.735576923076923,0.626118402326064,0.559016994374947,1,0.684856932400588,0.685603444662681,0.689598758762972,NA,0.668844706716065,0.657275891797458,0.595588235294118,0.601273958737609,0.654515368462701
"S2071",0.981671100101405,0.914232407827675,0.567733589433837,0.684856932400588,1,0.887244262282028,0.899648643359633,NA,0.933291840176317,0.94051735833289,0.911832472407095,0.914092790347614,0.910795659686907
"S2168",0.929867020089061,0.908132480417945,0.516397779494322,0.685603444662681,0.887244262282028,1,0.94136498383299,NA,0.958764862423054,0.950334540481201,0.942439410000713,0.889738783599338,0.94834506642836
"S2201",0.9170674497239,0.853902415555056,0.486118787345065,0.689598758762972,0.899648643359633,0.94136498383299,1,NA,0.912604775146509,0.889503383639401,0.954300176633106,0.898588854247938,0.92550900682295
"S2267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2301",0.951817467249785,0.903395308154876,0.462154165681452,0.668844706716065,0.933291840176317,0.958764862423054,0.912604775146509,NA,1,0.996470926686558,0.940029912216192,0.960682691838916,0.989822183971768
"S2308",0.957927000533827,0.908668821707171,0.460967158970663,0.657275891797458,0.94051735833289,0.950334540481201,0.889503383639401,NA,0.996470926686558,1,0.932726776046622,0.952560080327699,0.979674469755227
"S2446",0.925339366515837,0.873152205252417,0.341986867147027,0.595588235294118,0.911832472407095,0.942439410000713,0.954300176633106,NA,0.940029912216192,0.932726776046622,1,0.921863727937751,0.955858982675732
"S2472",0.910481842640704,0.862205807384462,0.316822270371896,0.601273958737609,0.914092790347614,0.889738783599338,0.898588854247938,NA,0.960682691838916,0.952560080327699,0.921863727937751,1,0.965922094881409
"S2749",0.93142571665846,0.858051396526247,0.396844732162173,0.654515368462701,0.910795659686907,0.94834506642836,0.92550900682295,NA,0.989822183971768,0.979674469755227,0.955858982675732,0.965922094881409,1
