"","S7300","S7303","S7304","S7305","S7323","S7328","S7329","S7332","S7346","S7347","S7350","S7352"
"S7300",1,0.996506066404778,0.986218520862111,0.915964013646189,0.921105023983148,0.922571076078319,0.759640474732045,0.92723391622835,0.969435531893083,0.953072463690242,0.96360644158665,0.938256390694421
"S7303",0.996506066404778,1,0.98955568721257,0.912439179733263,0.91790065675606,0.919176511823577,0.777939843972683,0.923323599822309,0.971553010151787,0.948132418846826,0.962768071435567,0.924020561642661
"S7304",0.986218520862111,0.98955568721257,1,0.890446723162841,0.889561738521593,0.890382320824207,0.815795459421247,0.892330013180889,0.965677543779641,0.926181521116419,0.940743300340536,0.918880840507546
"S7305",0.915964013646189,0.912439179733263,0.890446723162841,1,0.998124866201456,0.997619462568479,0.605555695110767,0.994763650554742,0.955112524922654,0.886372815673846,0.940629260518365,0.871092790256763
"S7323",0.921105023983148,0.91790065675606,0.889561738521593,0.998124866201456,1,0.999956460489174,0.598676028445543,0.999017557710867,0.954438910152353,0.895255501773569,0.948471602765231,0.872203152618364
"S7328",0.922571076078319,0.919176511823577,0.890382320824207,0.997619462568479,0.999956460489174,1,0.598873306936876,0.999356789929927,0.954932649400029,0.896875151954394,0.949871582500348,0.873422032363018
"S7329",0.759640474732045,0.777939843972683,0.815795459421247,0.605555695110767,0.598676028445543,0.598873306936876,1,0.599474947222267,0.678086829476865,0.563241000654954,0.604901826391627,0.536408326460869
"S7332",0.92723391622835,0.923323599822309,0.892330013180889,0.994763650554742,0.999017557710867,0.999356789929927,0.599474947222267,1,0.954327025809354,0.901380753932303,0.954000162868614,0.876056718855512
"S7346",0.969435531893083,0.971553010151787,0.965677543779641,0.955112524922654,0.954438910152353,0.954932649400029,0.678086829476865,0.954327025809354,1,0.952199524882498,0.982112640006056,0.945499794269331
"S7347",0.953072463690242,0.948132418846826,0.926181521116419,0.886372815673846,0.895255501773569,0.896875151954394,0.563241000654954,0.901380753932303,0.952199524882498,1,0.977367870864463,0.971503420889079
"S7350",0.96360644158665,0.962768071435567,0.940743300340536,0.940629260518365,0.948471602765231,0.949871582500348,0.604901826391627,0.954000162868614,0.982112640006056,0.977367870864463,1,0.950907133411295
"S7352",0.938256390694421,0.924020561642661,0.918880840507546,0.871092790256763,0.872203152618364,0.873422032363018,0.536408326460869,0.876056718855512,0.945499794269331,0.971503420889079,0.950907133411295,1
