"","S1558","S2467","S2515","S2523","S2528","S2541","S2543","S2545","S2552","S3159","S3175","S3257","S3260","S3270","S3283","S3867","S4857","S4863","S4864"
"S1558",1,-0.217753560392053,0.0577997542814537,-0.559461982159407,-0.0262935908077229,0.280038471000046,0.736393575460576,-0.290141764226547,-0.302191862424163,0.154167249208593,-0.484612479228044,0.0347278007859514,0.270372779230992,-0.506043027541266,-0.767971902474524,-0.366428507827912,-0.383415750903218,0.217963836282883,0.0255579992102794
"S2467",-0.217753560392053,1,-0.0359413723527182,0.0593956628435438,0.0727451923603737,-0.132421356821264,0.115307596312109,0.565245869101566,0.427605183485202,0.20319345495316,0.226631586549992,-0.380999128411099,0.21507137157624,0.363946264022435,-0.0159346072722124,0.42728454175274,-0.31620522051902,-0.220108815854667,0.129431190736192
"S2515",0.0577997542814537,-0.0359413723527182,1,-0.0904599011237991,-0.218814407006504,0.261020409183018,0.0752161024454925,-0.231344189884528,-0.498863231381959,0.138493044443666,0.355020676993777,0.130340096973489,0.0751925661593943,0.386641801102027,-0.17152947288287,-0.112432498339997,0.336650515110724,0.415828019217826,-0.225559835968543
"S2523",-0.559461982159407,0.0593956628435438,-0.0904599011237991,1,0.0323591552153667,0.290086669064078,-0.335251437038047,0.0578163298738049,0.0651515543818279,0.276847167688568,0.533759924557601,-0.170372343671678,-0.307980651104448,0.514788187724184,0.595129780384425,-0.0746069016735444,0.451331420913364,-0.307839507806552,-0.120794095072959
"S2528",-0.0262935908077229,0.0727451923603737,-0.218814407006504,0.0323591552153667,1,0.510925984684238,-0.136594319302627,-0.121019505276206,-0.0818446187770787,0.178276510233163,-0.211118258825614,-0.648234991224638,0.278377959884316,-0.164014273891375,-0.306932459482649,0.014692089104985,0.25821376289408,-0.0944418869820042,-0.508858971103174
"S2541",0.280038471000046,-0.132421356821264,0.261020409183018,0.290086669064078,0.510925984684238,1,0.353622766571808,-0.454462505167309,-0.584322450238212,0.437481619079125,0.270525566204276,-0.40115094554789,0.268504474869637,0.179856228997046,-0.190715296868117,-0.655403812409214,0.249613494844799,-0.0550822477547225,-0.573255224301779
"S2543",0.736393575460576,0.115307596312109,0.0752161024454925,-0.335251437038047,-0.136594319302627,0.353622766571808,1,-0.080170145489602,-0.0605760094576818,0.428755528971377,-0.0519787291454235,0.0914743045421573,0.496066323047405,-0.132165376762831,-0.408792400638282,-0.49129342122658,-0.446060201022218,0.146346057952041,0.0224881607444899
"S2545",-0.290141764226547,0.565245869101566,-0.231344189884528,0.0578163298738049,-0.121019505276206,-0.454462505167309,-0.080170145489602,1,0.352316976030869,0.407376706929881,0.0295601380460067,-0.317004783412418,-0.133386952870657,-0.243889472106641,0.326963726921812,0.354422918527908,-0.55211736063025,-0.587628941230285,0.727311642807483
"S2552",-0.302191862424163,0.427605183485202,-0.498863231381959,0.0651515543818279,-0.0818446187770787,-0.584322450238212,-0.0605760094576818,0.352316976030869,1,-0.218853789834664,-0.0172875113348904,0.0472718580673578,-0.113768627692239,0.15883314623478,0.0651535162350706,0.497943940973561,-0.00624442205325865,0.0680190120488858,0.0583218975308507
"S3159",0.154167249208593,0.20319345495316,0.138493044443666,0.276847167688568,0.178276510233163,0.437481619079125,0.428755528971377,0.407376706929881,-0.218853789834664,1,0.00244439237053891,-0.221156667657529,0.419801749801491,-0.168991064668754,0.0483620226261461,-0.160167049658623,-0.142446637733748,-0.187760914782031,0.298529710796001
"S3175",-0.484612479228044,0.226631586549992,0.355020676993777,0.533759924557601,-0.211118258825614,0.270525566204276,-0.0519787291454235,0.0295601380460067,-0.0172875113348904,0.00244439237053891,1,-0.209583200408959,-0.368390117520436,0.765338402881309,0.524446946440918,-0.410114658685642,0.184621220856459,-0.301399188293592,-0.309757744966086
"S3257",0.0347278007859514,-0.380999128411099,0.130340096973489,-0.170372343671678,-0.648234991224638,-0.40115094554789,0.0914743045421573,-0.317004783412418,0.0472718580673578,-0.221156667657529,-0.209583200408959,1,0.258106156364197,0.0693668227032638,0.170327192382594,0.147006170537221,0.137714610496378,0.630723931870942,0.22506533553141
"S3260",0.270372779230992,0.21507137157624,0.0751925661593943,-0.307980651104448,0.278377959884316,0.268504474869637,0.496066323047405,-0.133386952870657,-0.113768627692239,0.419801749801491,-0.368390117520436,0.258106156364197,1,-0.0580316933750352,-0.267901795290413,0.114365084357851,-0.0626480246078575,0.455147135348286,-0.0456118774129352
"S3270",-0.506043027541266,0.363946264022435,0.386641801102027,0.514788187724184,-0.164014273891375,0.179856228997046,-0.132165376762831,-0.243889472106641,0.15883314623478,-0.168991064668754,0.765338402881309,0.0693668227032638,-0.0580316933750352,1,0.305918792039198,0.0168767082060718,0.494825627030211,0.198407679438721,-0.500150960872579
"S3283",-0.767971902474524,-0.0159346072722124,-0.17152947288287,0.595129780384425,-0.306932459482649,-0.190715296868117,-0.408792400638282,0.326963726921812,0.0651535162350706,0.0483620226261461,0.524446946440918,0.170327192382594,-0.267901795290413,0.305918792039198,1,-0.0624293544305514,0.0223832839847832,-0.453896450677623,0.303013040369184
"S3867",-0.366428507827912,0.42728454175274,-0.112432498339997,-0.0746069016735444,0.014692089104985,-0.655403812409214,-0.49129342122658,0.354422918527908,0.497943940973561,-0.160167049658623,-0.410114658685642,0.147006170537221,0.114365084357851,0.0168767082060718,-0.0624293544305514,1,0.142359796782615,0.278034133117187,0.277228591130848
"S4857",-0.383415750903218,-0.31620522051902,0.336650515110724,0.451331420913364,0.25821376289408,0.249613494844799,-0.446060201022218,-0.55211736063025,-0.00624442205325865,-0.142446637733748,0.184621220856459,0.137714610496378,-0.0626480246078575,0.494825627030211,0.0223832839847832,0.142359796782615,1,0.537259432845827,-0.656178955206575
"S4863",0.217963836282883,-0.220108815854667,0.415828019217826,-0.307839507806552,-0.0944418869820042,-0.0550822477547225,0.146346057952041,-0.587628941230285,0.0680190120488858,-0.187760914782031,-0.301399188293592,0.630723931870942,0.455147135348286,0.198407679438721,-0.453896450677623,0.278034133117187,0.537259432845827,1,-0.362368140026658
"S4864",0.0255579992102794,0.129431190736192,-0.225559835968543,-0.120794095072959,-0.508858971103174,-0.573255224301779,0.0224881607444899,0.727311642807483,0.0583218975308507,0.298529710796001,-0.309757744966086,0.22506533553141,-0.0456118774129352,-0.500150960872579,0.303013040369184,0.277228591130848,-0.656178955206575,-0.362368140026658,1
