"","S4128","S4129","S4130","S4201","S4207","S4210","S4223","S4233","S4234","S4239","S4241","S4244","S4248","S4255","S4265","S4283","S4284","S4291"
"S4128",1,1,0.999936158928975,0.999546492842631,0.99962093222527,0.999546492842631,0.999887081892167,0.999762080343982,0.999913101618004,0.999913101618004,0.999762080343982,0.999791772650329,0.999791772650329,0.999744879303905,0.999744879303905,0.999864695472573,0.999864695472573,0.999571335406262
"S4129",1,1,0.999936158928975,0.999546492842631,0.99962093222527,0.999546492842631,0.999887081892167,0.999762080343982,0.999913101618004,0.999913101618004,0.999762080343982,0.999791772650329,0.999791772650329,0.999744879303905,0.999744879303905,0.999864695472573,0.999864695472573,0.999571335406262
"S4130",0.999936158928975,0.999936158928975,1,0.999744375563825,0.999819147896547,0.999744375563825,0.999912960647094,0.999849067041538,0.999962480709577,0.999962480709577,0.999849067041538,0.999846579380635,0.999846579380635,0.999911339625289,0.999911339625289,0.999855898495137,0.999855898495137,0.999538334700787
"S4201",0.999546492842631,0.999546492842631,0.999744375563825,1,0.999805112417505,1,0.99945373879928,0.999859877029598,0.999621040892218,0.999621040892218,0.999859877029598,0.999663256483483,0.999663256483483,0.999869841853541,0.999869841853541,0.999490110113675,0.999490110113675,0.999123505745635
"S4207",0.99962093222527,0.99962093222527,0.999819147896547,0.999805112417505,1,0.999805112417505,0.999620770977327,0.999855757870322,0.999731863993776,0.999731863993776,0.999855757870322,0.999862048577161,0.999862048577161,0.999906327600125,0.999906327600125,0.99964062851675,0.99964062851675,0.999351967540961
"S4210",0.999546492842631,0.999546492842631,0.999744375563825,1,0.999805112417505,1,0.99945373879928,0.999859877029598,0.999621040892218,0.999621040892218,0.999859877029598,0.999663256483483,0.999663256483483,0.999869841853541,0.999869841853541,0.999490110113675,0.999490110113675,0.999123505745635
"S4223",0.999887081892167,0.999887081892167,0.999912960647094,0.99945373879928,0.999620770977327,0.99945373879928,1,0.999576124518761,0.999963372065698,0.999963372065698,0.999576124518761,0.999671902788711,0.999671902788711,0.99969227249209,0.99969227249209,0.999872331674742,0.999872331674742,0.999636204963062
"S4233",0.999762080343982,0.999762080343982,0.999849067041538,0.999859877029598,0.999855757870322,0.999859877029598,0.999576124518761,1,0.999736557369615,0.999736557369615,1,0.999809911683501,0.999809911683501,0.99992037786585,0.99992037786585,0.999681604202337,0.999681604202337,0.999344134749112
"S4234",0.999913101618004,0.999913101618004,0.999962480709577,0.999621040892218,0.999731863993776,0.999621040892218,0.999963372065698,0.999736557369615,1,1,0.999736557369615,0.999766822432519,0.999766822432519,0.999835817252437,0.999835817252437,0.999931201865235,0.999931201865235,0.999684294901483
"S4239",0.999913101618004,0.999913101618004,0.999962480709577,0.999621040892218,0.999731863993776,0.999621040892218,0.999963372065698,0.999736557369615,1,1,0.999736557369615,0.999766822432519,0.999766822432519,0.999835817252437,0.999835817252437,0.999931201865235,0.999931201865235,0.999684294901483
"S4241",0.999762080343982,0.999762080343982,0.999849067041538,0.999859877029598,0.999855757870322,0.999859877029598,0.999576124518761,1,0.999736557369615,0.999736557369615,1,0.999809911683501,0.999809911683501,0.99992037786585,0.99992037786585,0.999681604202337,0.999681604202337,0.999344134749112
"S4244",0.999791772650329,0.999791772650329,0.999846579380635,0.999663256483483,0.999862048577161,0.999663256483483,0.999671902788711,0.999809911683501,0.999766822432519,0.999766822432519,0.999809911683501,1,1,0.99981172164674,0.99981172164674,0.999688921947742,0.999688921947742,0.999496930513503
"S4248",0.999791772650329,0.999791772650329,0.999846579380635,0.999663256483483,0.999862048577161,0.999663256483483,0.999671902788711,0.999809911683501,0.999766822432519,0.999766822432519,0.999809911683501,1,1,0.99981172164674,0.99981172164674,0.999688921947742,0.999688921947742,0.999496930513503
"S4255",0.999744879303905,0.999744879303905,0.999911339625289,0.999869841853541,0.999906327600125,0.999869841853541,0.99969227249209,0.99992037786585,0.999835817252437,0.999835817252437,0.99992037786585,0.99981172164674,0.99981172164674,1,1,0.999734897956193,0.999734897956193,0.999360483709828
"S4265",0.999744879303905,0.999744879303905,0.999911339625289,0.999869841853541,0.999906327600125,0.999869841853541,0.99969227249209,0.99992037786585,0.999835817252437,0.999835817252437,0.99992037786585,0.99981172164674,0.99981172164674,1,1,0.999734897956193,0.999734897956193,0.999360483709828
"S4283",0.999864695472573,0.999864695472573,0.999855898495137,0.999490110113675,0.99964062851675,0.999490110113675,0.999872331674742,0.999681604202337,0.999931201865235,0.999931201865235,0.999681604202337,0.999688921947742,0.999688921947742,0.999734897956193,0.999734897956193,1,1,0.999716332942266
"S4284",0.999864695472573,0.999864695472573,0.999855898495137,0.999490110113675,0.99964062851675,0.999490110113675,0.999872331674742,0.999681604202337,0.999931201865235,0.999931201865235,0.999681604202337,0.999688921947742,0.999688921947742,0.999734897956193,0.999734897956193,1,1,0.999716332942266
"S4291",0.999571335406262,0.999571335406262,0.999538334700787,0.999123505745635,0.999351967540961,0.999123505745635,0.999636204963062,0.999344134749112,0.999684294901483,0.999684294901483,0.999344134749112,0.999496930513503,0.999496930513503,0.999360483709828,0.999360483709828,0.999716332942266,0.999716332942266,1
