"","S1562","S1566","S1628","S1633","S1681","S1743","S1750","S1761","S1808","S1838","S2162","S2163"
"S1562",1,0.944652143520602,0.815743011107748,0.77111110721074,0.779517427901342,0.778792980808915,0.730828473845836,0.78485964691083,0.786263830375402,0.779758042774486,0.663793203859447,0.670081245139326
"S1566",0.944652143520602,1,0.930496891096953,0.901854799869152,0.908831567223303,0.910044622273026,0.597492657107095,0.913950530998882,0.916946356809251,0.900664408863638,0.802266014111257,0.80865209795548
"S1628",0.815743011107748,0.930496891096953,1,0.995635483612636,0.995060507600284,0.994084989811795,0.510409645657757,0.993619488052776,0.994241998211759,0.985464581197441,0.957426448515925,0.960800816689937
"S1633",0.77111110721074,0.901854799869152,0.995635483612636,1,0.998657605844726,0.998057837958047,0.49168781134737,0.996678901610094,0.996405449124397,0.984084452679608,0.975707130616199,0.97820966498226
"S1681",0.779517427901342,0.908831567223303,0.995060507600284,0.998657605844726,1,0.999808495160653,0.512816042174494,0.998989940002218,0.998675103494816,0.985442638668672,0.972356655196443,0.974767458430384
"S1743",0.778792980808915,0.910044622273026,0.994084989811795,0.998057837958047,0.999808495160653,1,0.509658861820878,0.999488343185467,0.999257459797554,0.98370214355021,0.971170685630659,0.973512773748669
"S1750",0.730828473845836,0.597492657107095,0.510409645657757,0.49168781134737,0.512816042174494,0.509658861820878,1,0.508604518492609,0.502310145350658,0.50427930251459,0.481766911178247,0.482447085587391
"S1761",0.78485964691083,0.913950530998882,0.993619488052776,0.996678901610094,0.998989940002218,0.999488343185467,0.508604518492609,1,0.999820347210435,0.984769096923845,0.967110685533065,0.969348591324385
"S1808",0.786263830375402,0.916946356809251,0.994241998211759,0.996405449124397,0.998675103494816,0.999257459797554,0.502310145350658,0.999820347210435,1,0.984520563925368,0.965451845011348,0.967807780871022
"S1838",0.779758042774486,0.900664408863638,0.985464581197441,0.984084452679608,0.985442638668672,0.98370214355021,0.50427930251459,0.984769096923845,0.984520563925368,1,0.94859539657357,0.95118175582646
"S2162",0.663793203859447,0.802266014111257,0.957426448515925,0.975707130616199,0.972356655196443,0.971170685630659,0.481766911178247,0.967110685533065,0.965451845011348,0.94859539657357,1,0.999885386384633
"S2163",0.670081245139326,0.80865209795548,0.960800816689937,0.97820966498226,0.974767458430384,0.973512773748669,0.482447085587391,0.969348591324385,0.967807780871022,0.95118175582646,0.999885386384633,1
