"","S7162","S7166","S7194","S7198","S7199","S7201","S7207","S7213","S7214","S7215","S7216","S7220","S7224","S7225","S7230","S7235","S7273"
"S7162",1,0.990602129814534,0.886997012592124,0.949155875871737,0.885505696215347,0.947950273987188,0.952742524705145,0.946472683266793,0.933441306772737,0.933441306772737,0.818813440748535,0.846682615036392,0.942343142832393,0.922212830851096,0.85803872814377,0.89041714533269,0.745860565202629
"S7166",0.990602129814534,1,0.854466697601426,0.947724685168427,0.84716828818426,0.959911676370158,0.947809436799234,0.950140936055609,0.909150711669372,0.909150711669372,0.781649408104151,0.820640196018739,0.935387754980319,0.903864110799155,0.833469789468784,0.891974891090126,0.76548670988216
"S7194",0.886997012592124,0.854466697601426,1,0.9137861001529,0.998188201757421,0.878768255037082,0.896665381477893,0.919025483637521,0.91964537793157,0.91964537793157,0.738095652204606,0.911429906269037,0.964772299563932,0.9822577270169,0.883422801978432,0.774085974172343,0.649588787296284
"S7198",0.949155875871737,0.947724685168427,0.9137861001529,1,0.907168200811833,0.984053078271203,0.995098206402453,0.977487560212941,0.947563640902499,0.947563640902499,0.80084477166048,0.905769653914552,0.976566596202573,0.947335944911988,0.90883761501007,0.93073672461478,0.804738462632671
"S7199",0.885505696215347,0.84716828818426,0.998188201757421,0.907168200811833,1,0.870709365943358,0.894065252672593,0.90873106940984,0.919424316500511,0.919424316500511,0.745916842957621,0.9190264298873,0.955433865841696,0.977870969263836,0.890836461136204,0.774838472350928,0.646627074308386
"S7201",0.947950273987188,0.959911676370158,0.878768255037082,0.984053078271203,0.870709365943358,1,0.981062314271672,0.971781689675323,0.927765600691425,0.927765600691425,0.789531264537509,0.893059257273487,0.954594331201973,0.927806353930292,0.900662826478959,0.931295002434006,0.843410471395448
"S7207",0.952742524705145,0.947809436799234,0.896665381477893,0.995098206402453,0.894065252672593,0.981062314271672,1,0.971969520870145,0.956481684865092,0.956481684865092,0.831302539123128,0.918781170916521,0.962903704433591,0.938984581239488,0.92785501736072,0.954372715150909,0.836580706826731
"S7213",0.946472683266793,0.950140936055609,0.919025483637521,0.977487560212941,0.90873106940984,0.971781689675323,0.971969520870145,1,0.964767415601351,0.964767415601351,0.817435028934237,0.918363937196291,0.974185358697306,0.96742580699109,0.918616017900883,0.911919992967526,0.811490608768446
"S7214",0.933441306772737,0.909150711669372,0.91964537793157,0.947563640902499,0.919424316500511,0.927765600691425,0.956481684865092,0.964767415601351,1,1,0.926810631118467,0.92934652850913,0.943042312894228,0.959689479343325,0.929747664201703,0.890001710480279,0.786203378916988
"S7215",0.933441306772737,0.909150711669372,0.91964537793157,0.947563640902499,0.919424316500511,0.927765600691425,0.956481684865092,0.964767415601351,1,1,0.926810631118467,0.92934652850913,0.943042312894228,0.959689479343325,0.929747664201703,0.890001710480279,0.786203378916988
"S7216",0.818813440748535,0.781649408104151,0.738095652204606,0.80084477166048,0.745916842957621,0.789531264537509,0.831302539123128,0.817435028934237,0.926810631118467,0.926810631118467,1,0.792384234797562,0.764412712713196,0.796243671399991,0.803323761337697,0.782279359896439,0.699415604059223
"S7220",0.846682615036392,0.820640196018739,0.911429906269037,0.905769653914552,0.9190264298873,0.893059257273487,0.918781170916521,0.918363937196291,0.92934652850913,0.92934652850913,0.792384234797562,1,0.908123648506404,0.946108653851745,0.987710288482684,0.889970771349469,0.835087427021397
"S7224",0.942343142832393,0.935387754980319,0.964772299563932,0.976566596202573,0.955433865841696,0.954594331201973,0.962903704433591,0.974185358697306,0.943042312894228,0.943042312894228,0.764412712713196,0.908123648506404,1,0.984103174665763,0.89675491560065,0.872395667145189,0.759231549670483
"S7225",0.922212830851096,0.903864110799155,0.9822577270169,0.947335944911988,0.977870969263836,0.927806353930292,0.938984581239488,0.96742580699109,0.959689479343325,0.959689479343325,0.796243671399991,0.946108653851745,0.984103174665763,1,0.925985709997884,0.846747602606547,0.751836434976933
"S7230",0.85803872814377,0.833469789468784,0.883422801978432,0.90883761501007,0.890836461136204,0.900662826478959,0.92785501736072,0.918616017900883,0.929747664201703,0.929747664201703,0.803323761337697,0.987710288482684,0.89675491560065,0.925985709997884,1,0.933469759469159,0.886407294156083
"S7235",0.89041714533269,0.891974891090126,0.774085974172343,0.93073672461478,0.774838472350928,0.931295002434006,0.954372715150909,0.911919992967526,0.890001710480279,0.890001710480279,0.782279359896439,0.889970771349469,0.872395667145189,0.846747602606547,0.933469759469159,1,0.932727835808982
"S7273",0.745860565202629,0.76548670988216,0.649588787296284,0.804738462632671,0.646627074308386,0.843410471395448,0.836580706826731,0.811490608768446,0.786203378916988,0.786203378916988,0.699415604059223,0.835087427021397,0.759231549670483,0.751836434976933,0.886407294156083,0.932727835808982,1
