"","S10203","S10328","S10458","S10580","S10806","S10918","S11151","S11264","S11383","S11384","S11498","S11618","S11784","S11804","S11816","S11830","S11849","S11872","S11988","S1296","S1298","S1664","S1697","S176","S3234","S4287","S4401","S4573","S4668","S5110","S5557","S5610","S5646","S6018","S6120","S6165","S6923","S8633","S8702","S8888","S9019","S9163","S9165","S9269","S9272","S9313","S936","S9445","S9447","S9840","S995","S9964"
"S10203",1,0.599663206413495,0.173376297735878,0.168534182324882,0.444023038965613,0.398240912969636,0.48022963467631,0.108857137813736,0.376427118136064,0.340770974265999,0.573856798891418,0.108871104609528,0.116340858141342,0.534523176438316,0.0549327723844253,0.16405679866745,0.285791715467172,0.168116177354713,0.584799447561816,0.457691348830747,0.634199315882465,-0.0550703202414423,0.00439262222831155,0.224542596180759,0.214426588615213,-0.158293412834663,-0.102603380577126,-0.155143638460479,-0.155161616222072,0.848503183299347,0.436638432225343,0.0138921472522083,-0.145550944338919,0.312181095231729,0.274873999185587,0.0235143526900285,0.337977974712028,0.751757496024616,-0.047525676562586,0.418372571766699,0.506437061926611,0.699256345973159,0.214666367755287,-0.156062765860926,-0.156062765860926,0.35470218757748,-0.0738024122249449,0.648322731474339,0.339526122813201,0.85349835230396,-0.0738404166890512,0.940294025722833
"S10328",0.599663206413495,1,0.25055593706334,0.292317033443412,0.224205395372372,0.15999978932092,0.324085328079997,0.435548290404289,0.521021253615405,0.332518753461565,0.25893002163065,0.435589275189299,-0.239818268811272,0.166741219266777,0.1418957979411,-0.174206612561331,0.510803586186715,0.517220103187222,0.281871725317534,0.14199688483607,0.231537050464591,0.0610347873162588,0.0652153617817049,0.301567875727246,0.430020573012614,-0.23018649687995,-0.226854330601569,-0.26991577004663,-0.26992811891113,0.485405185140249,0.10577266609809,-0.175633553313947,-0.270653906736592,0.627725477121349,0.0856155555899555,-0.319665425262035,0.121954009870614,0.488159933695517,-0.184828884967904,0.373319987605097,0.409179117184398,0.527156483638659,0.207574628068153,0.00801311220350071,0.00801311220350071,0.131260601481282,-0.107116290819858,0.836536750776345,0.415110302417604,0.884499241077302,-0.10738685685442,0.472225840229413
"S10458",0.173376297735878,0.25055593706334,1,0.972716342435398,0.91928444893483,0.925516699644411,-0.300858665993866,-0.348829587848386,-0.340824251566146,0.127360295605878,0.439668364290427,-0.348802856148266,-0.387697712801581,0.47911825677112,-0.286638592156034,-0.423508786192135,-0.108906809914524,-0.302612030814186,0.492963340079629,-0.171659070584241,0.440060156900005,0.850608365719548,0.850623623086131,0.994932604104277,0.198409429218736,0.752148548494692,0.772144570710766,0.625113762987709,0.625123502957883,0.0458645594235293,-0.173014185523499,0.353138389462136,0.580024194149777,-0.193271536480912,0.430981993716108,0.650041839702008,-0.174587417805542,0.407427786745294,0.673907945938539,0.138016514103202,0.200687947272777,0.710845672439757,0.507237324974553,0.488042156307488,0.488042156307488,0.377182164226318,0.835098545882393,0.0514972018405399,0.414362588942122,0.323906713750711,0.834788597034978,0.235591697313495
"S10580",0.168534182324882,0.292317033443412,0.972716342435398,1,0.856030804572814,0.89759809062701,-0.395914171408423,-0.403741797276412,-0.367233614530009,0.16322567923724,0.439901424024412,-0.403714156060346,-0.454438702161997,0.502233707345668,-0.408114265027544,-0.458017198241724,-0.182022027065901,-0.355233211570473,0.499766306896404,-0.235352792470602,0.464470507462965,0.848655516484668,0.844519320793336,0.980660174151697,0.378199006204693,0.750442923724104,0.76436664485264,0.573286911212454,0.573285225566739,7.34958904853816e-05,-0.254788149515288,0.454205290683159,0.536935630761912,-0.245701734328017,0.475498225641288,0.628249472325865,-0.271613067963463,0.298469857861928,0.584751682742911,0.0196179283368143,0.0746569517078488,0.627429225597937,0.570804409353423,0.357204692998267,0.357204692998267,0.399109698315476,0.818636265208742,0.00928801553139033,0.451776343716994,0.32057424009892,0.818264556446437,0.187380385439079
"S10806",0.444023038965613,0.224205395372372,0.91928444893483,0.856030804572814,1,0.975923945063385,-0.0667337754151341,-0.361227519549787,-0.210498233709782,0.178585250711416,0.596067318859692,-0.361208282944945,-0.16218056206849,0.622069353610318,-0.192844775535971,-0.195839679076223,-0.0739157481676138,-0.313788669006141,0.640498665677203,0.030724829287659,0.607059296010701,0.721633096150279,0.741825926909632,0.914025568118092,0.108498793715975,0.653589163888593,0.705116689990551,0.560452451323051,0.56046292583464,0.318641292326007,0.131217362836653,0.273138691595179,0.516898661929383,-0.182515643296396,0.476412153202181,0.672065805354201,0.0885593431501401,0.597595294688717,0.632498808139087,0.252179721066172,0.344711099733023,0.866321885686629,0.493354475444312,0.394354879549216,0.394354879549216,0.467680464778175,0.731630591471139,0.137890554444747,0.396966123048675,0.44150262714078,0.731384541320203,0.530281988519132
"S10918",0.398240912969636,0.15999978932092,0.925516699644411,0.89759809062701,0.975923945063385,1,-0.190771010170289,-0.459951121661597,-0.324415036792235,0.18227292203963,0.632168000060465,-0.459931206739461,-0.239938423003739,0.685509402030123,-0.334562711578205,-0.2632819510917,-0.148913130991675,-0.410956103108278,0.67933982897279,-0.0554841732287471,0.66754933670407,0.77974570786397,0.798615625287237,0.929856951673767,0.215382797550974,0.752142614735309,0.778882084187402,0.588941985103362,0.588943874757195,0.267919156295691,0.00723272249035555,0.388390523533726,0.552283980884179,-0.275303492889327,0.469089320101116,0.727648908634369,-0.0466764841098986,0.498527216054365,0.636032771763501,0.131251514675602,0.217465708843454,0.767875831128791,0.550494283137664,0.333705497442154,0.333705497442154,0.508446340366566,0.790739650049013,0.0342613835503166,0.439408435527128,0.352929431283143,0.790427112189296,0.466385410739296
"S11151",0.48022963467631,0.324085328079997,-0.300858665993866,-0.395914171408423,-0.0667337754151341,-0.190771010170289,1,0.701011726949217,0.843956142084108,0.298865365374149,0.161866352170142,0.701015356204736,0.471840192694131,0.105908950086901,0.782785980978842,0.403212903019348,0.650817983950575,0.717872865501932,0.147727121502654,0.289285003128215,0.197925143392451,-0.37124081734168,-0.35426881220102,-0.313091896613276,-0.215856567177335,-0.544663921536331,-0.561452345999922,-0.526074949067629,-0.52606846223575,0.489872601819512,0.510528181613709,-0.726141564340966,-0.515084478445164,0.722828479652879,-0.33668018465106,-0.636283885900196,0.48115825445336,0.506994491941613,-0.401566646261801,0.727559663637454,0.697245036100268,0.305133359321382,0.0446017355732736,0.0847878102978763,0.0847878102978763,0.0540415642574622,-0.518795558582314,0.672861836994788,0.281339432946945,0.417355236781202,-0.518872146240055,0.395215221908343
"S11264",0.108857137813736,0.435548290404289,-0.348829587848386,-0.403741797276412,-0.361227519549787,-0.459951121661597,0.701011726949217,1,0.756466437249503,-0.0478952754599532,-0.361548114097622,0.999999996503673,0.176865892276655,-0.405611077433367,0.693982642158472,0.117883971490687,0.621784473108714,0.98642945342413,-0.343128034704226,-0.0402303885765276,-0.321807112434551,-0.461474032438445,-0.483335750117301,-0.346925742586759,-0.311782052829304,-0.579190638005998,-0.700206078855621,-0.479740526445791,-0.479734690375534,0.0956659345827146,-0.058801200235785,-0.516252593586416,-0.452736866315806,0.90789672924811,-0.365146835188887,-0.763970041848095,-0.0402060619710716,0.373392218628897,-0.365072280813816,0.752588966953949,0.685637748082258,0.038810913933061,-0.245203848204452,0.326845531268705,0.326845531268705,-0.471653054384001,-0.47077695527181,0.651371826340385,0.0428315938095201,0.318787478091675,-0.470606776046273,-0.0299045336230545
"S11383",0.376427118136064,0.521021253615405,-0.340824251566146,-0.367233614530009,-0.210498233709782,-0.324415036792235,0.843956142084108,0.756466437249503,1,0.277106445416931,-0.0278582488563456,0.75647746146006,0.257780427016407,-0.0661280067750121,0.544103885194788,0.286774662806555,0.608063325530795,0.790582209470505,0.0040902937672971,0.128918771583933,0.0191256354145681,-0.401775802801064,-0.447699772859276,-0.338318327292251,0.0671298220244042,-0.538652338884515,-0.591637617093193,-0.517255342869443,-0.517267169152279,0.429465713769184,0.485803146058178,-0.599883582766226,-0.490971951348547,0.784283560604311,-0.281275247613564,-0.694575932636988,0.466041034457643,0.307102259053837,-0.474301569547676,0.57004324382468,0.545175545817331,0.210671387874105,0.113731358794145,0.0399416885646699,0.0399416885646699,-0.131954702904646,-0.495602762690768,0.703164657828075,0.191520475977163,0.449641060049558,-0.495679563658839,0.276388100924296
"S11384",0.340770974265999,0.332518753461565,0.127360295605878,0.16322567923724,0.178585250711416,0.18227292203963,0.298865365374149,-0.0478952754599532,0.277106445416931,1,0.564353447521834,-0.0478348899110773,-0.400874261905237,0.580819644945951,0.00630614593778103,-0.420533525913509,0.551090163105168,0.0742954634284735,0.54460147359287,0.472923920045967,0.681367633552413,0.368960486958751,0.389962260968446,0.139609364479085,0.592884672783545,0.0518293221681414,0.174083937609368,-0.00426276697269466,-0.00429782791233041,0.437184759161753,0.21885947799841,-0.316292119879447,0.0112714157169868,0.260634238003612,-0.414303890378559,-0.224104062829758,0.261409491443242,0.0275121030218636,0.0570441232452201,-0.0131855749441579,-0.0608442521173846,0.170744778711529,0.785086095630482,-0.0033193850922277,-0.0033193850922277,0.820572743558815,0.0239369192314266,0.41675056233396,0.841726326275161,0.341308539102935,0.0235452330925134,0.331922772873734
