"","S8045","S8090","S8091","S8092","S8093","S8094","S8095","S8096","S8097","S8098","S8099","S8100","S8101","S8102","S8103","S8104","S8105","S8108","S8109","S8110","S8114","S8115","S8116","S8119","S8120","S8121","S8122","S8123","S8124","S8126","S8128","S8129","S8130","S8131","S8132","S8134","S8135","S8136","S8138"
"S8045",1,0.986270191784617,0.982810362955869,0.992890218121012,0.989925926292631,0.994795012453616,0.992966658443986,0.993266694838435,0.995926104202258,0.996369401237323,0.99442094387988,0.997844730320765,0.997521814595056,0.997601656770977,0.999044182146488,0.987421526198282,0.993674676891723,0.989919912930416,0.993522516965184,0.983644063779945,0.958471661588129,0.963585203363014,0.983678338142391,0.964263125547163,0.964616251510572,0.96504359841094,0.977475808470302,0.967178883732093,0.996461926907215,0.966626169432809,0.999424281856586,0.998247262842032,0.997805750439586,0.993554735354225,0.993695712214967,0.989094464036461,0.993962077346575,0.983028114776192,0.994747880877573
"S8090",0.986270191784617,1,0.999476693630118,0.998477987845187,0.998901788202598,0.996539363415562,0.998454504990312,0.996806281010235,0.995732815981778,0.991943061995189,0.997454809955808,0.989442035283072,0.994369980425594,0.992718639034813,0.986247282636075,0.997785007906637,0.997742803705321,0.998913589045602,0.978850852021299,0.960872669612436,0.90986819845418,0.91675924329609,0.950549382233427,0.915815508442686,0.916397954668876,0.916625137913735,0.938004364610045,0.92112248353745,0.97471735847733,0.919498139545536,0.98176141344994,0.978324895508081,0.97676145898755,0.9651839668748,0.966689689688248,0.998028904342029,0.965610767795449,0.946057220383737,0.997235618028004
"S8091",0.982810362955869,0.999476693630118,1,0.997080438966979,0.998445194332089,0.99445037680356,0.996696444324761,0.994811103363424,0.993612307427131,0.988064644793287,0.99555528332706,0.985605840321914,0.991905809543156,0.989512830660485,0.982302380676657,0.998015890931764,0.996830689374462,0.998192311161368,0.972880227251275,0.952671587844914,0.89888304505009,0.905992546751679,0.942085077683778,0.905071059738502,0.905788362379797,0.906001597193707,0.928699895411103,0.910728257171336,0.968989640363374,0.908949988379637,0.977751034611986,0.973298089213406,0.971663110141511,0.95853691464197,0.960236584575483,0.997930432248611,0.959366482817306,0.937359094597919,0.996176937460735
"S8092",0.992890218121012,0.998477987845187,0.997080438966979,1,0.999044154333315,0.999328368570021,0.999771656613441,0.999149975125445,0.998952317576729,0.996282307667958,0.999592531429793,0.995351170498851,0.998331973299756,0.997351373676827,0.992878656428194,0.997978232796848,0.999551935431222,0.999211463520012,0.986415203578859,0.970644575243627,0.926643179152231,0.933028292237011,0.962850776648486,0.932088161592324,0.932772014195334,0.933247578088764,0.951920311050545,0.936368997872494,0.983267917786793,0.935094708867384,0.989543514162852,0.986751600067601,0.985412064763901,0.975748823245181,0.976442079548584,0.998593267127869,0.97625571241041,0.959242210413032,0.999207681513543
"S8093",0.989925926292631,0.998901788202598,0.998445194332089,0.999044154333315,1,0.997898224805846,0.998885674641809,0.99753705620598,0.997181414373978,0.992868165108785,0.998317089205879,0.991407991163192,0.996509988607821,0.994104169634103,0.988762175059346,0.998218912055402,0.99885893032594,0.999183297896272,0.980036537524482,0.961733126577779,0.914639837939463,0.921204140283237,0.953920708581821,0.921063354395828,0.921638648865518,0.922288819707229,0.942182965998892,0.926142032654057,0.978206241146681,0.925005731672552,0.986184900816933,0.981712320065828,0.980706089781882,0.969566954773018,0.970510237093422,0.998448407493504,0.970204677660527,0.950791236420979,0.99860487329328
"S8094",0.994795012453616,0.996539363415562,0.99445037680356,0.999328368570021,0.997898224805846,1,0.9994284205846,0.999394921247597,0.999694847902064,0.997973385382973,0.999369261778041,0.99743549445243,0.999280200291052,0.998608096036614,0.995045226610836,0.99559868222365,0.998647696050604,0.997495190782429,0.99040346204855,0.976502160297129,0.935938887028757,0.941609165190248,0.969128546743423,0.940813770938821,0.941341549527654,0.94175042282669,0.959151682315011,0.944294181884163,0.986996766715824,0.9428908657611,0.992143762882307,0.990028995752878,0.989152178039442,0.980488017211742,0.980806016556226,0.996624028144693,0.981154650026054,0.96543270020338,0.99841689582456
"S8095",0.992966658443986,0.998454504990312,0.996696444324761,0.999771656613441,0.998885674641809,0.9994284205846,1,0.999422601669179,0.999071335139295,0.997019757360578,0.999739969648924,0.995605738154207,0.998355668042383,0.997375359533192,0.99284278208109,0.997055884934307,0.999067446332724,0.998967247993017,0.987440135332872,0.972235897483675,0.927986087796031,0.93444914996685,0.963950377566926,0.93379060784309,0.934267367755644,0.934629572427847,0.953243454446616,0.938000700433091,0.984019543422214,0.936698980986812,0.989564400673317,0.987321369593169,0.986136111384647,0.976729880183592,0.97747259060846,0.997844602932755,0.976976957579313,0.960350719055102,0.998857157583526
"S8096",0.993266694838435,0.996806281010235,0.994811103363424,0.999149975125445,0.99753705620598,0.999394921247597,0.999422601669179,1,0.999386190684249,0.997792757845863,0.999575369018012,0.996449269425242,0.998264236130957,0.997801686040977,0.993333578089613,0.995657499606027,0.998365922964801,0.998099809751248,0.989404948359469,0.97495213016143,0.931396536196603,0.937912610862455,0.966322700393188,0.936666729288928,0.937489199281539,0.937742542711713,0.955862434338185,0.940628306964568,0.984819825574813,0.938973651760393,0.989740259550743,0.98864521844767,0.987537472600315,0.978208891643058,0.978535608184182,0.99685408268713,0.97846211032088,0.962188236856632,0.997978116395171
"S8097",0.995926104202258,0.995732815981778,0.993612307427131,0.998952317576729,0.997181414373978,0.999694847902064,0.999071335139295,0.999386190684249,1,0.998356925457808,0.999312672059422,0.997868463408775,0.999303521880262,0.99895572315307,0.996038881759381,0.995255057313171,0.998641676567033,0.99704286158177,0.991300914274901,0.977890603162127,0.938518113109355,0.944398507229839,0.970962582945149,0.943707100326073,0.944120576591849,0.944321382158682,0.961622603933178,0.946865594511123,0.988160664161809,0.945539425208233,0.993167127504552,0.991844369514239,0.990939322392647,0.9825738169428,0.982967541114999,0.996380731270717,0.983300600179002,0.967420398178455,0.998652559325714
"S8098",0.996369401237323,0.991943061995189,0.988064644793287,0.996282307667958,0.992868165108785,0.997973385382973,0.997019757360578,0.997792757845863,0.998356925457808,1,0.997487505271311,0.998912953489121,0.99822226376337,0.999320259998269,0.997500426246288,0.989602415238755,0.995018741232685,0.9935592724462,0.99633654779154,0.986916231111869,0.952145479884489,0.957615349482468,0.98044168027894,0.956550756778961,0.957102216704081,0.957260300005575,0.972304343778411,0.959801024165526,0.992901425271284,0.958576103945352,0.994436820703508,0.995056430131942,0.994307472748623,0.988585281165392,0.98881814762009,0.991444287199925,0.988452530969225,0.977044489618176,0.995228532284126
