"","S6914","S6916","S6939","S7049","S7064","S7080","S7081","S7084","S7085","S7087","S7090","S7091","S7092","S7095","S7109","S7111","S7112","S7113","S7116","S7124","S7125","S7129","S7132","S7140","S7144","S7148","S7151","S7153","S7154","S7155","S7158","S7159","S7164","S7168","S7169","S7170","S7171","S7173","S7174","S7178","S7185"
"S6914",1,0.949780957613125,0.92490388808461,0.935022383057372,0.931803890714439,0.93457374966182,0.945403029276884,0.898726828034651,0.93169064292712,0.947920778631776,0.958721375822464,0.947920778631776,0.929993752239311,0.914352656518905,0.907709576968692,0.95911630289495,0.901507165972305,0.94592314596734,0.943665198666183,0.909477908995465,0.921000763529779,0.944681667650213,0.921853138084653,0.935492562535818,0.948392596234959,0.938347936832734,0.879083981020976,0.925552508403327,0.9132209981297,0.910295992744976,0.930962378958751,0.88915586321034,0.949641811869597,0.943797892938123,0.940329589461632,0.91710508889893,0.925051642462345,0.87198044988366,0.918941309181332,0.941298033722878,0.937292075349328
"S6916",0.949780957613125,1,0.991801133311895,0.983049136412174,0.983113764254191,0.910519257820539,0.922075916472798,0.901662693803187,0.877534934535952,0.949002308773144,0.919292164696586,0.949002308773144,0.946302829233024,0.929155636853203,0.903043321767582,0.912543456670305,0.934486430240113,0.929516361169069,0.924932288168639,0.942650584546067,0.928287493524968,0.939768697849033,0.946016680297894,0.944986780736899,0.936342215460955,0.953262671327286,0.927280704741162,0.945928197290083,0.904212287015919,0.911416459322323,0.951609109482793,0.914114972069901,0.947619495526087,0.925484429627814,0.949079148196419,0.907853766128428,0.917198637373849,0.910194469372697,0.936442421101016,0.933573830425849,0.926681798303876
"S6939",0.92490388808461,0.991801133311895,1,0.990014825400221,0.984736830075521,0.890309922412727,0.900309783629621,0.863353517546549,0.834138782863909,0.915726484734442,0.879143648034641,0.915726484734442,0.923677658009737,0.91022931166031,0.872363828770161,0.870687539680293,0.914460464650827,0.90711625509952,0.9026954405707,0.928199850871253,0.906666755528839,0.917856577836827,0.920713927993834,0.919386048626543,0.910262884293395,0.926731298097557,0.909304697944266,0.916685900841387,0.880212611500684,0.886352744005741,0.926589010727883,0.895916762511882,0.926027116730805,0.889875656428836,0.92213384270046,0.877393590694506,0.900070891757527,0.894404222700966,0.912589605565534,0.906316220811632,0.901839514493774
"S7049",0.935022383057372,0.983049136412174,0.990014825400221,1,0.978084489204745,0.879626088710546,0.88967020502216,0.844105927812987,0.836717247560813,0.901180246545253,0.8713289197922,0.901180246545253,0.904044799542847,0.891261295557613,0.855623512217555,0.862489067579903,0.888040512902325,0.901696633961039,0.897655321028172,0.907401353194534,0.885192281133008,0.902139567960768,0.906533468673186,0.909136104654311,0.897564312367835,0.908327695364318,0.890232906220648,0.898538596188356,0.858902369371521,0.862501985215637,0.911916608970921,0.867019822804392,0.914826865452525,0.878204381616858,0.900355052956965,0.850232455078851,0.879450936941794,0.86569409502182,0.892793831308438,0.899026712094298,0.88744469601283
"S7064",0.931803890714439,0.983113764254191,0.984736830075521,0.978084489204745,1,0.893325409923788,0.89546014519835,0.868942308548939,0.830058106425506,0.905265281339137,0.874460037301978,0.905265281339137,0.931357341209163,0.918492920312389,0.879743155645339,0.86532713254465,0.927523254098711,0.916541415074085,0.913807834186996,0.938285178655614,0.914438404929166,0.928074717061676,0.926588270264886,0.911251985743729,0.905641019368537,0.924080974914266,0.915339612012223,0.911200882930661,0.889640391582523,0.906692476473504,0.921771133000305,0.902024474252457,0.92573412416602,0.881789210156638,0.933258736083939,0.89407384255937,0.915692294982665,0.900415440739711,0.913331132611663,0.904616184191243,0.907524768728773
"S7080",0.93457374966182,0.910519257820539,0.890309922412727,0.879626088710546,0.893325409923788,1,0.997650592534505,0.959601503932242,0.952585821666365,0.969348466818712,0.952970484492948,0.969348466818712,0.980519179877432,0.986673315925427,0.986160705840581,0.955341722219168,0.952016557786866,0.995317607395642,0.995526477083962,0.962452873110259,0.984223004156852,0.990180449519597,0.973612712167176,0.981767695319076,0.988976335638016,0.979673668257708,0.950044566944213,0.976062271528525,0.986951369919401,0.967554188797887,0.979425693294246,0.973899317367112,0.990654849604545,0.964872830611077,0.975190869995584,0.975066031999363,0.985250363974512,0.957249046888163,0.982536540717371,0.981374408697644,0.992342784851118
"S7081",0.945403029276884,0.922075916472798,0.900309783629621,0.88967020502216,0.89546014519835,0.997650592534505,1,0.962397710582211,0.96442008463678,0.980610441965037,0.967332581670806,0.980610441965037,0.979906411732745,0.982376862909669,0.985519637237487,0.969620840980146,0.948211207141865,0.993304908167417,0.992531168003971,0.957449173468987,0.98059105223499,0.989397408601367,0.975393215404273,0.986888768339681,0.994569101886559,0.984449371890649,0.946107647465349,0.981212723820386,0.982487879767162,0.961239516730805,0.984027134348122,0.968731505129085,0.991695245433891,0.976100832820269,0.977129912239082,0.971321444522549,0.979040062489821,0.950045019661122,0.983839132488075,0.986776370623566,0.990230929724923
"S7084",0.898726828034651,0.901662693803187,0.863353517546549,0.844105927812987,0.868942308548939,0.959601503932242,0.962397710582211,1,0.959231289417362,0.970243287544308,0.960509412943097,0.970243287544308,0.95555637667357,0.961026729013365,0.983604378892714,0.956412236419881,0.915190293170827,0.961543500313763,0.959373315189012,0.920992828546531,0.951011516130926,0.96105524444501,0.970325549494352,0.976379525400899,0.975953641443881,0.968454153886262,0.917534552597839,0.975196401721937,0.953767219700471,0.923026698062091,0.974295101239152,0.941086569132881,0.961822459671841,0.967448050154337,0.976277783061687,0.944389131419843,0.934107451343706,0.932808379656153,0.980883843021969,0.972055775557513,0.958925167489409
"S7085",0.93169064292712,0.877534934535952,0.834138782863909,0.836717247560813,0.830058106425506,0.952585821666365,0.96442008463678,0.959231289417362,1,0.970570043273635,0.987943399023437,0.970570043273635,0.929766748637573,0.922064665524718,0.964734275083268,0.987413724608177,0.870917820934035,0.955339469659653,0.953082482710018,0.874738422211537,0.914115642379388,0.946038033900559,0.946777352464721,0.963847604471061,0.975372044371461,0.947835248925131,0.879277958032251,0.952236238240962,0.921861397125231,0.891024990422994,0.954632793099883,0.898698182751528,0.946065592389836,0.982834672460372,0.941847550830401,0.913462238689752,0.910150369113956,0.861764058646102,0.949797770447505,0.976746938952369,0.937367700782871
"S7087",0.947920778631776,0.949002308773144,0.915726484734442,0.901180246545253,0.905265281339137,0.969348466818712,0.980610441965037,0.970243287544308,0.970570043273635,1,0.984587829015215,1,0.979392028445494,0.967842647977327,0.977816728933687,0.984835151942153,0.95013703426319,0.974358989637196,0.971054652896456,0.950671279041185,0.967880923385219,0.977939265308963,0.982587047793032,0.989679679632542,0.99048456158521,0.992851309777061,0.949415490921223,0.993204523855551,0.962062100010688,0.950079963988502,0.991495893486264,0.955568759472536,0.981838878638805,0.98973348494453,0.981208107526714,0.963070173301453,0.953719035960309,0.936440563727918,0.981936826369764,0.986197504676379,0.974172986973362
"S7090",0.958721375822464,0.919292164696586,0.879143648034641,0.8713289197922,0.874460037301978,0.952970484492948,0.967332581670806,0.960509412943097,0.987943399023437,0.984587829015215,1,0.984587829015215,0.947854515257808,0.930071959115977,0.959725869368203,0.998753884715967,0.899409286055732,0.956556123828065,0.953582186211706,0.899731444250163,0.930204193420398,0.956782764586253,0.951782741005322,0.968551118494933,0.981312702279829,0.962788908227739,0.894699132145019,0.962747613917694,0.930258233974441,0.912478241576547,0.96253583121628,0.911500850255267,0.95821890134809,0.992176335766711,0.959145975208462,0.935082222502282,0.924911064098807,0.878416858820139,0.954437632568041,0.975750140824599,0.946500921718078
"S7091",0.947920778631776,0.949002308773144,0.915726484734442,0.901180246545253,0.905265281339137,0.969348466818712,0.980610441965037,0.970243287544308,0.970570043273635,1,0.984587829015215,1,0.979392028445494,0.967842647977327,0.977816728933687,0.984835151942153,0.95013703426319,0.974358989637196,0.971054652896456,0.950671279041185,0.967880923385219,0.977939265308963,0.982587047793032,0.989679679632542,0.99048456158521,0.992851309777061,0.949415490921223,0.993204523855551,0.962062100010688,0.950079963988502,0.991495893486264,0.955568759472536,0.981838878638805,0.98973348494453,0.981208107526714,0.963070173301453,0.953719035960309,0.936440563727918,0.981936826369764,0.986197504676379,0.974172986973362
"S7092",0.929993752239311,0.946302829233024,0.923677658009737,0.904044799542847,0.931357341209163,0.980519179877432,0.979906411732745,0.95555637667357,0.929766748637573,0.979392028445494,0.947854515257808,0.979392028445494,1,0.989456582408484,0.98018132063985,0.947700577349943,0.987364243965097,0.987224537999447,0.986343574683405,0.988524205378226,0.990946556689922,0.992685000153593,0.989323672894355,0.984396437343351,0.981982519991838,0.992963951283555,0.986757987005429,0.990596057030737,0.980090118035799,0.987737694531315,0.990399179309765,0.988705844510425,0.991486619978345,0.96694615402815,0.984497050648287,0.987754769480785,0.987359093940884,0.969062175017266,0.98592501970026,0.977958065842124,0.989034632684755
"S7095",0.914352656518905,0.929155636853203,0.91022931166031,0.891261295557613,0.918492920312389,0.986673315925427,0.982376862909669,0.961026729013365,0.922064665524718,0.967842647977327,0.930071959115977,0.967842647977327,0.989456582408484,1,0.985059275057529,0.93183521065856,0.978486903750851,0.987079498449774,0.986463761474468,0.986042489661931,0.996166798931823,0.989508228386099,0.986040068708652,0.9775130833386,0.97641002364943,0.989336656328677,0.973703954601691,0.984581041072708,0.994181510927269,0.980165178914051,0.986018759823171,0.986638370823963,0.986201691829372,0.945563970991133,0.987029318641479,0.98241653941991,0.986454707548858,0.987479201870495,0.988917249717215,0.970158737656798,0.991421574908712
"S7109",0.907709576968692,0.903043321767582,0.872363828770161,0.855623512217555,0.879743155645339,0.986160705840581,0.985519637237487,0.983604378892714,0.964734275083268,0.977816728933687,0.959725869368203,0.977816728933687,0.98018132063985,0.985059275057529,1,0.959259867424904,0.947441074395313,0.986683620371799,0.98582811422033,0.951787661206913,0.975981418647143,0.985430915304009,0.988001858181849,0.985536415096575,0.988644432716104,0.984250187302203,0.953248676804442,0.986488044559747,0.979660212614439,0.95813531955805,0.987858313640639,0.971497071331989,0.979372304704146,0.972515643014706,0.982820322588334,0.969621469044447,0.969367509847905,0.952837881691249,0.992135875720066,0.987149416253686,0.980790275660478
"S7111",0.95911630289495,0.912543456670305,0.870687539680293,0.862489067579903,0.86532713254465,0.955341722219168,0.969620840980146,0.956412236419881,0.987413724608177,0.984835151942153,0.998753884715967,0.984835151942153,0.947700577349943,0.93183521065856,0.959259867424904,1,0.903008816490444,0.956822508503462,0.953988202599748,0.902197682434289,0.934478598158168,0.957255577240261,0.949218476688082,0.96601401507841,0.980195870298174,0.963914927671086,0.894534237779613,0.962496631271378,0.936311755710109,0.917855584519308,0.960916410539,0.913759340688474,0.95866567677915,0.989641432423592,0.958577897920561,0.940630600164038,0.928386099701216,0.883066781240828,0.95273840836148,0.973099866845303,0.950466960483709
"S7112",0.901507165972305,0.934486430240113,0.914460464650827,0.888040512902325,0.927523254098711,0.952016557786866,0.948211207141865,0.915190293170827,0.870917820934035,0.95013703426319,0.899409286055732,0.95013703426319,0.987364243965097,0.978486903750851,0.947441074395313,0.903008816490444,1,0.960678680471997,0.959929011511149,0.996341238412986,0.986570585571048,0.973700573634954,0.968108454474865,0.951582792366057,0.945328628981089,0.976573044466924,0.987920413046911,0.969559766271822,0.971151792292569,0.993418695960043,0.966147969751177,0.985910135151732,0.970391884608706,0.922146628745592,0.967554516558005,0.984698705279401,0.980865521355309,0.97840732242938,0.961513473654225,0.939399643407228,0.97560342638917
