"","S6720","S6728","S6742","S7053","S7179","S7181","S7186","S7203","S7313","S7315","S7327","S7331"
"S6720",1,0.250663032279322,0.995762890483104,NA,-0.201932028743983,-0.497342729875246,-0.416970793347163,-0.354353183968883,0.335003074946233,-0.424971884745931,0.58131164631626,NA
"S6728",0.250663032279322,1,0.292729036438994,NA,0.0527323934506201,-0.264394848084396,0.110557679597217,0.191492477558062,-0.160650299009519,-0.160668254346158,-0.123922894464191,NA
"S6742",0.995762890483104,0.292729036438994,1,NA,-0.179314814297189,-0.518153809786569,-0.410962201507384,-0.34004682048447,0.329149476056911,-0.38342573392713,0.556995836265415,NA
"S7053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7179",-0.201932028743983,0.0527323934506201,-0.179314814297189,NA,1,0.462431991211068,-0.062412517833108,0.407841469338057,0.476057329357176,0.222244641799794,-0.205730063953119,NA
"S7181",-0.497342729875246,-0.264394848084396,-0.518153809786569,NA,0.462431991211068,1,0.374667037463628,0.535947365681589,-0.156175326741796,0.0503788070796475,-0.107373604059988,NA
"S7186",-0.416970793347163,0.110557679597217,-0.410962201507384,NA,-0.062412517833108,0.374667037463628,1,-0.0025978834806928,-0.106201636390926,0.457639775719001,-0.50969389294665,NA
"S7203",-0.354353183968883,0.191492477558062,-0.34004682048447,NA,0.407841469338057,0.535947365681589,-0.0025978834806928,1,-0.163542135842368,-0.277150580844955,0.226318661241493,NA
"S7313",0.335003074946233,-0.160650299009519,0.329149476056911,NA,0.476057329357176,-0.156175326741796,-0.106201636390926,-0.163542135842368,1,0.100693961440163,0.200837815855282,NA
"S7315",-0.424971884745931,-0.160668254346158,-0.38342573392713,NA,0.222244641799794,0.0503788070796475,0.457639775719001,-0.277150580844955,0.100693961440163,1,-0.520425622315551,NA
"S7327",0.58131164631626,-0.123922894464191,0.556995836265415,NA,-0.205730063953119,-0.107373604059988,-0.50969389294665,0.226318661241493,0.200837815855282,-0.520425622315551,1,NA
"S7331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
