"","S1095","S1657","S2075","S4061","S4714","S5118","S522","S5934","S8253"
"S1095",1,0.999570956524028,0.999530606402579,0.999505166554319,0.999468947295541,0.999848648259088,0.999712786760354,0.999455448955963,0.99981677019602
"S1657",0.999570956524028,1,0.999745605495955,0.999846815640367,0.999709931864867,0.999598786290996,0.999825019237113,0.999075469934053,0.99985896637702
"S2075",0.999530606402579,0.999745605495955,1,0.99966889694614,0.999434295990062,0.999357635983782,0.999702321761932,0.998899906056721,0.99980819493265
"S4061",0.999505166554319,0.999846815640367,0.99966889694614,1,0.999435086208504,0.999590340468945,0.999693544157533,0.9991315628183,0.999839139861713
"S4714",0.999468947295541,0.999709931864867,0.999434295990062,0.999435086208504,1,0.999312233375438,0.999746550115655,0.998551008772122,0.999654882682794
"S5118",0.999848648259088,0.999598786290996,0.999357635983782,0.999590340468945,0.999312233375438,1,0.999594390387985,0.999752061392872,0.999708842568518
"S522",0.999712786760354,0.999825019237113,0.999702321761932,0.999693544157533,0.999746550115655,0.999594390387985,1,0.998984583044594,0.999805904568846
"S5934",0.999455448955963,0.999075469934053,0.998899906056721,0.9991315628183,0.998551008772122,0.999752061392872,0.998984583044594,1,0.999206750800972
"S8253",0.99981677019602,0.99985896637702,0.99980819493265,0.999839139861713,0.999654882682794,0.999708842568518,0.999805904568846,0.999206750800972,1
