"","S1177","S1193","S1242","S1249","S1251","S1277","S1288","S1397","S1427","S1438","S1542","S1917","S2081","S2172","S2292","S2432","S2445","S2463","S2478","S2580","S2581","S2611","S2628","S2709","S2715","S2723","S2740","S2768","S2783","S2803","S2813","S2855"
"S1177",1,-0.106841563342252,0.202390290648774,0.509591318122635,0.282952690799545,0.159086482496941,-0.127764175152025,NA,-0.230899772086292,-0.2188045824918,0.444074775320636,0.331970760062744,-0.169773761350107,0.0738427165886585,-0.258177622147936,0.000360093793899211,0.176621931853413,-0.0519724727700086,-0.785149638474305,-0.220561260558625,0.295349540229197,-0.398505277302974,-0.359071628925389,-0.0176284604358278,0.138155368804748,0.265038852745492,-0.0374003626930323,0.404337094226892,0.663616932081469,0.430079190460737,0.123024320783565,-0.0037400586451574
"S1193",-0.106841563342252,1,0.173332539390065,-0.227710667864224,-0.568094967759306,0.178945331246182,0.512456977838842,NA,-0.270016303171205,-0.124136070438134,-0.104872233416211,-0.280489080568952,0.074418738099966,0.474055599673584,0.715097049986103,-0.916872555845472,0.0447059510346071,-0.365095881988566,-0.0282260223271132,-0.311214428717681,0.0140019286037061,-0.0300528645134378,0.589671468836452,0.205096938154475,-0.243744272344239,-0.218041471437427,-0.11343540042779,0.439772549063718,-0.186782309521005,-0.019007343108545,-0.27682429364853,0.487197925736851
"S1242",0.202390290648774,0.173332539390065,1,0.438471533925764,-0.367709021426618,0.132602954449591,-0.0878454821136634,NA,-0.430947792901885,0.288638074918911,0.329572485267589,-0.252750407047591,0.282783174524684,0.526617828457263,0.182409421526037,-0.092028816420005,0.179760664674529,0.31514515284408,-0.657629427290648,0.0642951919366826,0.841279658889905,-0.705522933877898,-0.322115639941617,0.0400654100313848,0.334128975293143,-0.203895203117734,0.481753401510695,0.126614396196967,0.486228414414287,0.315303222809931,0.0165770432567156,0.232066402889794
"S1249",0.509591318122635,-0.227710667864224,0.438471533925764,1,0.26365341190435,0.310613944038799,-0.121741209910751,NA,-0.363812235109858,0.010878964908534,0.511994782269843,0.153048099181553,-0.283797436822276,0.508522244065579,-0.517697419500385,0.346401335420828,0.142008348251209,0.384668823275538,-0.542124551152344,0.597819914975276,0.493248053561541,-0.702315218024103,-0.328259630842359,0.326639065388632,0.588651069807594,0.269076614628722,-0.106514745233864,-0.0513399921018392,0.253264199872918,0.317126914744278,0.0504258366274511,-0.048330152189393
"S1251",0.282952690799545,-0.568094967759306,-0.367709021426618,0.26365341190435,1,0.0716404306103829,-0.475018481847697,NA,-0.0831251352530361,0.0312797878311011,0.450187862925965,0.272649555748306,0.0501716923836707,-0.0338482187474055,-0.819586907609962,0.443729317331917,0.0161827269921741,0.361892168250733,0.133967455850657,0.394467225340202,-0.0572600152711705,-0.0668392849722109,-0.568369297544674,0.0402510195405429,0.207213406081158,0.53206344743812,-0.273407731520097,-0.359998006903888,-0.0208678885735276,0.23339809598198,-0.0683905230411782,-0.501274632370523
"S1277",0.159086482496941,0.178945331246182,0.132602954449591,0.310613944038799,0.0716404306103829,1,-0.406075321633825,NA,-0.63606786502697,0.467403695172811,0.7599981795774,0.0270573508982537,-0.55130903443001,0.402688131111304,-0.221230593551425,-0.0772439920839217,0.765288325265465,0.556323387346443,-0.0528320189708937,-0.057042134576196,0.249156208627153,-0.0281421432528629,-0.210983806449403,0.165246565766612,0.333517743427571,0.403957917532009,0.326020308405377,-0.24006746403256,0.331013419647732,0.545252601536909,0.444694291472412,-0.119605940669576
"S1288",-0.127764175152025,0.512456977838842,-0.0878454821136634,-0.121741209910751,-0.475018481847697,-0.406075321633825,1,NA,0.140671819475227,-0.190933069727405,-0.588774388070872,-0.191384204170444,-0.128989627582639,0.0770781219899418,0.702740035421285,-0.297471072141861,-0.517772063812828,-0.517067718261879,-0.0982011492140758,-0.0668941172320631,-0.218805055508998,-0.125918107364341,0.791669487760902,0.109681270940576,-0.611646583967806,-0.357198882183572,-0.179439327273982,0.297262749321853,-0.240218464345802,-0.534719304712045,-0.657190243223439,0.285158085354292
"S1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S1427",-0.230899772086292,-0.270016303171205,-0.430947792901885,-0.363812235109858,-0.0831251352530361,-0.63606786502697,0.140671819475227,NA,1,-0.282102215852728,-0.808885565235773,0.0468963483384261,0.0100801020241809,-0.637765521548454,0.0893314818286643,0.186890849390073,-0.711324871038217,-0.307029699681316,0.418048444362814,-0.0213354355641074,-0.737479454168062,0.249359431631494,0.0734569152773387,-0.0664095359236957,-0.202695419601478,-0.183772410127308,-0.279529632913054,0.42107447740972,-0.339695719888715,-0.797670512521018,-0.200789522244714,-0.172948480084912
"S1438",-0.2188045824918,-0.124136070438134,0.288638074918911,0.010878964908534,0.0312797878311011,0.467403695172811,-0.190933069727405,NA,-0.282102215852728,1,0.361054042728644,-0.216379730237472,-0.299236176516158,0.173904770961647,0.0626485167303689,0.336139354677881,0.173009080927442,0.841813940695608,0.0334013290676993,0.00695925785621496,0.266805063121767,-0.290479861038984,-0.407680580842406,-0.145776914180161,-0.159435122976756,0.216098930017177,0.833564118806644,-0.399923239793872,0.444780907443816,-0.011185545987424,-0.119571344605394,-0.533453297970619
"S1542",0.444074775320636,-0.104872233416211,0.329572485267589,0.511994782269843,0.450187862925965,0.7599981795774,-0.588774388070872,NA,-0.808885565235773,0.361054042728644,1,0.213392178475167,-0.123383019081039,0.51850292446632,-0.519748070416874,0.0802850811880595,0.705832846768704,0.604254595461765,-0.368581676650078,0.127849866973104,0.637866003220077,-0.301821567712161,-0.56143316146184,-0.0225184685811578,0.419639535495797,0.540264678398784,0.278262286972156,-0.390949656904913,0.495769247867793,0.848537380533309,0.382941718607354,-0.214865772983927
"S1917",0.331970760062744,-0.280489080568952,-0.252750407047591,0.153048099181553,0.272649555748306,0.0270573508982537,-0.191384204170444,NA,0.0468963483384261,-0.216379730237472,0.213392178475167,1,-0.13283770348368,0.129538666974007,-0.334888097393006,0.0934457017401128,-0.106585417695078,-0.00332854480766697,-0.143227794761216,0.180150840779269,0.0449742153404909,0.010882717182645,-0.166820619799337,-0.71646519316622,-0.169584913881726,0.799956203004356,-0.160940000158799,-0.161358108174094,0.146973637482584,0.33134711880787,0.320691069375734,-0.549843092474341
"S2081",-0.169773761350107,0.074418738099966,0.282783174524684,-0.283797436822276,0.0501716923836707,-0.55130903443001,-0.128989627582639,NA,0.0100801020241809,-0.299236176516158,-0.123383019081039,-0.13283770348368,1,0.0958765012721311,0.0624148932145437,-0.294898062447414,-0.200641958413698,-0.259668575289696,0.0028407517508866,0.0474876638611086,0.301763406492027,-0.0449192353776997,-0.139594221456658,-0.147960079454651,0.0656300907965023,-0.263601086079204,-0.173244365430632,0.0275730293173962,-0.239000220262727,0.130194512997473,-0.155645230917287,0.259538753638963
"S2172",0.0738427165886585,0.474055599673584,0.526617828457263,0.508522244065579,-0.0338482187474055,0.402688131111304,0.0770781219899418,NA,-0.637765521548454,0.173904770961647,0.51850292446632,0.129538666974007,0.0958765012721311,1,0.016781375068781,-0.369814353171344,0.109592495315358,0.32948005673885,-0.284812297341877,0.465848088633485,0.615734231627516,-0.628404051738131,-0.0365204179906574,0.0342794440400179,0.17901089764347,0.384864076330575,-0.00975273888114727,-0.112343935892018,0.00912157719267659,0.407574543812587,-0.182831254498725,-0.0363656188725707
"S2292",-0.258177622147936,0.715097049986103,0.182409421526037,-0.517697419500385,-0.819586907609962,-0.221230593551425,0.702740035421285,NA,0.0893314818286643,0.0626485167303689,-0.519748070416874,-0.334888097393006,0.0624148932145437,0.016781375068781,1,-0.588047694520833,-0.2434718655826,-0.421467097380828,-0.0777695019167643,-0.541868327356332,-0.077503667206348,0.0421294056840132,0.621285378110852,-0.116711584488682,-0.631397306820985,-0.477130124502701,0.273065401248828,0.41752410788316,0.0195802656513261,-0.381411886584996,-0.36310023436277,0.354527194462902
"S2432",0.000360093793899211,-0.916872555845472,-0.092028816420005,0.346401335420828,0.443729317331917,-0.0772439920839217,-0.297471072141861,NA,0.186890849390073,0.336139354677881,0.0802850811880595,0.0934457017401128,-0.294898062447414,-0.369814353171344,-0.588047694520833,1,-0.0636271915623929,0.497356318923132,0.0153390034004285,0.403188297456379,0.00894803658876153,-0.11227878882598,-0.457297065913034,-0.0437974381968256,0.191784665088564,0.129772390522653,0.242089997217931,-0.502443597502145,0.192471388075111,-0.12605678701694,0.108440078362642,-0.478103696214226
"S2445",0.176621931853413,0.0447059510346071,0.179760664674529,0.142008348251209,0.0161827269921741,0.765288325265465,-0.517772063812828,NA,-0.711324871038217,0.173009080927442,0.705832846768704,-0.106585417695078,-0.200641958413698,0.109592495315358,-0.2434718655826,-0.0636271915623929,1,0.224884910742548,-0.161478269481833,-0.288217690787305,0.390066603728688,0.262760997825523,-0.147678597830689,0.161889459567597,0.460716991130923,0.0215164682902926,0.289274570186839,-0.332618067923289,0.336518788591225,0.772220481716824,0.723312739243812,0.290044354009889
"S2463",-0.0519724727700086,-0.365095881988566,0.31514515284408,0.384668823275538,0.361892168250733,0.556323387346443,-0.517067718261879,NA,-0.307029699681316,0.841813940695608,0.604254595461765,-0.00332854480766697,-0.259668575289696,0.32948005673885,-0.421467097380828,0.497356318923132,0.224884910742548,1,0.0140073051784359,0.383050559378247,0.362343586052557,-0.437962207794973,-0.700643691990021,-0.0430938277441989,0.266437159880074,0.471720185796387,0.56955724405071,-0.466100109892355,0.36550466606779,0.186568745372419,0.0464845992772211,-0.637774661457856
"S2478",-0.785149638474305,-0.0282260223271132,-0.657629427290648,-0.542124551152344,0.133967455850657,-0.0528320189708937,-0.0982011492140758,NA,0.418048444362814,0.0334013290676993,-0.368581676650078,-0.143227794761216,0.0028407517508866,-0.284812297341877,-0.0777695019167643,0.0153390034004285,-0.161478269481833,0.0140073051784359,1,0.176068115800405,-0.692788996178931,0.623819799980025,0.215520677941201,0.116408083398161,-0.0650784985984595,0.00510542947651934,-0.284777580275661,-0.273514851308361,-0.754410997305256,-0.435778106621052,-0.0484013895317434,-0.174564854575566
"S2580",-0.220561260558625,-0.311214428717681,0.0642951919366826,0.597819914975276,0.394467225340202,-0.057042134576196,-0.0668941172320631,NA,-0.0213354355641074,0.00695925785621496,0.127849866973104,0.180150840779269,0.0474876638611086,0.465848088633485,-0.541868327356332,0.403188297456379,-0.288217690787305,0.383050559378247,0.176068115800405,1,0.156490756140876,-0.428244018824193,-0.170892276797199,0.171739981446851,0.39601863953204,0.332651966927671,-0.358262091720118,-0.410334817238044,-0.435095372556317,-0.0584368242315599,-0.210919228109724,-0.300902523715391
