"","S7162","S7166","S7194","S7198","S7199","S7201","S7207","S7213","S7214","S7215","S7216","S7220","S7224","S7225","S7230","S7235","S7273"
"S7162",1,0.781735959970572,0.746885121517588,0.390867979985286,0.723048900221738,0.524404424085076,0,NA,0.524404424085076,0.524404424085076,0.781735959970572,0.652622243393802,0.524404424085076,0.4599331055039,0.553912174596074,NA,0.313391585264004
"S7166",0.781735959970572,1,0.892689149831392,0.388888888888889,0.908197310468467,0.670820393249937,-0.149071198499986,NA,0.670820393249937,0.670820393249937,1,0.74948320472959,0.670820393249937,0.686406472983644,0.714945173630832,NA,0.356348322549899
"S7194",0.746885121517588,0.892689149831392,1,0.627295078259897,0.929984396063661,0.848078544180755,-0.00647388201664697,NA,0.848078544180755,0.848078544180755,0.892689149831392,0.792931052150589,0.848078544180755,0.857373490950918,0.700386480304685,NA,0.398495103487224
"S7198",0.390867979985286,0.388888888888889,0.627295078259897,1,0.40868878971081,0.670820393249937,0.670820393249937,NA,0.670820393249937,0.670820393249937,0.388888888888889,0.260706182586394,0.670820393249937,0.326860225230307,0.0971030728499932,NA,-0.133630620956212
"S7199",0.723048900221738,0.908197310468467,0.929984396063661,0.40868878971081,1,0.785595436076121,-0.237281886814828,NA,0.785595436076121,0.785595436076121,0.908197310468467,0.88172989118698,0.785595436076121,0.860562897164567,0.843556788400838,NA,0.503975704015238
"S7201",0.524404424085076,0.670820393249937,0.848078544180755,0.670820393249937,0.785595436076121,1,-0.1,NA,1,1,0.670820393249937,0.530555193911065,1,0.701646415445623,0.493649330697083,NA,0.239045721866879
"S7207",0,-0.149071198499986,-0.00647388201664697,0.670820393249937,-0.237281886814828,-0.1,1,NA,-0.1,-0.1,-0.149071198499986,-0.180781146060476,-0.1,-0.263117405792109,-0.363371887667064,NA,-0.418330013267038
"S7213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7214",0.524404424085076,0.670820393249937,0.848078544180755,0.670820393249937,0.785595436076121,1,-0.1,NA,1,1,0.670820393249937,0.530555193911065,1,0.701646415445623,0.493649330697083,NA,0.239045721866879
"S7215",0.524404424085076,0.670820393249937,0.848078544180755,0.670820393249937,0.785595436076121,1,-0.1,NA,1,1,0.670820393249937,0.530555193911065,1,0.701646415445623,0.493649330697083,NA,0.239045721866879
"S7216",0.781735959970572,1,0.892689149831392,0.388888888888889,0.908197310468467,0.670820393249937,-0.149071198499986,NA,0.670820393249937,0.670820393249937,1,0.74948320472959,0.670820393249937,0.686406472983644,0.714945173630832,NA,0.356348322549899
"S7220",0.652622243393802,0.74948320472959,0.792931052150589,0.260706182586394,0.88172989118698,0.530555193911065,-0.180781146060476,NA,0.530555193911065,0.530555193911065,0.74948320472959,1,0.530555193911065,0.837087658763009,0.964754401725643,NA,0.603187843787956
"S7224",0.524404424085076,0.670820393249937,0.848078544180755,0.670820393249937,0.785595436076121,1,-0.1,NA,1,1,0.670820393249937,0.530555193911065,1,0.701646415445623,0.493649330697083,NA,0.239045721866879
"S7225",0.4599331055039,0.686406472983644,0.857373490950918,0.326860225230307,0.860562897164567,0.701646415445623,-0.263117405792109,NA,0.701646415445623,0.701646415445623,0.686406472983644,0.837087658763009,0.701646415445623,1,0.783807206256489,NA,0.628970902033151
"S7230",0.553912174596074,0.714945173630832,0.700386480304685,0.0971030728499932,0.843556788400838,0.493649330697083,-0.363371887667064,NA,0.493649330697083,0.493649330697083,0.714945173630832,0.964754401725643,0.493649330697083,0.783807206256489,1,NA,0.612540882186174
"S7235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7273",0.313391585264004,0.356348322549899,0.398495103487224,-0.133630620956212,0.503975704015238,0.239045721866879,-0.418330013267038,NA,0.239045721866879,0.239045721866879,0.356348322549899,0.603187843787956,0.239045721866879,0.628970902033151,0.612540882186174,NA,1
