"","S1835","S1849","S1852","S1908","S2071","S2168","S2201","S2267","S2301","S2308","S2446","S2472","S2749"
"S1835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S1849",NA,1,0.0287630161055157,-0.10629980092715,-0.541683399724097,0.210308895703184,-0.0020891942753916,0.187274374984439,0.125101065933485,-0.303451840321605,0.224413338728936,-0.186136679506261,0.0887272873394716
"S1852",NA,0.0287630161055157,1,0.112113782259825,-0.12110457450708,-0.110172366790355,0.0984690835972033,-0.0447874124050678,-0.0665511184880645,-0.226828619981225,0.230251707925883,0.3456505739852,0.238191492550095
"S1908",NA,-0.10629980092715,0.112113782259825,1,0.649200821911522,0.397717535888295,0.424840966812712,-0.0673933156102835,-0.0889984934474875,-0.445470085232234,0.201429482407215,0.437998672237277,-0.200856708320113
"S2071",NA,-0.541683399724097,-0.12110457450708,0.649200821911522,1,-0.126079368483921,0.180461673837396,-0.39183976839221,0.118473069961174,-0.189806236656812,-0.105913180524113,-0.0811132377639109,-0.0432762611813436
"S2168",NA,0.210308895703184,-0.110172366790355,0.397717535888295,-0.126079368483921,1,0.0976371479602308,0.420797857528638,-0.275488301971174,-0.406067838543956,0.285145184443809,0.219813646395946,0.127473579678685
"S2201",NA,-0.0020891942753916,0.0984690835972033,0.424840966812712,0.180461673837396,0.0976371479602308,1,0.444853108918081,-0.71974257930507,-0.522795374194061,-0.350965056195364,0.146477147713751,0.109363206381552
"S2267",NA,0.187274374984439,-0.0447874124050678,-0.0673933156102835,-0.39183976839221,0.420797857528638,0.444853108918081,1,-0.387938854780954,0.0778940663060404,0.0228959314499295,-0.0440426624308053,0.32764302296545
"S2301",NA,0.125101065933485,-0.0665511184880645,-0.0889984934474875,0.118473069961174,-0.275488301971174,-0.71974257930507,-0.387938854780954,1,0.494067018716474,0.193610152004142,-0.260904801148841,0.0421497424438366
"S2308",NA,-0.303451840321605,-0.226828619981225,-0.445470085232234,-0.189806236656812,-0.406067838543956,-0.522795374194061,0.0778940663060404,0.494067018716474,1,0.103457860510974,0.0307653021112269,-0.255491794136441
"S2446",NA,0.224413338728936,0.230251707925883,0.201429482407215,-0.105913180524113,0.285145184443809,-0.350965056195364,0.0228959314499295,0.193610152004142,0.103457860510974,1,0.204511208720526,-0.441511488336643
"S2472",NA,-0.186136679506261,0.3456505739852,0.437998672237277,-0.0811132377639109,0.219813646395946,0.146477147713751,-0.0440426624308053,-0.260904801148841,0.0307653021112269,0.204511208720526,1,-0.525590652933209
"S2749",NA,0.0887272873394716,0.238191492550095,-0.200856708320113,-0.0432762611813436,0.127473579678685,0.109363206381552,0.32764302296545,0.0421497424438366,-0.255491794136441,-0.441511488336643,-0.525590652933209,1
