"","S26","S3870","S3901","S3957","S3966","S3972","S42","S5","S6","S62","S63","S7","S8"
"S26",1,0.985069981790782,0.992450201830531,0.995884075273195,0.99585734597042,0.997451373262972,0.999552622007457,0.999055406884842,0.999177152667048,0.999885041102906,0.998094902202226,0.999177152667048,0.999261844224964
"S3870",0.985069981790782,1,0.997434054553615,0.993714814089672,0.991640449467263,0.993410495372241,0.984343604912295,0.984199195055564,0.983773257933186,0.985707849324715,0.983535186564869,0.983773257933186,0.987846802353368
"S3901",0.992450201830531,0.997434054553615,1,0.99865479245803,0.994686531174912,0.997674259471869,0.991870470397211,0.992054776064983,0.991529989384774,0.993173133776843,0.989230512472957,0.991529989384774,0.994666991891276
"S3957",0.995884075273195,0.993714814089672,0.99865479245803,1,0.994619836955456,0.998320338760458,0.995051061479664,0.994812839907315,0.994637392299802,0.99645415076768,0.991798860695142,0.994637392299802,0.997082551168462
"S3966",0.99585734597042,0.991640449467263,0.994686531174912,0.994619836955456,1,0.998678221328925,0.99488095094003,0.994557310167117,0.994697149759052,0.995386536122742,0.996838440040064,0.994697149759052,0.995386976446207
"S3972",0.997451373262972,0.993410495372241,0.997674259471869,0.998320338760458,0.998678221328925,1,0.996510311912489,0.996549688437447,0.996488080535519,0.997424355877585,0.995976697449992,0.996488080535519,0.997581446615229
"S42",0.999552622007457,0.984343604912295,0.991870470397211,0.995051061479664,0.99488095094003,0.996510311912489,1,0.999698405679068,0.999767690017094,0.99967051953938,0.997046434959396,0.999767690017094,0.9994033681965
"S5",0.999055406884842,0.984199195055564,0.992054776064983,0.994812839907315,0.994557310167117,0.996549688437447,0.999698405679068,1,0.999914573223398,0.999247498194392,0.996139353388386,0.999914573223398,0.999042442469276
"S6",0.999177152667048,0.983773257933186,0.991529989384774,0.994637392299802,0.994697149759052,0.996488080535519,0.999767690017094,0.999914573223398,1,0.999264659401422,0.99643555861233,1,0.998905412448558
"S62",0.999885041102906,0.985707849324715,0.993173133776843,0.99645415076768,0.995386536122742,0.997424355877585,0.99967051953938,0.999247498194392,0.999264659401422,1,0.997207984506472,0.999264659401422,0.999630492241187
"S63",0.998094902202226,0.983535186564869,0.989230512472957,0.991798860695142,0.996838440040064,0.995976697449992,0.997046434959396,0.996139353388386,0.99643555861233,0.997207984506472,1,0.99643555861233,0.996230130773635
"S7",0.999177152667048,0.983773257933186,0.991529989384774,0.994637392299802,0.994697149759052,0.996488080535519,0.999767690017094,0.999914573223398,1,0.999264659401422,0.99643555861233,1,0.998905412448558
"S8",0.999261844224964,0.987846802353368,0.994666991891276,0.997082551168462,0.995386976446207,0.997581446615229,0.9994033681965,0.999042442469276,0.998905412448558,0.999630492241187,0.996230130773635,0.998905412448558,1
