"","S1112","S1117","S1209","S1265","S1355","S1387","S1392","S1414","S1416"
"S1112",1,0.999847332363818,0.999892248386953,0.999816599688242,0.999738752036995,0.999833769491854,0.999750070136832,0.999741496777918,0.999741496777918
"S1117",0.999847332363818,1,0.999806753063673,0.99980940246155,0.999633420126243,0.999824150585538,0.999600020632568,0.999621765209983,0.999621765209983
"S1209",0.999892248386953,0.999806753063673,1,0.999914072138102,0.999832614186903,0.999889347830336,0.999799249526779,0.999858501132985,0.999858501132985
"S1265",0.999816599688242,0.99980940246155,0.999914072138102,1,0.999926485981265,0.999959218012909,0.999837505456919,0.999931132167757,0.999931132167757
"S1355",0.999738752036995,0.999633420126243,0.999832614186903,0.999926485981265,1,0.99991580217026,0.99986261001017,0.999973029626331,0.999973029626331
"S1387",0.999833769491854,0.999824150585538,0.999889347830336,0.999959218012909,0.99991580217026,1,0.99986554195943,0.999931023304608,0.999931023304608
"S1392",0.999750070136832,0.999600020632568,0.999799249526779,0.999837505456919,0.99986261001017,0.99986554195943,1,0.999897198715512,0.999897198715512
"S1414",0.999741496777918,0.999621765209983,0.999858501132985,0.999931132167757,0.999973029626331,0.999931023304608,0.999897198715512,1,1
"S1416",0.999741496777918,0.999621765209983,0.999858501132985,0.999931132167757,0.999973029626331,0.999931023304608,0.999897198715512,1,1
