"","S26","S3870","S3901","S3957","S3966","S3972","S42","S5","S6","S62","S63","S7","S8"
"S26",1,-0.541908922114696,0.135538104138862,0.227477858527268,-0.180864732368245,-0.320587170273299,0.0441441190818013,0.237873755316249,-0.204304267509708,0.886323938923842,0.497975329184662,0.0915992191409541,0.0365958864774176
"S3870",-0.541908922114696,1,0.333771775577809,-0.239586968236417,0.464429547053271,0.111917833407031,0.442191691108425,-0.194691011004441,0.231116746284489,-0.429186134172334,-0.29642294364279,-0.392112228936944,0.164449763724173
"S3901",0.135538104138862,0.333771775577809,1,-0.0363920390997001,0.306554272769316,-0.191172421891982,0.518459428460227,0.401339664936427,-0.11306534349001,-0.0913056634458648,0.40326332668335,0.204588870270728,0.431772917734474
"S3957",0.227477858527268,-0.239586968236417,-0.0363920390997001,1,0.121941625815954,-0.190824450440052,0.0152374407087553,0.839338057723234,0.65988611317793,-0.121440095398859,0.0925247099924066,0.712583323545332,0.748967472780356
"S3966",-0.180864732368245,0.464429547053271,0.306554272769316,0.121941625815954,1,0.553518617577607,0.38406531519164,0.127279962917759,-0.0786210170409319,-0.325929737781606,-0.400496713588373,-0.0458619329530689,0.375468338704649
"S3972",-0.320587170273299,0.111917833407031,-0.191172421891982,-0.190824450440052,0.553518617577607,1,-0.263427254406424,-0.225010969423594,-0.246765410208241,-0.261191444862462,-0.330359435085484,-0.180302642222311,0.0582433861210228
"S42",0.0441441190818013,0.442191691108425,0.518459428460227,0.0152374407087553,0.38406531519164,-0.263427254406424,1,0.0930313027938854,-0.127362949481983,-0.100629808396067,0.0719121010949561,0.188959191881821,0.165443941731014
"S5",0.237873755316249,-0.194691011004441,0.401339664936427,0.839338057723234,0.127279962917759,-0.225010969423594,0.0930313027938854,1,0.502430126128914,-0.20065648431516,0.463817950207946,0.733577808342835,0.810971146193517
"S6",-0.204304267509708,0.231116746284489,-0.11306534349001,0.65988611317793,-0.0786210170409319,-0.246765410208241,-0.127362949481983,0.502430126128914,1,-0.300501166953621,-0.0544061902451932,0.302108080173162,0.476411598206903
"S62",0.886323938923842,-0.429186134172334,-0.0913056634458648,-0.121440095398859,-0.325929737781606,-0.261191444862462,-0.100629808396067,-0.20065648431516,-0.300501166953621,1,0.308280352452775,-0.282430266526504,-0.31669906581681
"S63",0.497975329184662,-0.29642294364279,0.40326332668335,0.0925247099924066,-0.400496713588373,-0.330359435085484,0.0719121010949561,0.463817950207946,-0.0544061902451932,0.308280352452775,1,0.203000723118938,0.146907227150758
"S7",0.0915992191409541,-0.392112228936944,0.204588870270728,0.712583323545332,-0.0458619329530689,-0.180302642222311,0.188959191881821,0.733577808342835,0.302108080173162,-0.282430266526504,0.203000723118938,1,0.619047196192856
"S8",0.0365958864774176,0.164449763724173,0.431772917734474,0.748967472780356,0.375468338704649,0.0582433861210228,0.165443941731014,0.810971146193517,0.476411598206903,-0.31669906581681,0.146907227150758,0.619047196192856,1
