"","S10203","S10328","S10458","S10580","S10806","S10918","S11151","S11264","S11383","S11384","S11498","S11618","S11784","S11804","S11816","S11830","S11849","S11872","S11988","S1296","S1298","S1664","S1697","S176","S3234","S4287","S4401","S4573","S4668","S5110","S5557","S5610","S5646","S6018","S6120","S6165","S6923","S8633","S8702","S8888","S9019","S9163","S9165","S9269","S9272","S9313","S936","S9445","S9447","S9840","S995","S9964"
"S10203",1,0.535949290613422,0.286927539754996,0.239416843843644,0.0489853774644347,0.374824692389102,0.269009289819102,0.42142636318511,0.54666013233262,0.171994103156578,0.794196927705553,0.421441531194456,0.194339567448118,0.872714829646059,0.215048184611903,0.216385046292685,0.288225569106101,0.514883819999238,0.738347815747237,-0.234380816980351,0.527952390440178,-0.0458255919269483,0.188867871087478,0.286927539754996,0.267093487067217,0.0625229007641273,-0.125164169746617,-0.145206893461456,-0.145199318916911,0.148088759032016,-0.179333321380612,-0.116081895254772,-0.147268473385042,0.652585812749621,-0.164591190977006,-0.163003286352375,-0.218856594033134,0.523106656471473,-0.0956721803550491,0.431147503185961,0.76882673709594,0.718378788467597,0.474131997461299,-0.0735536697550633,-0.0735536697550633,0.474667845664804,-0.0983460098846175,0.837267394696698,0.461600846017138,0.554151987318148,-0.0984627827560437,0.857987116041334
"S10328",0.535949290613422,1,0.0292306788667767,0.035860956909328,-0.281457113955012,0.0545958128959631,0.448625989601075,0.507087160598045,0.471669899270505,0.747851959276196,0.356875008329284,0.507115472339459,0.450615058696563,0.764161458021726,0.368118358246752,0.459891042939863,0.332534322682164,0.527136724463413,0.253230029289231,0.544938524684535,0.919235084888212,0.111358850796843,0.30952380952381,0.0292306788667767,0.782531607125076,-0.0641500299099584,-0.12778031696096,0.0129012271833658,0.0129334430955597,0.726623753943216,0.661682173069891,-0.0672997641566857,-0.0342745390640147,0.61224816671009,-0.160514470781026,-0.0578703703703703,0.586395471608374,0.528360132987543,0.10539098872935,0.41697519441473,0.513467461499952,0.579721327499946,0.62278987370918,0.0263260009836068,0.0263260009836068,0.321730505072304,-0.132683179308553,0.536125195991214,0.685696069178671,0.930775931282987,-0.132499583629326,0.816196851686446
"S10458",0.286927539754996,0.0292306788667767,1,0.815111513635415,0.652801747137196,0.71041814323356,-0.177824501266546,-0.00195178160561636,0.0126426310176541,-0.196168392362895,0.44627934058794,-0.00195698831551062,0.216431229158593,0.32205246187694,0.055112141426308,0.225284921085611,0.199343044399961,0.0810530505457914,0.460046991156079,-0.329943690341831,0.0999394489802187,0.652879015498375,0.633530223602384,1,-0.0642957202656693,0.455661188432884,0.606574233691384,0.166338434684785,0.166308440404812,-0.235723509190727,-0.223807849734719,0.154552321264573,0.218784958121448,0.182626082293226,0.352901438368637,0.286565048176079,-0.0944489629442742,-0.0542925289797903,0.0988350099765644,0.336321353367128,0.319339006590087,0.235302425908485,0.0379717657027403,0.0106854303991644,0.0106854303991644,0.553620525998457,0.421107859682431,0.246996182371894,0.209629334079685,0.123936150866184,0.420794809887977,0.055112141426308
"S10580",0.239416843843644,0.035860956909328,0.815111513635415,1,0.280305955290694,0.414190638126672,-0.390942221940177,0.185656325596863,-0.223348442033723,-0.261564295161141,0.273739692311843,0.185644130228479,-0.104713477072924,0.237591739375815,-0.262939476194795,-0.0552770798392567,0.525034714969728,0.240164156330091,0.248047357787799,-0.215134933582571,0.171651640581399,0.733194656801251,0.820703613839191,0.815111513635415,-0.0441726104299387,0.223606797749979,0.2931032092379,-0.10901806748555,-0.109038407998555,-0.244804162575281,-0.116992097331353,-0.111119579623079,-0.0904013812122754,0.264197391940302,0.139875721236047,0.0726184377413891,-0.064888568452305,0.116563101030039,-0.0772516525419275,0.559016994374947,0.346410161513775,0.288675134594813,-0.0559016994374947,-0.00611760980290491,-0.00611760980290491,0.52806197248627,0.0579382763974489,0.266501206041437,-0.00766064266294867,0.117444043902941,0.0576952898570473,0.0841406323823343
"S10806",0.0489853774644347,-0.281457113955012,0.652801747137196,0.280305955290694,1,0.878595370213959,0.102734468422882,-0.571864183275742,0.226076855358434,-0.422510679195381,0.47093501003937,-0.571862551991487,0.322869923450097,0.0624359807577333,0.206369802963566,0.309889893400456,-0.31706290740885,-0.503741750411593,0.541370096919592,-0.44124587615314,-0.349927106111882,0.338501600193165,0,0.652801747137196,-0.464319216159286,0.683763458757828,0.869914324209154,0.514455204065179,0.514421990032623,-0.422277320921861,-0.421631763479059,0.484516354276071,0.570708689039561,-0.323590549596382,0.653466627717417,0.497575969313325,-0.318301412930707,-0.522773302173933,0.317841270649529,-0.417855447018672,-0.161834718742537,-0.161834718742537,-0.470087377896007,0.171480245989899,0.171480245989899,0.366232368619676,0.804019814731335,-0.0654723265045487,-0.214732375977848,-0.20575165574635,0.80364555499328,-0.1768884025402
"S10918",0.374824692389102,0.0545958128959631,0.71041814323356,0.414190638126672,0.878595370213959,1,0.175053630676822,-0.290984067262344,0.42851314122933,-0.341439248002176,0.750816519918446,-0.290968159063602,0.330559957102209,0.419315661372491,0.195444038119062,0.3588984974052,0.00375754395590825,-0.189368127410383,0.798389453883008,-0.433492907467641,-0.0896712644748282,0.478939433814632,0.245681158031834,0.71041814323356,-0.3201779297797,0.625782717902199,0.770664738520307,0.424322637598569,0.424292514747456,-0.307770404942113,-0.338637941789599,0.323416737676679,0.458177327506343,0.0464718987833909,0.511500089661649,0.345037508706473,-0.310529501704059,-0.339260263551094,0.2664862810185,-0.158531621868557,0.0581675050747111,0.0129261122388247,-0.296203819807041,0.123268704717171,0.123268704717171,0.697574746231459,0.697337297791759,0.31776771790991,-0.0154360531120238,0.0920296120049598,0.697042611601579,0.182492927159365
"S11151",0.269009289819102,0.448625989601075,-0.177824501266546,-0.390942221940177,0.102734468422882,0.175053630676822,1,-0.20841944572716,0.802673611380881,0.454954885877281,0.257254616425424,-0.208413243728492,0.744540221477841,0.400020774855856,0.83777226593394,0.742848714256122,-0.442213249542845,-0.165537317976112,0.20635685402406,0.498734343936281,0.321548978474392,-0.00843049259542784,-0.162226362311103,-0.177824501266546,0.183482471247767,0.355132937060299,0.191601475502828,0.465584135119276,0.465625272036222,0.485423167483368,0.283815353425997,0.279050244492965,0.43331946519057,-0.057552720829218,0.0455694377129208,0.132090562367895,0.291331962968861,-0.170885391423453,0.139096033890509,-0.418874746276251,-0.0423207369515159,0.352672807929299,0.257243730050089,-0.0896861988491501,-0.0896861988491501,0.157402944373481,0.341655923626143,0.141239408844839,0.464204642942146,0.439409753589006,0.34184360427325,0.357209647131343
"S11264",0.42142636318511,0.507087160598045,-0.00195178160561636,0.185656325596863,-0.571864183275742,-0.290984067262344,-0.20841944572716,1,-0.162546773882765,0.455025967877634,0.14208504116822,0.999999998527755,-0.323328829688418,0.522526861375004,-0.130765861200698,-0.379964324604713,0.739551600288036,0.988909535030894,0.0686888011776149,0.162952901472893,0.631231475962642,0.00480688108331692,0.372845846668733,-0.00195178160561636,0.630120388214029,-0.303621079934785,-0.46791022294334,-0.367212825685152,-0.367205663634938,0.433451018666045,0.29284939268032,-0.29559883561226,-0.375905094751271,0.925586706909231,-0.345013634860116,-0.202804746247463,0.202954071410559,0.493143921726906,-0.11984795440448,0.668652511098115,0.503189657648551,0.271199742334163,0.652518072636682,0.168176910604543,0.168176910604543,0.302051639467187,-0.444593812335687,0.702984354803068,0.522140875242172,0.432567548946624,-0.444320718265795,0.554788897205726
"S11383",0.54666013233262,0.471669899270505,0.0126426310176541,-0.223348442033723,0.226076855358434,0.42851314122933,0.802673611380881,-0.162546773882765,1,0.323455244404362,0.491704871333132,-0.162524534556115,0.773739500814675,0.510389281868708,0.762147543481023,0.781916478610542,-0.366156465722643,-0.0947278773016351,0.485868251522057,0.178397212933586,0.23428855081126,0.00107031296930721,-0.117853907445757,0.0126426310176541,0.172652965101564,0.110982733123573,0.0754715543988101,0.173473589675924,0.173495875595597,0.404233192240117,0.137908347420859,-0.0375339772970552,0.147103939327937,0.0752139953077239,-0.22852230823118,-0.190225360319001,0.131843864425024,0.037604936797536,-0.125476419960178,-0.201156203786475,0.300883993972925,0.487145514051403,0.269364341852004,-0.347662359583148,-0.347662359583148,0.337298290646031,0.18763265304474,0.322930590862305,0.432500908169296,0.392553366803213,0.187673337951254,0.453503889314479
"S11384",0.171994103156578,0.747851959276196,-0.196168392362895,-0.261564295161141,-0.422510679195381,-0.341439248002176,0.454954885877281,0.455025967877634,0.323455244404362,1,-0.140674153851682,0.455032308489326,0.532930919228314,0.375243051188437,0.599629791773271,0.431304717814059,-0.0540071497909024,0.406339294047503,-0.232256768062761,0.801155228887014,0.771128467576602,-0.139196462369804,0.00163524480891299,-0.196168392362895,0.93998462746044,-0.237915475715443,-0.296798258984288,-0.0394867608384624,-0.0394455339592972,0.966741704014164,0.826892646811994,-0.0678728700718721,-0.068449059790094,0.364400808539995,-0.338993507761758,-0.0815578348445341,0.842873232656626,0.429942985453937,-0.0324546832735398,0.208176041251013,0.399291825942068,0.501674345414393,0.753399006432237,-0.0368847742845441,-0.0368847742845441,-0.111662621467217,-0.222457767639764,0.168930350252855,0.730859540376381,0.636511585930746,-0.222163931851235,0.435500952967523
"S11498",0.794196927705553,0.356875008329284,0.44627934058794,0.273739692311843,0.47093501003937,0.750816519918446,0.257254616425424,0.14208504116822,0.491704871333132,-0.140674153851682,1,0.142107553086879,0.145413603184339,0.822384627478822,0.159767451554604,0.162575483585233,0.315003956597886,0.260943450165297,0.987850533621014,-0.430196956727119,0.288609626557277,0.0967919882367246,0.123726316830318,0.44627934058794,-0.0864679160793168,0.380881851035407,0.341199051840596,0.0996616037533462,0.099649784054691,-0.130788401995996,-0.371321919690952,0.0804818811248383,0.122712555131664,0.491607440949039,0.304651925952755,0.0748243667065942,-0.422663724172441,0.021709163369555,0.0806783700944379,0.0468510705146059,0.404573912387944,0.290325465368093,0.0683244778338003,0.0777143474795078,0.0777143474795078,0.736387172281282,0.29969271145406,0.781033289278174,0.217638480951752,0.461730290144635,0.299406589425067,0.70158927895958
