"","S7371","S7385","S7392","S7397","S7398","S7401","S7406","S7417","S7448","S7578","S7584","S7585","S7593","S7595","S7598","S7615","S7627","S7637","S7652"
"S7371",1,0.999833052535269,0.999878689392766,0.999924660832889,0.999854505131542,0.999612361027362,0.999924660832889,0.99958187642015,0.999688695202267,0.999537364030328,0.999289066711495,0.999538495974051,0.999385375286224,0.999097269616564,0.998681899563382,0.998114183756193,0.998079522410201,0.997875149072987,0.997796980206503
"S7385",0.999833052535269,1,0.999855697426062,0.99981955563325,0.999854285274599,0.999813948926458,0.99981955563325,0.999753253923012,0.999808652211553,0.99921715414874,0.998918782667382,0.999226603723123,0.999071668430716,0.998627255753782,0.998121498402336,0.997503871225856,0.997415615241156,0.997157478574221,0.996978012990369
"S7392",0.999878689392766,0.999855697426062,1,0.99985858722889,0.999892563822607,0.999757376642616,0.99985858722889,0.99973574595121,0.999812997877469,0.999295789603467,0.998908960488351,0.999249832271722,0.999006480660064,0.998603220341568,0.998125473869619,0.997527880086977,0.997546985567812,0.997249217773272,0.997113424280059
"S7397",0.999924660832889,0.99981955563325,0.99985858722889,1,0.999887198005119,0.99970906852208,1,0.999745507966695,0.999735121086771,0.99945418986745,0.999213690488992,0.999403056807546,0.99926036766519,0.998927346726511,0.998548523773235,0.997985839857083,0.997996983579084,0.997797305267227,0.997680532539
"S7398",0.999854505131542,0.999854285274599,0.999892563822607,0.999887198005119,1,0.999841295029446,0.999887198005119,0.999838111359278,0.999908080661182,0.999469603157933,0.999119651323507,0.999338262835061,0.999258522317974,0.99879712683601,0.998418816140939,0.997835935609312,0.997831252574471,0.997559491961418,0.997411788038856
"S7401",0.999612361027362,0.999813948926458,0.999757376642616,0.99970906852208,0.999841295029446,1,0.99970906852208,0.999958936453734,0.999951034624497,0.99930014897779,0.998965034790917,0.999241433267486,0.999069904006954,0.998522315033125,0.998120820149237,0.997601033255824,0.997527943732317,0.997317400918046,0.997032117135979
"S7406",0.999924660832889,0.99981955563325,0.99985858722889,1,0.999887198005119,0.99970906852208,1,0.999745507966695,0.999735121086771,0.99945418986745,0.999213690488992,0.999403056807546,0.99926036766519,0.998927346726511,0.998548523773235,0.997985839857083,0.997996983579084,0.997797305267227,0.997680532539
"S7417",0.99958187642015,0.999753253923012,0.99973574595121,0.999745507966695,0.999838111359278,0.999958936453734,0.999745507966695,1,0.999918500275561,0.999322367383068,0.998978572063588,0.999186710459518,0.999051949308004,0.998556068391875,0.998179858907908,0.997689526026689,0.997645366600848,0.99739131569446,0.997172874675425
"S7448",0.999688695202267,0.999808652211553,0.999812997877469,0.999735121086771,0.999908080661182,0.999951034624497,0.999735121086771,0.999918500275561,1,0.999496889196691,0.999133260562916,0.999367449336748,0.999236361080365,0.998736169001764,0.998356094250204,0.997841445600254,0.997814983065968,0.997574910858456,0.997310937218395
"S7578",0.999537364030328,0.99921715414874,0.999295789603467,0.99945418986745,0.999469603157933,0.99930014897779,0.99945418986745,0.999322367383068,0.999496889196691,1,0.999874431301535,0.999878571997374,0.999865601917757,0.999735298807369,0.999571539154945,0.999281100622722,0.999244473155259,0.999119440996983,0.999017964403132
"S7584",0.999289066711495,0.998918782667382,0.998908960488351,0.999213690488992,0.999119651323507,0.998965034790917,0.999213690488992,0.998978572063588,0.999133260562916,0.999874431301535,1,0.999920047850106,0.999937138312507,0.999910094387872,0.999851676259532,0.999657833158578,0.999622865461713,0.999566784967955,0.999426606576678
"S7585",0.999538495974051,0.999226603723123,0.999249832271722,0.999403056807546,0.999338262835061,0.999241433267486,0.999403056807546,0.999186710459518,0.999367449336748,0.999878571997374,0.999920047850106,1,0.999885870920151,0.99978938970878,0.99963471292555,0.9993648798145,0.999304343882263,0.99924269945902,0.999093678519034
"S7593",0.999385375286224,0.999071668430716,0.999006480660064,0.99926036766519,0.999258522317974,0.999069904006954,0.99926036766519,0.999051949308004,0.999236361080365,0.999865601917757,0.999937138312507,0.999885870920151,1,0.999894326181441,0.99977264131868,0.999542494488059,0.999444085248003,0.999333211452383,0.999190691472284
"S7595",0.999097269616564,0.998627255753782,0.998603220341568,0.998927346726511,0.99879712683601,0.998522315033125,0.998927346726511,0.998556068391875,0.998736169001764,0.999735298807369,0.999910094387872,0.99978938970878,0.999894326181441,1,0.999924331633578,0.999782938163238,0.999695051541207,0.999587114647398,0.999561177290048
"S7598",0.998681899563382,0.998121498402336,0.998125473869619,0.998548523773235,0.998418816140939,0.998120820149237,0.998548523773235,0.998179858907908,0.998356094250204,0.999571539154945,0.999851676259532,0.99963471292555,0.99977264131868,0.999924331633578,1,0.999928050692983,0.999883690859461,0.999822311247507,0.999807423119892
"S7615",0.998114183756193,0.997503871225856,0.997527880086977,0.997985839857083,0.997835935609312,0.997601033255824,0.997985839857083,0.997689526026689,0.997841445600254,0.999281100622722,0.999657833158578,0.9993648798145,0.999542494488059,0.999782938163238,0.999928050692983,1,0.999941708130145,0.999887153520037,0.9998571308284
"S7627",0.998079522410201,0.997415615241156,0.997546985567812,0.997996983579084,0.997831252574471,0.997527943732317,0.997996983579084,0.997645366600848,0.997814983065968,0.999244473155259,0.999622865461713,0.999304343882263,0.999444085248003,0.999695051541207,0.999883690859461,0.999941708130145,1,0.999929200422568,0.99987149034072
"S7637",0.997875149072987,0.997157478574221,0.997249217773272,0.997797305267227,0.997559491961418,0.997317400918046,0.997797305267227,0.99739131569446,0.997574910858456,0.999119440996983,0.999566784967955,0.99924269945902,0.999333211452383,0.999587114647398,0.999822311247507,0.999887153520037,0.999929200422568,1,0.999877028888812
"S7652",0.997796980206503,0.996978012990369,0.997113424280059,0.997680532539,0.997411788038856,0.997032117135979,0.997680532539,0.997172874675425,0.997310937218395,0.999017964403132,0.999426606576678,0.999093678519034,0.999190691472284,0.999561177290048,0.999807423119892,0.9998571308284,0.99987149034072,0.999877028888812,1
