"","S1468","S1481","S1548","S1578","S3412","S3440","S5166","S5193","S5212","S5448","S5449","S5471","S5472","S5490","S5546"
"S1468",1,0.233742910375787,0.221780451794851,-0.565558149787167,-0.414597643432908,-0.235840430928424,NA,-0.285409884492571,0.348056709743369,NA,0.400624876187242,-0.454299038674501,0.170815027003981,-0.0977349793528588,-0.212401161284475
"S1481",0.233742910375787,1,0.239238209139153,0.179538564420815,-0.244585813906635,0.340379498320754,NA,0.325066344344987,-0.273933925544127,NA,0.504448005832349,-0.36402280756434,-0.159688817144196,-0.125283555835798,0.364754854980469
"S1548",0.221780451794851,0.239238209139153,1,0.230569350659907,-0.255574971761145,-0.273769504453123,NA,-0.560825584260487,-0.180838942304353,NA,0.209173012906277,0.106204494812977,-0.401249640774909,0.0512998006253031,-0.138959184960695
"S1578",-0.565558149787167,0.179538564420815,0.230569350659907,1,-0.103730399191647,0.469095970493597,NA,0.389008637039324,-0.354190503104638,NA,0.262323763564301,0.553867061242648,-0.474026537714321,0.170357925019241,0.277106224181927
"S3412",-0.414597643432908,-0.244585813906635,-0.255574971761145,-0.103730399191647,1,-0.288635760721567,NA,0.265327971219154,0.387228635561119,NA,-0.0743446744150378,-0.26820451463594,0.262461157569344,0.122358541834822,0.620210767207728
"S3440",-0.235840430928424,0.340379498320754,-0.273769504453123,0.469095970493597,-0.288635760721567,1,NA,0.533879945278145,-0.258045259484472,NA,0.104946798149271,0.168150115602363,-0.634203913347612,-0.26524795350741,0.218857883609902
"S5166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5193",-0.285409884492571,0.325066344344987,-0.560825584260487,0.389008637039324,0.265327971219154,0.533879945278145,NA,1,0.0767757115863446,NA,0.257147070106851,0.000389010884311415,0.117267573408884,0.00452339416609968,0.713998787530033
"S5212",0.348056709743369,-0.273933925544127,-0.180838942304353,-0.354190503104638,0.387228635561119,-0.258045259484472,NA,0.0767757115863446,1,NA,0.333895541728416,-0.493794924975632,0.284341410901381,-0.186376361678468,0.375117807006549
"S5448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5449",0.400624876187242,0.504448005832349,0.209173012906277,0.262323763564301,-0.0743446744150378,0.104946798149271,NA,0.257147070106851,0.333895541728416,NA,1,-0.492509461935007,-0.154432231219276,-0.179524367631069,0.485300120395435
"S5471",-0.454299038674501,-0.36402280756434,0.106204494812977,0.553867061242648,-0.26820451463594,0.168150115602363,NA,0.000389010884311415,-0.493794924975632,NA,-0.492509461935007,1,-0.134053779992701,0.529855559365195,-0.40661472050673
"S5472",0.170815027003981,-0.159688817144196,-0.401249640774909,-0.474026537714321,0.262461157569344,-0.634203913347612,NA,0.117267573408884,0.284341410901381,NA,-0.154432231219276,-0.134053779992701,1,0.387219136479058,-0.0454574873366356
"S5490",-0.0977349793528588,-0.125283555835798,0.0512998006253031,0.170357925019241,0.122358541834822,-0.26524795350741,NA,0.00452339416609968,-0.186376361678468,NA,-0.179524367631069,0.529855559365195,0.387219136479058,1,-0.230872314440028
"S5546",-0.212401161284475,0.364754854980469,-0.138959184960695,0.277106224181927,0.620210767207728,0.218857883609902,NA,0.713998787530033,0.375117807006549,NA,0.485300120395435,-0.40661472050673,-0.0454574873366356,-0.230872314440028,1
