"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S3149",-0.226614102498278,-0.141304732244571,-0.168975833307406,0.314375274639063,NA,0.61416837862197,0.130550291314453,0.0998192314764654,0.882045882374655,0.0272084208182582,1,NA,-0.141304732244571,NA,-0.239374837908699,NA,0.44203635222838,-0.198087166772629,0.0134308986984244,NA,0.19894725112311,-0.14190423076488,0.959844613210969,-0.373653105607196,-0.211642692472324
"S3151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3154",0.338469466147056,-0.111111111111111,0.484166523671903,-0.192389616937998,NA,-0.281742326931272,-0.131184047965285,-0.152539321466655,-0.166176290681706,0.0236925747139822,-0.141304732244571,NA,1,NA,0.37849873851613,NA,-0.464552836803539,0.35784488102798,-0.284911728327378,NA,-0.35324362561905,-0.111582510374553,-0.191554133614412,0.372600443945751,0.0710047854948895
"S3165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3176",0.723538495757773,0.0262249650385219,0.440478086974285,0.181158150301544,NA,-0.297601634679395,0.149451182243003,0.331558388284453,-0.257607126530983,0.242919359780472,-0.239374837908699,NA,0.37849873851613,NA,1,NA,-0.60662082243046,-0.35691585991867,-0.394462691509978,NA,-0.00341885913445329,0.303351410330632,-0.273267469039658,0.550029172651512,-0.132011974805514
"S3191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3217",-0.123789350995009,0.165067263600512,-0.510789335119322,0.139452396137392,NA,0.0924059169665698,0.0990972921548183,-0.0241602890446183,0.427589691872216,0.151284689124364,0.44203635222838,NA,-0.464552836803539,NA,-0.60662082243046,NA,1,-0.214385486035787,0.715017158894746,NA,-0.0906008858993158,-0.462314040998899,0.44019141887634,-0.520798495192938,0.403259870861484
"S3224",-0.266261011472176,-0.155760425339927,0.18077142276315,-0.153423888893031,NA,-0.321283977282505,-0.10694919498306,-0.209567240106896,-0.262650606997724,-0.20561638088557,-0.198087166772629,NA,0.35784488102798,NA,-0.35691585991867,NA,-0.214385486035787,1,-0.320520236700029,NA,-0.271443472775435,-0.156421253487935,-0.155334618988429,-0.189414561928701,-0.123545959025113
"S3253",0.098800805054523,-0.178979582635754,-0.560013379761872,0.136277336146519,NA,0.0540571488690396,0.238075067066914,0.165393846025861,-0.129620054387537,0.311665284343835,0.0134308986984244,NA,-0.284911728327378,NA,-0.394462691509978,NA,0.715017158894746,-0.320520236700029,1,NA,-0.190220033106699,-0.181387159152275,0.0776486947485673,-0.517792194816019,0.745787354104656
"S3269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3271",-0.418272186520836,0.158699313858886,0.386508254922475,-0.286278372704282,NA,0.573607390196577,-0.341185398574675,-0.159129384095004,0.392876919304053,-0.411972813203241,0.19894725112311,NA,-0.35324362561905,NA,-0.00341885913445329,NA,-0.0906008858993158,-0.271443472775435,-0.190220033106699,NA,1,0.787725620337477,0.0668550283854168,0.29427214581921,0.0503538976584583
"S3282",-0.138482914058734,-0.111582510374553,0.48973727347477,-0.166358134452474,NA,0.403092725944129,-0.125062077097692,0.107613517961853,-0.132174961158126,-0.203431363141798,-0.14190423076488,NA,-0.111582510374553,NA,0.303351410330632,NA,-0.462314040998899,-0.156421253487935,-0.181387159152275,NA,0.787725620337477,1,-0.192366819911868,0.230314632076075,0.154492893010476
"S3338",-0.260940673226858,-0.191554133614412,-0.249159169901114,0.523621419943365,NA,0.549720559488428,0.373011644112536,0.312923774373453,0.7586765526693,0.240463122917913,0.959844613210969,NA,-0.191554133614412,NA,-0.273267469039658,NA,0.44019141887634,-0.155334618988429,0.0776486947485673,NA,0.0668550283854168,-0.192366819911868,1,-0.492581791504665,-0.286904988590112
"S3346",0.104009550479467,0.55006133909707,0.674539787703408,-0.352631923234982,NA,-0.256145785588416,-0.327292144222519,-0.231345146005023,-0.0151123071866292,-0.133217166678322,-0.373653105607196,NA,0.372600443945751,NA,0.550029172651512,NA,-0.520798495192938,-0.189414561928701,-0.517792194816019,NA,0.29427214581921,0.230314632076075,-0.492581791504665,1,-0.193957367039482
"S3410",0.298756805740388,-0.166419442191403,-0.112643605255672,-0.315713453056487,NA,-0.0450435799040926,-0.21180411314052,-0.173455157106201,-0.247135129948014,-0.0758494487194072,-0.211642692472324,NA,0.0710047854948895,NA,-0.132011974805514,NA,0.403259870861484,-0.123545959025113,0.745787354104656,NA,0.0503538976584583,0.154492893010476,-0.286904988590112,-0.193957367039482,1
