"","S7162","S7166","S7194","S7198","S7199","S7201","S7207","S7213","S7214","S7215","S7216","S7220","S7224","S7225","S7230","S7235","S7273"
"S7162",1,-0.266907730382221,-0.0975926685127482,-0.232329577450861,-0.309136573498966,-0.124925380238964,-0.130525449002405,-0.51379120501712,-0.270708255469307,-0.434200106924154,0.00952915404485741,-0.339169475208144,0.259342216485779,0.0753289478655067,0.322000209137783,-0.257573731913898,-0.338936725007691
"S7166",-0.266907730382221,1,0.647741419120505,0.10113855706134,0.406791710370742,-0.506326231644029,-0.511073080471353,-0.250344135193761,-0.467786224000622,-0.240356733703159,-0.566870374800409,-0.147424317979993,-0.671672410348959,-0.55554676276226,0.13190622695339,0.137127867089924,0.620949696040966
"S7194",-0.0975926685127482,0.647741419120505,1,0.663938268811829,0.842457971743931,-0.22356611950922,-0.249481874991297,-0.23546409329091,-0.119084910296181,-0.126559827638227,-0.404898489635764,-0.1264436547128,-0.439934588722367,-0.166666666666667,-0.0692955482546159,0.666666568047534,0.484716936029217
"S7198",-0.232329577450861,0.10113855706134,0.663938268811829,1,0.778631331552492,0.564784359197739,0.53460522654784,0.401092579804805,0.655499202386948,0.536071610768444,0.161336057508529,0.139883468316365,-0.148466779158607,0.363917204566024,-0.0909854282863288,0.995900233053466,0.106799173560847
"S7199",-0.309136573498966,0.406791710370742,0.842457971743931,0.778631331552492,1,0.0298784046395289,0.0125150697640308,-0.0920880624003694,0.189879529984422,0.146656550249551,-0.339347882417809,0.107777989153366,-0.25718381480814,0.0222314802107568,-0.283987442173857,0.786957925651563,0.251544490469165
"S7201",-0.124925380238964,-0.506326231644029,-0.22356611950922,0.564784359197739,0.0298784046395289,1,0.979222234513171,0.791695260655674,0.960819786569134,0.853779690624255,0.656035945855078,0.224699459910908,0.223655346001893,0.608458910113995,0.106741777114995,0.555978662645209,-0.366967436601156
"S7207",-0.130525449002405,-0.511073080471353,-0.249481874991297,0.53460522654784,0.0125150697640308,0.979222234513171,1,0.826698864408477,0.965697900688488,0.789401415730671,0.738328445609115,0.195696197710647,0.31996317991613,0.579478115436763,0.0227256894506856,0.534160218830523,-0.429311713941491
"S7213",-0.51379120501712,-0.250344135193761,-0.23546409329091,0.401092579804805,-0.0920880624003694,0.791695260655674,0.826698864408477,1,0.822043198031263,0.774842727051805,0.757243173526483,0.188075815464729,0.158620049139465,0.383352406432301,-0.0729462396300152,0.417835502102783,-0.128919258792197
"S7214",-0.270708255469307,-0.467786224000622,-0.119084910296181,0.655499202386948,0.189879529984422,0.960819786569134,0.965697900688488,0.822043198031263,1,0.848142521634883,0.661996247429739,0.30637699124629,0.285681175944355,0.65904374768687,-0.0846141996459999,0.659079347039939,-0.37075941904616
"S7215",-0.434200106924154,-0.240356733703159,-0.126559827638227,0.536071610768444,0.146656550249551,0.853779690624255,0.789401415730671,0.774842727051805,0.848142521634883,1,0.468441426554036,0.192742495130946,0.0826058645727705,0.500377992242139,0.0485378366129545,0.54722981597291,-0.17749049617554
"S7216",0.00952915404485741,-0.566870374800409,-0.404898489635764,0.161336057508529,-0.339347882417809,0.656035945855078,0.738328445609115,0.757243173526483,0.661996247429739,0.468441426554036,1,-0.144485124063757,0.608615546402789,0.370201292916521,-0.259249256625202,0.169733306709862,-0.38759205579211
"S7220",-0.339169475208144,-0.147424317979993,-0.1264436547128,0.139883468316365,0.107777989153366,0.224699459910908,0.195696197710647,0.188075815464729,0.30637699124629,0.192742495130946,-0.144485124063757,1,-0.276282257968649,0.477462242289716,-0.0865876233522334,0.143798970254151,0.0336033154029512
"S7224",0.259342216485779,-0.671672410348959,-0.439934588722367,-0.148466779158607,-0.25718381480814,0.223655346001893,0.31996317991613,0.158620049139465,0.285681175944355,0.0826058645727705,0.608615546402789,-0.276282257968649,1,0.430055072330532,-0.275167666245021,-0.128869364873343,-0.82678306029853
"S7225",0.0753289478655067,-0.55554676276226,-0.166666666666667,0.363917204566024,0.0222314802107568,0.608458910113995,0.579478115436763,0.383352406432301,0.65904374768687,0.500377992242139,0.370201292916521,0.477462242289716,0.430055072330532,1,0.144158873363855,0.374942481672143,-0.626316274332976
"S7230",0.322000209137783,0.13190622695339,-0.0692955482546159,-0.0909854282863288,-0.283987442173857,0.106741777114995,0.0227256894506856,-0.0729462396300152,-0.0846141996459999,0.0485378366129545,-0.259249256625202,-0.0865876233522334,-0.275167666245021,0.144158873363855,1,-0.104076835868826,-0.169188435289543
"S7235",-0.257573731913898,0.137127867089924,0.666666568047534,0.995900233053466,0.786957925651563,0.555978662645209,0.534160218830523,0.417835502102783,0.659079347039939,0.54722981597291,0.169733306709862,0.143798970254151,-0.128869364873343,0.374942481672143,-0.104076835868826,1,0.0845769063751877
"S7273",-0.338936725007691,0.620949696040966,0.484716936029217,0.106799173560847,0.251544490469165,-0.366967436601156,-0.429311713941491,-0.128919258792197,-0.37075941904616,-0.17749049617554,-0.38759205579211,0.0336033154029512,-0.82678306029853,-0.626316274332976,-0.169188435289543,0.0845769063751877,1
