"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S2805",1,0.150169436974701,-0.0607776181141063,-0.186144521761292,NA,0.162745545813824,-0.0388485539484803,-0.172428326934763,0.326755564537377,-0.128835211393841,0.21816549689327,NA,-0.363341998747466,NA,-0.00934611370071528,NA,0.485520877613177,0.216590269488779,0.224083531951986,NA,0.44424580839778,0.087234096141016,0.443225836195717,-0.00496042372209857,-0.351389508854593
"S2867",0.150169436974701,1,0.49810342723076,-0.135421319427723,NA,-0.362256516820988,-0.192487436983842,-0.194411539650771,0.112524225295772,-0.238261343661417,-0.118450122888216,NA,-0.111111111111111,NA,-0.170743168143716,NA,0.368437217321374,-0.156276152348306,-0.060722103027116,NA,0.0731142816407648,-0.111059944502552,-0.14893580096769,-0.538260312061117,-0.167838434830736
"S2896",-0.0607776181141063,0.49810342723076,1,0.14977840465952,NA,-0.435348699356974,0.106618014148128,0.294047200521573,-0.190801527594104,0.101116838324945,-0.305809211492904,NA,0.413678618133019,NA,-0.727994676954617,NA,-0.377706897153307,0.12427093957311,-0.470532081269772,NA,0.122789865392978,0.446590057839418,-0.32100182207166,-0.652904790934724,-0.143351423268542
"S2966",-0.186144521761292,-0.135421319427723,0.14977840465952,1,NA,-0.0550157624559644,0.962916355009798,0.928279312300358,-0.333087731372779,0.943055215774874,-0.287444979534771,NA,-0.199967679950674,NA,-0.197534571478692,NA,-0.062109724140369,-0.0456330824319041,-0.0215509774582441,NA,-0.329549127974842,-0.0819442097905661,-0.335794274728984,0.290629362471858,-0.242481720898226
"S2976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3039",0.162745545813824,-0.362256516820988,-0.435348699356974,-0.0550157624559644,NA,1,0.120401287084445,0.107784557182036,0.690444329252148,0.199853918532433,0.810645965281713,NA,-0.240461129006233,NA,0.0620753296837809,NA,0.492757605793217,-0.291514242421787,0.619807642719178,NA,-0.00770374648239847,0.0218570461095536,0.569051606477855,0.599206154061109,0.167057602736165
"S3090",-0.0388485539484803,-0.192487436983842,0.106618014148128,0.962916355009798,NA,0.120401287084445,1,0.91998132630917,-0.184462417998212,0.961746799501539,-0.134780885261973,NA,-0.146719100530905,NA,-0.285106488226985,NA,0.066481702644132,-0.0285950433575684,0.0839326572081855,NA,-0.3611579686001,-0.129858931336807,-0.212441376480566,0.342750926964337,-0.262320563065568
"S3103",-0.172428326934763,-0.194411539650771,0.294047200521573,0.928279312300358,NA,0.107784557182036,0.91998132630917,1,-0.179528033967904,0.969670658872753,-0.138269716745527,NA,-0.149933500344179,NA,-0.419332630716237,NA,-0.129817186014131,-0.17093050140913,0.0323966263087439,NA,-0.125695855298381,0.196452491803379,-0.293219389529065,0.196336608570107,-0.169147591508615
"S3109",0.326755564537377,0.112524225295772,-0.190801527594104,-0.333087731372779,NA,0.690444329252148,-0.184462417998212,-0.179528033967904,1,-0.129370055591776,0.951623504496443,NA,-0.167984439992634,NA,-0.0231730446036382,NA,0.637576399157367,-0.272583134804375,0.306572204796082,NA,0.105455058114756,-0.126520519621526,0.723325631763487,0.0730182697860597,-0.231846971989183
"S3115",-0.128835211393841,-0.238261343661417,0.101116838324945,0.943055215774874,NA,0.199853918532433,0.961746799501539,0.969670658872753,-0.129370055591776,1,-0.0842267127183293,NA,-0.224065116311019,NA,-0.320073749610707,NA,0.0152968590348503,-0.244279154475523,0.155695327365983,NA,-0.211225811188627,0.0337645955456397,-0.275577183813088,0.300075132218522,-0.187770626122877
"S3149",0.21816549689327,-0.118450122888216,-0.305809211492904,-0.287444979534771,NA,0.810645965281713,-0.134780885261973,-0.138269716745527,0.951623504496443,-0.0842267127183293,1,NA,-0.118450122888216,NA,0.100453164092587,NA,0.526892474583432,-0.16659836505139,0.2740050767382,NA,-0.0201440221553293,-0.118395576668572,0.80798634250106,0.303058511855576,-0.178924349079599
"S3151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3154",-0.363341998747466,-0.111111111111111,0.413678618133019,-0.199967679950674,NA,-0.240461129006233,-0.146719100530905,-0.149933500344179,-0.167984439992634,-0.224065116311019,-0.118450122888216,NA,1,NA,-0.476384596828111,NA,-0.494503952034928,0.366047010200039,-0.500664162901932,NA,-0.457769537793017,-0.111059944502552,-0.14893580096769,-0.371940806741014,0.0768723699823255
"S3165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3176",-0.00934611370071528,-0.170743168143716,-0.727994676954617,-0.197534571478692,NA,0.0620753296837809,-0.285106488226985,-0.419332630716237,-0.0231730446036382,-0.320073749610707,0.100453164092587,NA,-0.476384596828111,NA,1,NA,0.144693500051901,0.133730878162186,0.00983135393495441,NA,-0.109178211170488,-0.300461001965193,0.3379173414792,0.547442151358339,-0.0712246481997454
"S3191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3217",0.485520877613177,0.368437217321374,-0.377706897153307,-0.062109724140369,NA,0.492757605793217,0.066481702644132,-0.129817186014131,0.637576399157367,0.0152968590348503,0.526892474583432,NA,-0.494503952034928,NA,0.144693500051901,NA,1,-0.2304627447763,0.672073789679069,NA,-0.0348893700754072,-0.494565680253753,0.446078206777041,0.276722826571938,-0.0507315609525704
"S3224",0.216590269488779,-0.156276152348306,0.12427093957311,-0.0456330824319041,NA,-0.291514242421787,-0.0285950433575684,-0.17093050140913,-0.272583134804375,-0.244279154475523,-0.16659836505139,NA,0.366047010200039,NA,0.133730878162186,NA,-0.2304627447763,1,-0.453069074000053,NA,-0.265836820491135,-0.156204187261877,0.376308918484461,0.200161124038307,-0.121025993971846
"S3253",0.224083531951986,-0.060722103027116,-0.470532081269772,-0.0215509774582441,NA,0.619807642719178,0.0839326572081855,0.0323966263087439,0.306572204796082,0.155695327365983,0.2740050767382,NA,-0.500664162901932,NA,0.00983135393495441,NA,0.672073789679069,-0.453069074000053,1,NA,0.238011176979381,-0.0773606612325537,0.089933322937463,0.411923598843421,0.564092759147694
