"","S3430","S3450","S4299","S4301","S4302","S4313","S4318","S4326","S4330","S4333","S4346","S4356","S4361","S4368","S4370","S4383","S460"
"S3430",1,0.8738702771795,0.658020123804622,0.660726195118602,0.574505208715906,0.724092950997854,0.668778327796688,0.644188422851558,0.40893492004093,0.704615800414171,0.338152662486471,0.420798413670535,0.527526732190316,0.0743611552153802,0.926890650153453,0.496998834862601,0.524576433898564
"S3450",0.8738702771795,1,0.654413487925532,0.619353702961037,0.511077771145087,0.823034281150869,0.750555351923422,0.784474622396535,0.187814332593519,0.723148791904884,0.0445521630167149,0.204442616984185,0.363501474732844,0.318891773701832,0.735484971238039,0.465488173646172,0.322028650835308
"S4299",0.658020123804622,0.654413487925532,1,0.884768165679251,0.919192996977425,0.905349998149348,0.857637672739905,0.785578893523429,0.591148040158898,0.991762705991653,0.478936938343781,0.396547296297037,0.505779462632603,0.395687052535942,0.7349441664945,0.791727172538749,0.763218495794491
"S4301",0.660726195118602,0.619353702961037,0.884768165679251,1,0.903260078115178,0.871576374215793,0.645991732739856,0.629226097831763,0.744273695746517,0.851217208895934,0.652686117913372,0.615432117259254,0.714798929149753,0.448459316568732,0.733162509892218,0.929880458918106,0.835588264226101
"S4302",0.574505208715906,0.511077771145087,0.919192996977425,0.903260078115178,1,0.862051975271414,0.749436771509137,0.69098044860879,0.774602280747549,0.882475369298122,0.696139582829672,0.628918440487098,0.592944134567834,0.339284415250668,0.651007480747955,0.86445251516169,0.895669086245556
"S4313",0.724092950997854,0.823034281150869,0.905349998149348,0.871576374215793,0.862051975271414,1,0.864438987046682,0.85415497956461,0.527473474019024,0.920630875554539,0.380894050709814,0.452341928805972,0.529747748008196,0.523828197887311,0.677053324709107,0.766222760042257,0.679776083368627
"S4318",0.668778327796688,0.750555351923422,0.857637672739905,0.645991732739856,0.749436771509137,0.864438987046682,1,0.954315584255106,0.397862652204444,0.885396027236562,0.2428755638006,0.305041934221595,0.339845769674896,0.501560264209966,0.578797785337914,0.45094078138983,0.573646458930271
"S4326",0.644188422851558,0.784474622396535,0.785578893523429,0.629226097831763,0.69098044860879,0.85415497956461,0.954315584255106,1,0.417820708617124,0.814018369909193,0.247077392465797,0.366711635762195,0.413210773916901,0.588729474980867,0.492521686650115,0.40393930730776,0.547051686064366
"S4330",0.40893492004093,0.187814332593519,0.591148040158898,0.744273695746517,0.774602280747549,0.527473474019024,0.397862652204444,0.417820708617124,1,0.52205788215021,0.977646174010434,0.927440547046271,0.889222482829095,0.345825305653991,0.467318559479142,0.66350301189275,0.964053498646376
"S4333",0.704615800414171,0.723148791904884,0.991762705991653,0.851217208895934,0.882475369298122,0.920630875554539,0.885396027236562,0.814018369909193,0.52205788215021,1,0.400374670616976,0.336923601792788,0.472659896720237,0.380267039934275,0.760656697877154,0.75251525787585,0.707393897190446
"S4346",0.338152662486471,0.0445521630167149,0.478936938343781,0.652686117913372,0.696139582829672,0.380894050709814,0.2428755638006,0.247077392465797,0.977646174010434,0.400374670616976,1,0.915106738689848,0.835576592908253,0.171723464935814,0.431482297969903,0.608642132754843,0.92151559851972
"S4356",0.420798413670535,0.204442616984185,0.396547296297037,0.615432117259254,0.628918440487098,0.452341928805972,0.305041934221595,0.366711635762195,0.927440547046271,0.336923601792788,0.915106738689848,1,0.852554390811879,0.325275815606199,0.371450794965355,0.501337486259457,0.845476720371243
"S4361",0.527526732190316,0.363501474732844,0.505779462632603,0.714798929149753,0.592944134567834,0.529747748008196,0.339845769674896,0.413210773916901,0.889222482829095,0.472659896720237,0.835576592908253,0.852554390811879,1,0.446100925461439,0.533685715315895,0.593276163994784,0.829591178019634
"S4368",0.0743611552153802,0.318891773701832,0.395687052535942,0.448459316568732,0.339284415250668,0.523828197887311,0.501560264209966,0.588729474980867,0.345825305653991,0.380267039934275,0.171723464935814,0.325275815606199,0.446100925461439,1,-0.0582851377206345,0.25950327109114,0.345066337776925
"S4370",0.926890650153453,0.735484971238039,0.7349441664945,0.733162509892218,0.651007480747955,0.677053324709107,0.578797785337914,0.492521686650115,0.467318559479142,0.760656697877154,0.431482297969903,0.371450794965355,0.533685715315895,-0.0582851377206345,1,0.656802131290035,0.598081696224434
"S4383",0.496998834862601,0.465488173646172,0.791727172538749,0.929880458918106,0.86445251516169,0.766222760042257,0.45094078138983,0.40393930730776,0.66350301189275,0.75251525787585,0.608642132754843,0.501337486259457,0.593276163994784,0.25950327109114,0.656802131290035,1,0.753711304954135
"S460",0.524576433898564,0.322028650835308,0.763218495794491,0.835588264226101,0.895669086245556,0.679776083368627,0.573646458930271,0.547051686064366,0.964053498646376,0.707393897190446,0.92151559851972,0.845476720371243,0.829591178019634,0.345066337776925,0.598081696224434,0.753711304954135,1
