"","S1133","S1157","S1159","S2247","S2252","S2257","S2290","S3715","S3723","S4684","S4690","S4692","S4693","S4707","S4723","S5017","S5513","S810","S811","S813","S819","S892","S894","S903"
"S4690",-0.199387144306122,-0.108786952479276,0.634372926881396,0.433028924754515,-0.218045635114319,-0.00543083810122441,0.329886442484672,0.473003230856469,0.610483728443692,-0.349623047232439,1,-0.242120917151145,0.000381431164872892,-0.235654139189183,-0.236492261161242,-0.0744992638038577,0.0865675888828586,-0.164188810810355,-0.131944170886513,-0.357861151730063,0.995107186686048,0.350429211962929,0.0673998019269378,0.0783254281670778
"S4692",-0.0279400980045214,-0.308567616295614,-0.245591762887573,-0.0548982577671848,0.400406211346333,0.196534917412878,-0.00532973472422765,-0.186779628916008,-0.152944119023438,-0.0847493770873535,-0.242120917151145,1,0.146467795461907,0.391546099467202,-0.338341832406316,0.0607616719513806,0.267467387224017,0.208165593142854,0.0939212981429737,-0.30950602375313,-0.227751432036694,-0.175637701020808,0.447169223636006,-0.0922802430487841
"S4693",-0.0695918517786337,0.389271482781678,-0.213747820649633,-0.359981127766212,0.332486988365897,0.491888746702164,-0.250095857653983,0.432717425891347,-0.132001433939288,0.593193448890941,0.000381431164872892,0.146467795461907,1,0.274345939118155,-0.0562948441394594,-0.2614320612517,-0.391735531956618,0.455358223757452,-0.050988614248919,0.329650245284344,0.00335300494394533,-0.0842828182916573,-0.240751147411228,0.321443477611047
"S4707",-0.373203877622459,-0.220675270233659,-0.186632714376095,-0.0690881270094787,0.501280960477027,-0.294897119333813,-0.315157190174804,-0.0659566919468294,-0.563436142089199,-0.0852523355102473,-0.235654139189183,0.391546099467202,0.274345939118155,1,0.335017992346185,-0.351488736554987,0.21838386082036,0.179919595281407,0.0163989829689871,0.300575158514438,-0.229893095888599,0.318076851517979,0.293016877935666,0.264716100986719
"S4723",-0.219816416699431,-0.180022879649759,-0.193868557845443,0.16513728499679,-0.189097775399199,-0.0917137152938261,-0.588645555208409,-0.434971052124781,-0.260154665792093,-0.0597160640260983,-0.236492261161242,-0.338341832406316,-0.0562948441394594,0.335017992346185,1,-0.100431862840972,-0.529832633478653,-0.29154726497399,-0.298898677951352,0.479977863856787,-0.228302519598986,0.00423789004090172,0.197454049545787,0.033577234748435
"S5017",0.884802022887875,-0.0574706635929067,-0.139026376431451,0.0754580653246951,-0.21236071189245,0.0358483308107183,-0.403669220126949,-0.250183078208652,0.128974811147236,0.0418359615074629,-0.0744992638038577,0.0607616719513806,-0.2614320612517,-0.351488736554987,-0.100431862840972,1,0.0241380090254267,0.192371810833707,0.132648990802277,-0.322944111946261,-0.0744016902135852,-0.781098822547024,0.0341453776876266,-0.982488635766054
"S5513",0.133397347200221,0.104596611566021,0.149271405244375,0.314794285755141,0.168344585334082,-0.379896959751281,0.394737759816643,0.263258202297884,-0.221869008482766,-0.376215571488866,0.0865675888828586,0.267467387224017,-0.391735531956618,0.21838386082036,-0.529832633478653,0.0241380090254267,1,0.250164952001854,0.230384621708309,-0.333254059268931,0.0703024820346723,0.160251714849628,-0.145633229725685,-0.0538671094044584
"S810",0.496179595245579,0.617728632391437,-0.303821738556215,-0.0286346674420197,0.642223157784544,-0.0279901436218049,-0.470132833865691,0.103175900868073,-0.622523313957514,0.19564577512525,-0.164188810810355,0.208165593142854,0.455358223757452,0.179919595281407,-0.29154726497399,0.192371810833707,0.250164952001854,1,-0.276493892663125,0.385547067114943,-0.230857180245957,-0.344209603997326,-0.491027891934852,-0.131203766093373
"S811",0.0849331727685639,-0.190019742568131,0.424410900984611,-0.419692818331083,-0.333313926752582,-0.00711813675228438,0.386337948912017,0.393476160775456,0.40653723704849,0.553691729571151,-0.131944170886513,0.0939212981429737,-0.050988614248919,0.0163989829689871,-0.298898677951352,0.132648990802277,0.230384621708309,-0.276493892663125,1,-0.638851161784182,-0.0636205868625416,-0.0315196260868704,0.256087234012241,-0.0651191830197314
"S813",-0.129048521957657,0.351248542717407,-0.544294669219605,-0.176551341020663,0.520169676089808,-0.189694571995518,-0.535147752332441,-0.314185901674752,-0.733408081508713,-0.00973735079509508,-0.357861151730063,-0.30950602375313,0.329650245284344,0.300575158514438,0.479977863856787,-0.322944111946261,-0.333254059268931,0.385547067114943,-0.638851161784182,1,-0.414487445433543,0.140345632717393,-0.407988955760184,0.288080898247499
"S819",-0.217153415198344,-0.146429564574898,0.647463513301318,0.416277683139296,-0.279300322870269,0.0358246280748802,0.364772055551264,0.499834865056504,0.665032039639829,-0.317021263770402,0.995107186686048,-0.227751432036694,0.00335300494394533,-0.229893095888599,-0.228302519598986,-0.0744016902135852,0.0703024820346723,-0.230857180245957,-0.0636205868625416,-0.414487445433543,1,0.34437859665606,0.106288275862889,0.0766668183522246
"S892",-0.857848607779717,-0.33375528293436,0.440435056084546,-0.121506547587903,0.261733428946197,-0.517290944945381,0.465825105004623,0.120350760824295,0.0710149101668916,-0.334185137427998,0.350429211962929,-0.175637701020808,-0.0842828182916573,0.318076851517979,0.00423789004090172,-0.781098822547024,0.160251714849628,-0.344209603997326,-0.0315196260868704,0.140345632717393,0.34437859665606,1,0.233914538887934,0.732248110940605
"S894",-0.387886068959706,-0.932365927649994,0.354902425373781,-0.145992737725972,0.0295463187262371,-0.257011749077566,-0.0380038989835602,-0.430525588946744,0.33900101723693,-0.176688017948883,0.0673998019269378,0.447169223636006,-0.240751147411228,0.293016877935666,0.197454049545787,0.0341453776876266,-0.145633229725685,-0.491027891934852,0.256087234012241,-0.407988955760184,0.106288275862889,0.233914538887934,1,-0.0799437083732099
"S903",-0.829839025296696,0.14327443608939,0.216910541679229,-0.129810167032566,0.196387648341634,0.00582133824434739,0.413072578676669,0.323735114233236,-0.0816596971935094,0.096914855867442,0.0783254281670778,-0.0922802430487841,0.321443477611047,0.264716100986719,0.033577234748435,-0.982488635766054,-0.0538671094044584,-0.131203766093373,-0.0651191830197314,0.288080898247499,0.0766668183522246,0.732248110940605,-0.0799437083732099,1
