"","S1133","S1157","S1159","S2247","S2252","S2257","S2290","S3715","S3723","S4684","S4690","S4692","S4693","S4707","S4723","S5017","S5513","S810","S811","S813","S819","S892","S894","S903"
"S1133",1,-0.490394174023805,-0.526379613149588,0.540176822344547,-0.348379341947769,-0.280379047302042,0.426446254228435,-0.421276721100242,-0.412150506518451,-0.294760587190054,-0.0652875205359265,0.172559478341647,-0.322882719597946,0.0808883667814325,0.298134468034024,0.0330895516522469,0.124701948799077,-0.57404654709405,0.283765570162031,-0.399962664690779,-0.122274264278651,-0.28006109165265,-0.811887667621816,-0.286835039544109
"S1157",-0.490394174023805,1,0.715511146694508,-0.630717491339942,0.192006243444729,0.473204835438022,-0.673960699875117,0.040273982201015,0.410502711384468,0.336350770956027,0.587718454190043,-0.0835840059836041,0.591896110858349,0.338134825614926,-0.0550464829480523,-0.293695265824319,0.20805552656266,0.411186298334595,-0.455864316759094,0.645760065694652,0.710215745853131,0.0940196145973363,0.614374705000959,0.114675706023574
"S1159",-0.526379613149588,0.715511146694508,1,-0.459254794761593,0.0600310070444589,0.574375659517609,-0.235432136499032,0.188452200934958,0.465587538773832,-0.0178123463073914,0.428256067975953,0.28691269375941,0.368488653576852,-0.0634195496092984,-0.271502979591911,-0.101074190122557,0.0565553764168646,0.175447463927645,-0.436247805489718,0.437981426341836,0.466471877872206,0.0849220032444698,0.674661869763671,-0.355368153282558
"S2247",0.540176822344547,-0.630717491339942,-0.459254794761593,1,-0.237358850289956,-0.35042670427605,0.306100666320327,-0.121480346159672,0.112352022266249,-0.491961529145887,-0.427499633116529,0.0772868735948074,-0.775542390919209,-0.0124747960584645,0.626700759068587,-0.02581845289287,-0.205364757206903,-0.394121230528794,-0.0949964448528054,-0.457801218636508,-0.38890958522551,-0.529468151112237,-0.427405137405847,0.00253259957466121
"S2252",-0.348379341947769,0.192006243444729,0.0600310070444589,-0.237358850289956,1,-0.481038168061443,-0.322396707378776,-0.150789546363764,-0.321196912727304,-0.464707496311852,0.0138063994409074,0.143602362089262,0.060863403656635,0.596238470875568,0.0174326453333212,0.485405652450457,-0.276365666084374,0.711575778970754,-0.371873731381763,0.632869466890806,0.042286882518642,0.582569727888446,0.180228657525156,0.40978492804239
"S2257",-0.280379047302042,0.473204835438022,0.574375659517609,-0.35042670427605,-0.481038168061443,1,-0.337423256698036,0.161283842709714,0.427277609886201,0.503781112154898,0.583693247098261,0.286597014910237,0.613975552273331,-0.177133426631934,-0.308103716153362,-0.510017563917596,0.361061109985357,-0.0395057678492607,-0.0770949917368873,-0.0667166495900218,0.630122595679307,-0.389598043904389,0.144230630372956,-0.230801649891333
"S2290",0.426446254228435,-0.673960699875117,-0.235432136499032,0.306100666320327,-0.322396707378776,-0.337423256698036,1,-0.103907470703581,-0.390330292607592,-0.24936234927813,-0.266325211716742,0.0527497304686119,-0.550951909299509,-0.469452463397672,-0.101694819387118,0.418635721061856,-0.379481653396024,-0.604870508030797,0.647060455573766,-0.543290113831232,-0.512096241187143,0.143982976475342,-0.259704655512184,-0.709216593758872
"S3715",-0.421276721100242,0.040273982201015,0.188452200934958,-0.121480346159672,-0.150789546363764,0.161283842709714,-0.103907470703581,1,0.17840110989989,0.0882121742683744,-0.515337308753789,0.099697267488031,0.269967663294585,-0.246816122403846,-0.0647742263216359,-0.469175117524538,-0.163942539663017,0.303678751866189,-0.086124992451394,-0.102737654739814,-0.4402244752578,0.0158220407253434,0.410850075864514,0.0771806875999094
"S3723",-0.412150506518451,0.410502711384468,0.465587538773832,0.112352022266249,-0.321196912727304,0.427277609886201,-0.390330292607592,0.17840110989989,1,0.280030764054773,0.00940553368245559,-0.358159115440578,-0.0858510672582285,-0.288124058740941,0.196464587392581,-0.317473005817067,0.365496050431374,-0.181624071452754,-0.482486726083816,0.211026249530398,0.191978003311784,-0.389544188744251,0.585439134480659,0.144218070365669
"S4684",-0.294760587190054,0.336350770956027,-0.0178123463073914,-0.491961529145887,-0.464707496311852,0.503781112154898,-0.24936234927813,0.0882121742683744,0.280030764054773,1,0.326982576372008,-0.553164776370362,0.460022121959202,-0.230847506835601,-0.202660166742193,-0.344364448327963,0.364262620280101,-0.11295695690775,0.391435559629006,-0.06222467374451,0.332440390680407,-0.0705429676962199,0.194354263810749,0.117114152140383
"S4690",-0.0652875205359265,0.587718454190043,0.428256067975953,-0.427499633116529,0.0138063994409074,0.583693247098261,-0.266325211716742,-0.515337308753789,0.00940553368245559,0.326982576372008,1,0.218220177380276,0.482107443266215,0.402234286813017,-0.0759275321444064,0.01578375914167,0.14529247357971,0.0456845175407618,0.0639569431092674,0.271318183444115,0.954968635928103,0.00601409587837729,-0.0293743832444893,-0.280891233999929
"S4692",0.172559478341647,-0.0835840059836041,0.28691269375941,0.0772868735948074,0.143602362089262,0.286597014910237,0.0527497304686119,0.099697267488031,-0.358159115440578,-0.553164776370362,0.218220177380276,1,0.275396404963876,0.271760779475044,-0.100745275046641,-0.0214514316094868,-0.175930337910438,0.201861725721093,-0.144917451837863,-0.0783225095186309,0.182897846830835,-0.0600792030008009,-0.354169189157331,-0.368610969443073
"S4693",-0.322882719597946,0.591896110858349,0.368488653576852,-0.775542390919209,0.060863403656635,0.613975552273331,-0.550951909299509,0.269967663294585,-0.0858510672582285,0.460022121959202,0.482107443266215,0.275396404963876,1,0.244717087968951,-0.368661529026349,-0.295999596457702,0.389071684666884,0.405704070557747,0.001990615440148,0.362919490106753,0.538494877826097,0.223474388124536,0.08762644850981,0.0669248268479236
"S4707",0.0808883667814325,0.338134825614926,-0.0634195496092984,-0.0124747960584645,0.596238470875568,-0.177133426631934,-0.469452463397672,-0.246816122403846,-0.288124058740941,-0.230847506835601,0.402234286813017,0.271760779475044,0.244717087968951,1,0.551928144343427,0.0977181786031985,-0.16755026533188,0.499567620941035,-0.209081507851674,0.500815616529167,0.47783361878392,0.220835997999589,-0.185071466337976,0.258081810311669
"S4723",0.298134468034024,-0.0550464829480523,-0.271502979591911,0.626700759068587,0.0174326453333212,-0.308103716153362,-0.101694819387118,-0.0647742263216359,0.196464587392581,-0.202660166742193,-0.0759275321444064,-0.100745275046641,-0.368661529026349,0.551928144343427,1,0.00711173332958187,-0.134998041401617,-0.136342671322757,-0.0804874427924911,0.145777697955489,0.0312208949168478,-0.125827374744071,-0.135553992063254,0.0942956711609259
"S5017",0.0330895516522469,-0.293695265824319,-0.101074190122557,-0.02581845289287,0.485405652450457,-0.510017563917596,0.418635721061856,-0.469175117524538,-0.317473005817067,-0.344364448327963,0.01578375914167,-0.0214514316094868,-0.295999596457702,0.0977181786031985,0.00711173332958187,1,-0.0382201992262328,-0.205233468313511,0.309971145383726,0.377847874195101,-0.1212133517782,0.727821383945617,-0.0895817105218989,-0.256467575697391
