"","S7371","S7385","S7392","S7397","S7398","S7401","S7406","S7417","S7448","S7578","S7584","S7585","S7593","S7595","S7598","S7615","S7627","S7637","S7652"
"S7371",1,0.965433041471643,0.991202412639189,0.98373636593908,0.964129057701584,0.965949389874417,0.863059687337195,0.971519280750164,0.897155278164853,-0.0191673443349325,0.510750141826127,0.916252531052398,0.914314090154243,0.938568899742899,0.892996901761863,0.96917478277445,0.968820725567751,0.972053484734087,0.885434511759875
"S7385",0.965433041471643,1,0.976946414101868,0.962838693688867,0.976369870635586,0.980873773098755,0.797862495653721,0.967674102790076,0.843757214672537,-0.0465742461520267,0.471010433967907,0.892151317715032,0.884465970120252,0.893358081234247,0.868240965874786,0.991401031739266,0.990597732558293,0.977541620199969,0.892518249270165
"S7392",0.991202412639189,0.976946414101868,1,0.993151427676017,0.981845874096764,0.982801086725329,0.882030757227492,0.985391306949827,0.910922508300566,-0.0265722776106731,0.510233007358408,0.929889922833931,0.929737844643549,0.943665439130239,0.910594237257223,0.97970459683222,0.979954930938977,0.975209613995335,0.888179210757473
"S7397",0.98373636593908,0.962838693688867,0.993151427676017,1,0.975200558603377,0.975212446246598,0.913423552356112,0.98224984412837,0.93993973539936,-0.0264267768965853,0.487830569299439,0.930019285121304,0.93417391462711,0.963145497011336,0.908406557119351,0.963025288218273,0.963590903275357,0.952711301200622,0.88707191464015
"S7398",0.964129057701584,0.976369870635586,0.981845874096764,0.975200558603377,1,0.998095294442846,0.859309815199098,0.987969469638346,0.899936253203748,-0.0765455798856711,0.44615374449653,0.894279334020844,0.898023747725585,0.909870364936604,0.863987313384926,0.969360547202747,0.970037244764092,0.952846464377621,0.872814441235736
"S7401",0.965949389874417,0.980873773098755,0.982801086725329,0.975212446246598,0.998095294442846,1,0.858768451817319,0.988637996897498,0.902367947004288,-0.0692325231240152,0.462853342393111,0.902321010803841,0.902737424990026,0.917147624106315,0.881342992301663,0.973043038631801,0.973643997012313,0.961712952447113,0.878130680367229
"S7406",0.863059687337195,0.797862495653721,0.882030757227492,0.913423552356112,0.859309815199098,0.858768451817319,1,0.908684591279747,0.97679552204187,-0.0688265240297581,0.444041988000874,0.923403296875695,0.941367595621774,0.957924749916971,0.871691321294471,0.824122263914956,0.828095983836388,0.806042602994588,0.835821930044868
"S7417",0.971519280750164,0.967674102790076,0.985391306949827,0.98224984412837,0.987969469638346,0.988637996897498,0.908684591279747,1,0.928462809742346,-0.103534468234488,0.469937238416897,0.947547663854432,0.951516093690968,0.951101114847224,0.891765139795658,0.975406925794964,0.976632459627122,0.955538485925225,0.922725162277188
"S7448",0.897155278164853,0.843757214672537,0.910922508300566,0.93993973539936,0.899936253203748,0.902367947004288,0.97679552204187,0.928462809742346,1,0.0268836104409065,0.511260861788181,0.912751024479617,0.921212345781551,0.965583532000847,0.911497133388231,0.853715660280885,0.857047659025319,0.85836489590875,0.813809451233979
"S7578",-0.0191673443349325,-0.0465742461520267,-0.0265722776106731,-0.0264267768965853,-0.0765455798856711,-0.0692325231240152,-0.0688265240297581,-0.103534468234488,0.0268836104409065,1,0.667053261722364,-0.126895717417066,-0.133288957300708,-0.0865145106623345,0.0845517070633532,-0.0258756931569922,-0.0229688785416662,0.0679842569621285,-0.24122129751701
