"","S8045","S8090","S8091","S8092","S8093","S8094","S8095","S8096","S8097","S8098","S8099","S8100","S8101","S8102","S8103","S8104","S8105","S8108","S8109","S8110","S8114","S8115","S8116","S8119","S8120","S8121","S8122","S8123","S8124","S8126","S8128","S8129","S8130","S8131","S8132","S8134","S8135","S8136","S8138"
"S8045",1,0.798133410373877,0.957834378518029,0.929343794436376,0.960585713736134,0.884970342074524,0.947679694357725,0.949987337519949,0.893556179951064,0.868411001360625,0.948366555953202,0.902841306315446,0.994381856497373,0.993625596022349,0.972294197866124,0.971437874477361,0.998494752797758,0.960941845698163,0.865180617996606,0.86591804293565,0.644152639024492,0.711804568614437,0.815660201821632,0.878096501267886,0.632407008911379,0.863824981092936,0.817735235623681,0.936002899172498,0.966124075763445,0.92490550785034,0.975119217480275,0.833344932142265,0.848334115569053,0.892871609927562,0.922844261416099,0.961736488920138,0.913064593000834,0.923012480992289,0.999307306588208
"S8090",0.798133410373877,1,0.874994288683005,0.932114568817987,0.873450494392023,0.863310138268064,0.90055197186744,0.909064855903533,0.901451505019791,0.893284562060264,0.853447276863836,0.886334330551804,0.83565217285139,0.838493939600921,0.869646006946202,0.873515516008123,0.811756510371437,0.883672757932409,0.930762514924711,0.894675579394896,0.88343205154948,0.885047366445547,0.881398062089121,0.889981385061005,0.852732067101394,0.873788802053371,0.876153980925398,0.813089321520552,0.729937498419805,0.763936971986609,0.8545326141333,0.741526422194171,0.739409265820496,0.785913365453423,0.781074827722586,0.903366614351592,0.800592273966305,0.773776184144993,0.809188478036911
"S8091",0.957834378518029,0.874994288683005,1,0.981007605385335,0.994910963256175,0.967669489206919,0.991067794455772,0.992069498202533,0.961554537295238,0.948954268873199,0.99653914919987,0.965935074433741,0.963583612160081,0.965360869507734,0.942219188143328,0.969074509723093,0.963501076889348,0.956913390536897,0.936211581967605,0.947530419885666,0.773761559831624,0.826992960075789,0.908720674890639,0.942583636054839,0.714613599336894,0.936293817007689,0.911885962802291,0.931909884319015,0.936537316707426,0.921199836415176,0.928350868659827,0.843668044396535,0.853242510239348,0.891192061159575,0.928883243142689,0.971777933656069,0.913528583680181,0.925143401555297,0.966157560173841
"S8092",0.929343794436376,0.932114568817987,0.981007605385335,1,0.987776418892385,0.94475397899655,0.996172275856506,0.992536549766853,0.967331740499511,0.947205301719023,0.974860303277183,0.969144375858923,0.952638682321611,0.948805935565018,0.949044677145848,0.952058297049935,0.941941789766699,0.951189060137392,0.961753993976329,0.946554405829136,0.806387839052739,0.846651730504258,0.911491250572536,0.937061214256079,0.7484199568991,0.932447311712683,0.910577521624463,0.916476514352972,0.87757236709395,0.890942410163733,0.937859649348401,0.778125495833846,0.788383429639156,0.872724443100037,0.887797957056116,0.960787908938444,0.891525789222824,0.889349247619314,0.937345794534171
"S8093",0.960585713736134,0.873450494392023,0.994910963256175,0.987776418892385,1,0.950091475411285,0.99722950015642,0.993086083752168,0.959486709760243,0.93868860008929,0.993009726655396,0.96664014125056,0.970344699983857,0.968042189552834,0.948818027559068,0.965923353727948,0.969092325449775,0.958176253385715,0.938227674118102,0.937215715142341,0.751724337241517,0.805295712266045,0.895089186780074,0.930374730145791,0.694418554406634,0.926819546411305,0.896921254603561,0.931313458302919,0.923920329732616,0.91563705449754,0.940938017410048,0.800223152225536,0.812833180807202,0.884640795945969,0.912325312322659,0.965373140143244,0.905261345383342,0.914190417045252,0.967318480337842
"S8094",0.884970342074524,0.863310138268064,0.967669489206919,0.94475397899655,0.950091475411285,1,0.951787627321206,0.961092462099119,0.980090397079681,0.986552888106407,0.975759051104395,0.97825277901996,0.889222496738956,0.894082849326991,0.859706128526813,0.902029346407073,0.891550832613451,0.887520815409746,0.950371469935124,0.985720950977912,0.864370992439671,0.912144715643865,0.968554795282702,0.980295867815786,0.770037138193903,0.980372012748313,0.972769917835958,0.922707822487674,0.90051594685818,0.911047509506937,0.84159517810574,0.849533426086551,0.865388818425388,0.904877994773284,0.929708772724071,0.919292047920417,0.92379136650497,0.929370646961069,0.897820310113828
"S8095",0.947679694357725,0.90055197186744,0.991067794455772,0.996172275856506,0.99722950015642,0.951787627321206,1,0.996332606974505,0.96814915642478,0.947873609529293,0.988021237057408,0.973066020762858,0.963948353916994,0.960340885419184,0.950088844429885,0.959682277496969,0.958823464523041,0.95567018381267,0.953717967678024,0.946751581675462,0.781128956449911,0.828710676584489,0.907556551359242,0.936899684940924,0.716351197982904,0.934026352458175,0.908126241824435,0.926759841659567,0.902618274648295,0.905834234381499,0.941138629336907,0.786263420023858,0.798831238048632,0.88130039478045,0.902052455372171,0.963951047667651,0.900947897055793,0.903881489194512,0.955151270370851
"S8096",0.949987337519949,0.909064855903533,0.992069498202533,0.992536549766853,0.993086083752168,0.961092462099119,0.996332606974505,1,0.977010291871964,0.961814246003507,0.987229771688609,0.97940099512489,0.962725077634812,0.963994751979018,0.950498209099582,0.967092483622293,0.960351901473501,0.964834660657129,0.965365423607572,0.961081790721859,0.811884646737468,0.854238566876527,0.925122675118045,0.950124448369472,0.72122807451243,0.946276076069834,0.92598572167958,0.924802647335441,0.904321347602335,0.898533340948225,0.942854807056023,0.802771237414355,0.81438145343861,0.882341466110035,0.902666980048779,0.974750480412336,0.903057823033611,0.903239963613662,0.957622164864169
"S8097",0.893556179951064,0.901451505019791,0.961554537295238,0.967331740499511,0.959486709760243,0.980090397079681,0.96814915642478,0.977010291871964,1,0.995582899158527,0.968109773248688,0.998668491822067,0.905927216181253,0.908617695312828,0.886421570892027,0.908335848463927,0.906472437114523,0.907554691682534,0.989505263496752,0.995407378572916,0.888839558307389,0.927988851891886,0.98047911434252,0.986322045019849,0.763165854384324,0.990070550136856,0.980702407528104,0.927362761436008,0.869099850844959,0.892910871958894,0.883229924113161,0.778098049335058,0.79985278978852,0.902904999285233,0.897963019727017,0.927332350192638,0.917568453586483,0.908568435312936,0.903318864613596
"S8098",0.868411001360625,0.893284562060264,0.948954268873199,0.947205301719023,0.93868860008929,0.986552888106407,0.947873609529293,0.961814246003507,0.995582899158527,1,0.956467221702275,0.991163827728331,0.877574322923426,0.882994332949188,0.856522976511527,0.889796832299496,0.88017170985511,0.886550857651216,0.982208837405233,0.999924831685459,0.911909013862532,0.948296565808588,0.990456324140057,0.990746919795585,0.778965872309034,0.994061089757792,0.99172884208931,0.915132226994113,0.857666482361343,0.88192518028476,0.850115134428433,0.793749591476143,0.81479188129426,0.898406906805248,0.896247311517982,0.913790934987493,0.913024705951427,0.903043761189047,0.88022185654173
