"","S1283","S1362","S374","S439","S553","S560","S592","S609","S660","S969"
"S1283",1,0.0442177497014354,-0.112136253858278,-0.755905656679519,-0.30011599341346,0.0664077718825822,-0.159092731062171,0.0104169129813257,-0.0582605594548432,-0.594619616868017
"S1362",0.0442177497014354,1,0.268545905937,0.022568465764236,-0.372853799161374,-0.0094427314470011,-0.588926999598704,0.323112759344441,0.484296423133661,-0.18497570333556
"S374",-0.112136253858278,0.268545905937,1,-0.167684948719381,-0.658329138427357,-0.186798315582041,-0.0415219879098369,0.340009978820745,-0.0206461029139504,0.464057737782806
"S439",-0.755905656679519,0.022568465764236,-0.167684948719381,1,0.137425682419113,0.359795433311241,0.084048766491603,0.187921380199388,-0.27692473655851,0.437163896380144
"S553",-0.30011599341346,-0.372853799161374,-0.658329138427357,0.137425682419113,1,-0.02683730476819,0.309606868130956,-0.557589440861565,0.416469973127028,-0.204972588366703
"S560",0.0664077718825822,-0.0094427314470011,-0.186798315582041,0.359795433311241,-0.02683730476819,1,0.0282255440738774,0.367383796097803,-0.364864649630461,0.227176338739333
"S592",-0.159092731062171,-0.588926999598704,-0.0415219879098369,0.084048766491603,0.309606868130956,0.0282255440738774,1,-0.412277247354246,0.0348121979831595,0.0832926755669976
"S609",0.0104169129813257,0.323112759344441,0.340009978820745,0.187921380199388,-0.557589440861565,0.367383796097803,-0.412277247354246,1,-0.380556119175481,0.27073556010947
"S660",-0.0582605594548432,0.484296423133661,-0.0206461029139504,-0.27692473655851,0.416469973127028,-0.364864649630461,0.0348121979831595,-0.380556119175481,1,-0.39451960803216
"S969",-0.594619616868017,-0.18497570333556,0.464057737782806,0.437163896380144,-0.204972588366703,0.227176338739333,0.0832926755669976,0.27073556010947,-0.39451960803216,1
