"","S7831","S7850","S7878","S7935","S7987","S8057","S8064","S8079","S8081","S8084","S8143","S8146","S8174","S8177","S8180","S8261","S8272","S8289","S8321","S8329","S8335","S8337","S8338","S8345","S8346","S8347","S8354","S8356","S8370","S8383"
"S7831",1,0.999930863881419,0.999871450625468,0.999938340526126,0.999685335966813,0.999465495231954,0.999332833507262,0.999199539677896,0.99906611025673,0.998866224294959,0.998260545885646,0.998916827778634,0.998115130000975,0.996610690110929,0.997269510625319,0.993184227768082,0.992837453782874,0.993067657829191,0.992166065799591,0.991874105245517,0.99238326820138,0.99238326820138,0.989815396834495,0.989802738731446,0.991622570528498,0.989474991140643,0.988559454565775,0.988345184342701,0.988116463995315,0.985840896708611
"S7850",0.999930863881419,1,0.99983279533932,0.999893350289143,0.999662448891599,0.999521567254124,0.999394589981877,0.999373543659973,0.999151971674642,0.999042045445415,0.998490054049993,0.999129876732334,0.998409122454847,0.997046581806915,0.997649173886513,0.993868019164089,0.993465576400002,0.993598165854752,0.992847333760684,0.992481458997731,0.993073040807835,0.993073040807835,0.990670555542538,0.990666254617737,0.992349086824623,0.990393960611454,0.989435707979359,0.989252746275979,0.989040028990901,0.986868666930667
"S7878",0.999871450625468,0.99983279533932,1,0.999971498040863,0.999915466251363,0.999758365159141,0.999757653902191,0.999555431942202,0.999481317599911,0.999298644030586,0.998846690942274,0.999335466052413,0.998554199852776,0.997167265225639,0.997772902775828,0.99367827617422,0.993210362084917,0.993525136777208,0.99270334930078,0.992341488839117,0.992737758289078,0.992737758289078,0.990211199237968,0.989967265369936,0.991929121394194,0.989620334971269,0.988966123868658,0.98875131950763,0.988413997388943,0.986065990714452
"S7935",0.999938340526126,0.999893350289143,0.999971498040863,1,0.999845298243346,0.999656790909402,0.99964927181256,0.999409443508935,0.999411488219386,0.999127769047841,0.99870119160913,0.999161529803466,0.99835235926593,0.997033214144537,0.997549585467273,0.99348273044395,0.993057605087992,0.993275438803901,0.992445652809756,0.992120497261468,0.992555890252901,0.992555890252901,0.990049807187238,0.989916608309663,0.991766328603509,0.989588975440619,0.988762247740533,0.988573623091558,0.988241752914613,0.98588049631213
"S7987",0.999685335966813,0.999662448891599,0.999915466251363,0.999845298243346,1,0.999753804146025,0.999760307677405,0.999499181230354,0.9993884158621,0.999388377493768,0.998722509692629,0.999374423780524,0.998567260739189,0.996906882561597,0.99778838751144,0.993485646300456,0.99294738769387,0.993568349963497,0.992651121373205,0.992203587281348,0.992539806552519,0.992539806552519,0.989973585786226,0.989596360870479,0.991693034319324,0.989067802341738,0.988673834913518,0.988502017790657,0.988064031184243,0.985672328828067
"S8057",0.999465495231954,0.999521567254124,0.999758365159141,0.999656790909402,0.999753804146025,1,0.999805961203307,0.999860473846676,0.999600042703974,0.999819185031129,0.999184188847552,0.999795605827931,0.999354934254085,0.998062768562447,0.998863380350232,0.995521065252944,0.995092189690602,0.995499570174879,0.994786416218414,0.994480071471552,0.99466663228895,0.99466663228895,0.992454051482901,0.992126685211524,0.994007328229393,0.991677063042341,0.991432252743946,0.991214097932488,0.990788831332879,0.988626510712513
"S8064",0.999332833507262,0.999394589981877,0.999757653902191,0.99964927181256,0.999760307677405,0.999805961203307,1,0.999748771021896,0.999868146341603,0.999571971460409,0.999548784463987,0.999624259757172,0.998981501797101,0.998136375593518,0.998400085401947,0.994754747579392,0.994138271761202,0.994401094191933,0.993777854427873,0.993370516858176,0.993642478153613,0.993642478153613,0.991390349682853,0.990918157802904,0.992831096229968,0.990624984574087,0.990152574105085,0.990000812395964,0.989501211118185,0.987082202608381
"S8079",0.999199539677896,0.999373543659973,0.999555431942202,0.999409443508935,0.999499181230354,0.999860473846676,0.999748771021896,1,0.999586188116287,0.99986897759361,0.999444004142642,0.999912728193407,0.999657867751066,0.998597492773045,0.999220293626371,0.99631144747945,0.995812980312277,0.995996084061575,0.995545368265756,0.995154101513347,0.995480158608031,0.995480158608031,0.993452970377126,0.993011914663727,0.994811816192833,0.992724670031963,0.992470014753345,0.992264829384195,0.991925163399609,0.989907433172325
"S8081",0.99906611025673,0.999151971674642,0.999481317599911,0.999411488219386,0.9993884158621,0.999600042703974,0.999868146341603,0.999586188116287,1,0.999309692461588,0.999809428460346,0.999477942733495,0.998857940581407,0.998660125877149,0.998396338506769,0.995184007058046,0.994562542614585,0.994616680979065,0.9940603732754,0.993758411083651,0.993978332826488,0.993978332826488,0.991896696883783,0.991499047246076,0.993259583340547,0.991393371402821,0.990708318407525,0.990570906987418,0.989995510151866,0.987491509270086
"S8084",0.998866224294959,0.999042045445415,0.999298644030586,0.999127769047841,0.999388377493768,0.999819185031129,0.999571971460409,0.99986897759361,0.999309692461588,1,0.99910123936698,0.999886832188975,0.999782682799325,0.99833210668744,0.999393405042322,0.996588786836953,0.996143521238105,0.996519067595489,0.996046403918075,0.995655376552728,0.995843475352057,0.995843475352057,0.993906380110447,0.993381709969544,0.99521748775881,0.992833598779257,0.992945430314932,0.992785219588417,0.992331357962091,0.99038975504814
"S8143",0.998260545885646,0.998490054049993,0.998846690942274,0.99870119160913,0.998722509692629,0.999184188847552,0.999548784463987,0.999444004142642,0.999809428460346,0.99910123936698,1,0.999363721294767,0.998944410125847,0.999264418856622,0.998676928918198,0.996068788791434,0.995339804176541,0.995221025376844,0.994922825528955,0.994565786350201,0.994812125775194,0.994812125775194,0.992990566801949,0.992461468502474,0.994115731884864,0.992547259217399,0.991906765968592,0.991767855514009,0.991221889044185,0.988819794997862
"S8146",0.998916827778634,0.999129876732334,0.999335466052413,0.999161529803466,0.999374423780524,0.999795605827931,0.999624259757172,0.999912728193407,0.999477942733495,0.999886832188975,0.999363721294767,1,0.999718060137066,0.998471629959704,0.999340070003027,0.996462558357457,0.995862406601185,0.996205500755522,0.995748009925258,0.995332181210607,0.995565909598984,0.995565909598984,0.993616639438314,0.993112254177823,0.99499881034119,0.992721493189026,0.992693921379584,0.992490640767585,0.992057484588137,0.990030858585362
"S8174",0.998115130000975,0.998409122454847,0.998554199852776,0.99835235926593,0.998567260739189,0.999354934254085,0.998981501797101,0.999657867751066,0.998857940581407,0.999782682799325,0.998944410125847,0.999718060137066,1,0.998826357769859,0.999811870987881,0.997935694626034,0.99754172597443,0.997721589204974,0.997486945918456,0.997137130882409,0.997345565078946,0.997345565078946,0.995749354719728,0.995193770936895,0.996851779264053,0.99476123923295,0.994985489634953,0.994824353808005,0.994434207367328,0.992757392991192
"S8177",0.996610690110929,0.997046581806915,0.997167265225639,0.997033214144537,0.996906882561597,0.998062768562447,0.998136375593518,0.998597492773045,0.998660125877149,0.99833210668744,0.999264418856622,0.998471629959704,0.998826357769859,1,0.999079129600588,0.998314729242129,0.997863977446606,0.99742705359956,0.997417351028576,0.997232700201569,0.99744993956104,0.99744993956104,0.996284669173674,0.995929983600731,0.996927458166118,0.996158474669049,0.995487705129958,0.99540807447665,0.994981506054149,0.993055313242692
"S8180",0.997269510625319,0.997649173886513,0.997772902775828,0.997549585467273,0.99778838751144,0.998863380350232,0.998400085401947,0.999220293626371,0.998396338506769,0.999393405042322,0.998676928918198,0.999340070003027,0.999811870987881,0.999079129600588,1,0.998713494787687,0.998280315432145,0.998580361180091,0.998339516013714,0.998038993612072,0.998169080508242,0.998169080508242,0.996852457173105,0.99639522430857,0.997713265343171,0.995962129444078,0.996172084777086,0.996038217769107,0.995751495547577,0.99417777130801
