"","S1835","S1849","S1852","S1908","S2071","S2168","S2201","S2267","S2301","S2308","S2446","S2472","S2749"
"S1835",1,0.999861920871211,0.999860684767206,0.999808640696761,0.999812658524586,0.999267655625761,0.999267655625761,0.998900557355811,0.999040413316799,0.998975081199487,0.998412652943016,0.998566898778166,0.99855669200421
"S1849",0.999861920871211,1,0.99988638265954,0.999862979140324,0.999856934580057,0.999343064312845,0.999343064312845,0.998997465745698,0.999167308898055,0.999064204672762,0.998575629359532,0.998671960210129,0.99856926997902
"S1852",0.999860684767206,0.99988638265954,1,0.999919748332008,0.999867956548713,0.999475715423477,0.999475715423477,0.998938414269901,0.999040219665372,0.999010971376477,0.998727978046812,0.99882860503275,0.998516300739782
"S1908",0.999808640696761,0.999862979140324,0.999919748332008,1,0.999959565568355,0.999739268231549,0.999739268231549,0.99935594943364,0.999464518789396,0.999402900143911,0.999128322089408,0.999247507778094,0.998963796614826
"S2071",0.999812658524586,0.999856934580057,0.999867956548713,0.999959565568355,1,0.999774373976237,0.999774373976237,0.999438993584324,0.999560839962524,0.999475520704004,0.999196134971273,0.999305169566761,0.998973314885888
"S2168",0.999267655625761,0.999343064312845,0.999475715423477,0.999739268231549,0.999774373976237,1,1,0.999707697955541,0.999734150283965,0.999719043942492,0.999739154184355,0.999840574565471,0.999274210147763
"S2201",0.999267655625761,0.999343064312845,0.999475715423477,0.999739268231549,0.999774373976237,1,1,0.999707697955541,0.999734150283965,0.999719043942492,0.999739154184355,0.999840574565471,0.999274210147763
"S2267",0.998900557355811,0.998997465745698,0.998938414269901,0.99935594943364,0.999438993584324,0.999707697955541,0.999707697955541,1,0.999931699666842,0.999882151491911,0.999658967362877,0.999782616430648,0.999412350170373
"S2301",0.999040413316799,0.999167308898055,0.999040219665372,0.999464518789396,0.999560839962524,0.999734150283965,0.999734150283965,0.999931699666842,1,0.999916156456998,0.999537313328184,0.999703659154842,0.999531071463776
"S2308",0.998975081199487,0.999064204672762,0.999010971376477,0.999402900143911,0.999475520704004,0.999719043942492,0.999719043942492,0.999882151491911,0.999916156456998,1,0.999597185221028,0.999735547642248,0.999774137970794
"S2446",0.998412652943016,0.998575629359532,0.998727978046812,0.999128322089408,0.999196134971273,0.999739154184355,0.999739154184355,0.999658967362877,0.999537313328184,0.999597185221028,1,0.999924502931726,0.999026480320235
"S2472",0.998566898778166,0.998671960210129,0.99882860503275,0.999247507778094,0.999305169566761,0.999840574565471,0.999840574565471,0.999782616430648,0.999703659154842,0.999735547642248,0.999924502931726,1,0.999265449874927
"S2749",0.99855669200421,0.99856926997902,0.998516300739782,0.998963796614826,0.998973314885888,0.999274210147763,0.999274210147763,0.999412350170373,0.999531071463776,0.999774137970794,0.999026480320235,0.999265449874927,1
