"","S2679","S3237","S3782","S4441","S5116","S5561","S6024","S675"
"S2679",1,1,1,0.999890829297364,0.999790160382586,0.999963036273558,0.99984391974797,0.999843675380332
"S3237",1,1,1,0.999890829297364,0.999790160382586,0.999963036273558,0.99984391974797,0.999843675380332
"S3782",1,1,1,0.999890829297364,0.999790160382586,0.999963036273558,0.99984391974797,0.999843675380332
"S4441",0.999890829297364,0.999890829297364,0.999890829297364,1,0.999721651833896,0.999939915392721,0.999769292845251,0.999868374680241
"S5116",0.999790160382586,0.999790160382586,0.999790160382586,0.999721651833896,1,0.999829055284183,0.99987530327662,0.999787153953659
"S5561",0.999963036273558,0.999963036273558,0.999963036273558,0.999939915392721,0.999829055284183,1,0.999842451843082,0.999935252965691
"S6024",0.99984391974797,0.99984391974797,0.99984391974797,0.999769292845251,0.99987530327662,0.999842451843082,1,0.99970651119561
"S675",0.999843675380332,0.999843675380332,0.999843675380332,0.999868374680241,0.999787153953659,0.999935252965691,0.99970651119561,1
