"","S1041","S1060","S1081","S1100","S1111","S1121","S1129","S1173","S1191","S1208","S1213","S1215","S1266"
"S1041",1,-0.286372777262493,-0.0598329987909203,0.23514983948468,0.434895016982713,0.0347020689597511,-0.176964087893,0.106057134522874,-0.0728084616211884,0.419605454831186,0.317764619116918,-0.0332458940401552,0.564589408660834
"S1060",-0.286372777262493,1,0.447946088679476,0.520516192672038,0.0176341138967369,-0.181741738753731,0.44800391371528,0.600118383728691,0.445693928597525,-0.128013007159161,0.171908253230077,0.399005304101651,-0.0829085825840984
"S1081",-0.0598329987909203,0.447946088679476,1,0.320818398251787,-0.314418222768895,0.347789802148598,0.382852777369021,0.423040758333235,0.758619697971555,-0.332360926593009,0.331385874073475,-0.0464957911674265,-0.220276173213548
"S1100",0.23514983948468,0.520516192672038,0.320818398251787,1,-0.029996400540705,-0.0384783226285917,0.416193188847869,0.309526502694403,0.0568055141845121,0.154122158972228,0.608123224389984,0.339257404822681,0.220340028318138
"S1111",0.434895016982713,0.0176341138967369,-0.314418222768895,-0.029996400540705,1,-0.304100202011136,-0.243964083486228,-0.106630957240932,0.136757139737202,-0.259482416818109,-0.0190554551981691,-0.158903042975308,0.188273436594426
"S1121",0.0347020689597511,-0.181741738753731,0.347789802148598,-0.0384783226285917,-0.304100202011136,1,0.234105376229937,-0.492642818517224,-0.0719034418758672,-0.341416036875571,0.300554777464668,0.433568417778958,0.226342994192296
"S1129",-0.176964087893,0.44800391371528,0.382852777369021,0.416193188847869,-0.243964083486228,0.234105376229937,1,0.210816038485422,0.0150842932371227,-0.146774079918606,0.752450113312694,0.113865122047145,0.414147134689384
"S1173",0.106057134522874,0.600118383728691,0.423040758333235,0.309526502694403,-0.106630957240932,-0.492642818517224,0.210816038485422,1,0.396591455930556,0.35079368024471,0.109305587072566,-0.0591858065889895,0.0451685981007657
"S1191",-0.0728084616211884,0.445693928597525,0.758619697971555,0.0568055141845121,0.136757139737202,-0.0719034418758672,0.0150842932371227,0.396591455930556,1,-0.388010316915911,-0.0288511723706499,-0.317121035006328,-0.490507062120373
"S1208",0.419605454831186,-0.128013007159161,-0.332360926593009,0.154122158972228,-0.259482416818109,-0.341416036875571,-0.146774079918606,0.35079368024471,-0.388010316915911,1,0.0131686575051069,0.133004203419572,0.333259824416933
"S1213",0.317764619116918,0.171908253230077,0.331385874073475,0.608123224389984,-0.0190554551981691,0.300554777464668,0.752450113312694,0.109305587072566,-0.0288511723706499,0.0131686575051069,1,0.14648909703241,0.68203915773734
"S1215",-0.0332458940401552,0.399005304101651,-0.0464957911674265,0.339257404822681,-0.158903042975308,0.433568417778958,0.113865122047145,-0.0591858065889895,-0.317121035006328,0.133004203419572,0.14648909703241,1,0.352717900508886
"S1266",0.564589408660834,-0.0829085825840984,-0.220276173213548,0.220340028318138,0.188273436594426,0.226342994192296,0.414147134689384,0.0451685981007657,-0.490507062120373,0.333259824416933,0.68203915773734,0.352717900508886,1
