"","S26","S3870","S3901","S3957","S3966","S3972","S42","S5","S6","S62","S63","S7","S8"
"S26",1,0.473407449882741,0.356263808781357,0.662878521602606,0.857995735935378,0.564024936591856,0.695461407225516,0.542693872989889,0.543166250387106,0.892705592171462,0.792011103920793,0.543166250387106,0.598794960020163
"S3870",0.473407449882741,1,0.352045406715036,0.491380710813782,0.284632750270352,0.900319454746878,0.141287449113485,0.293913278576475,0.293547186760316,0.239437886057898,0.3472013414449,0.293547186760316,0.859511837501851
"S3901",0.356263808781357,0.352045406715036,1,-0.117883640984957,0.130849605409505,0.0716403664671823,-0.127729349577319,-0.13114516044117,-0.131487114828817,0.126410337993563,0.0948565497868936,-0.131487114828817,0.456387014467098
"S3957",0.662878521602606,0.491380710813782,-0.117883640984957,1,0.753788473780891,0.716690425944233,0.722250971768446,0.798068856739567,0.798675633747619,0.736702445525422,0.703264441487733,0.798675633747619,0.457926077099694
"S3966",0.857995735935378,0.284632750270352,0.130849605409505,0.753788473780891,1,0.448285873650419,0.940068647473553,0.823909206822849,0.824068592939587,0.966163681697372,0.912255824937752,0.824068592939587,0.435920115420611
"S3972",0.564024936591856,0.900319454746878,0.0716403664671823,0.716690425944233,0.448285873650419,1,0.357048028579018,0.554296321502441,0.554447010649799,0.379219496867771,0.484510652664115,0.554447010649799,0.770472168590469
"S42",0.695461407225516,0.141287449113485,-0.127729349577319,0.722250971768446,0.940068647473553,0.357048028579018,1,0.848920430938513,0.849245661489748,0.912769481724232,0.929597641127856,0.849245661489748,0.202160613608029
"S5",0.542693872989889,0.293913278576475,-0.13114516044117,0.798068856739567,0.823909206822849,0.554296321502441,0.848920430938513,1,0.999997269766242,0.70017860885502,0.767358226826806,0.999997269766242,0.360966633318167
"S6",0.543166250387106,0.293547186760316,-0.131487114828817,0.798675633747619,0.824068592939587,0.554447010649799,0.849245661489748,0.999997269766242,1,0.700571755106036,0.767858896122204,1,0.360173351203796
"S62",0.892705592171462,0.239437886057898,0.126410337993563,0.736702445525422,0.966163681697372,0.379219496867771,0.912769481724232,0.70017860885502,0.700571755106036,1,0.904882943178973,0.700571755106036,0.358143204243993
"S63",0.792011103920793,0.3472013414449,0.0948565497868936,0.703264441487733,0.912255824937752,0.484510652664115,0.929597641127856,0.767358226826806,0.767858896122204,0.904882943178973,1,0.767858896122204,0.375000792741017
"S7",0.543166250387106,0.293547186760316,-0.131487114828817,0.798675633747619,0.824068592939587,0.554447010649799,0.849245661489748,0.999997269766242,1,0.700571755106036,0.767858896122204,1,0.360173351203796
"S8",0.598794960020163,0.859511837501851,0.456387014467098,0.457926077099694,0.435920115420611,0.770472168590469,0.202160613608029,0.360966633318167,0.360173351203796,0.358143204243993,0.375000792741017,0.360173351203796,1
