"","S3430","S3450","S4299","S4301","S4302","S4313","S4318","S4326","S4330","S4333","S4346","S4356","S4361","S4368","S4370","S4383","S460"
"S3430",1,0.745356558567614,0.848263870177572,-0.214435889123016,0.673387324446301,0.906528668233339,0.697476133018582,0.651964695560617,0.417615527127128,0.856201107005833,0.369997427428848,0.00795916675584322,0.328496103560666,0.147888775406858,0.984235677409001,-0.417657257335115,0.581548214154025
"S3450",0.745356558567614,1,0.763142570924444,0.0232091728654403,0.50164508720438,0.778263374866094,0.822647706870923,0.874018203782624,0.0865826123181364,0.814253741410588,0.0124373512769069,-0.076206901870496,-0.0450426543684546,-0.0719366757718267,0.786497631965742,0.108536037129423,0.286994553756588
"S4299",0.848263870177572,0.763142570924444,1,-0.122575389356855,0.894575627607452,0.94465928588134,0.943434425445667,0.880893634553848,0.530959256910166,0.989654370662404,0.45346691263597,-0.248658672435743,0.266645178231823,0.35296199845058,0.909811635654355,-0.154069912628714,0.738607232081666
"S4301",-0.214435889123016,0.0232091728654403,-0.122575389356855,1,-0.193889378363509,-0.00852786955150479,-0.0185162673286257,0.153320821483107,-0.388433849027354,-0.0721366648846526,-0.364806642631779,-0.349281312015923,-0.47032313236594,-0.4540766091865,-0.235098918490913,0.461644552672942,-0.325128132016041
"S4302",0.673387324446301,0.50164508720438,0.894575627607452,-0.193889378363509,1,0.827804117068526,0.835950381477163,0.707715392793191,0.824388869047258,0.827631816529577,0.768225422874566,-0.0265321345451246,0.541571626953572,0.70982638320383,0.728422756709303,-0.350225606079654,0.946998079741078
"S4313",0.906528668233339,0.778263374866094,0.94465928588134,-0.00852786955150479,0.827804117068526,1,0.870322088604826,0.826176665710709,0.502417261135054,0.9384939841986,0.443885759288404,-0.0846135126996961,0.33354280088762,0.252913218394306,0.932827235456963,-0.272278190891824,0.689609758863287
"S4318",0.697476133018582,0.822647706870923,0.943434425445667,-0.0185162673286257,0.835950381477163,0.870322088604826,1,0.963202890430295,0.415177657100642,0.947045578456791,0.334806509803996,-0.24692271591862,0.120673527912309,0.313059414910803,0.784640175859062,0.054942785797874,0.632399951896023
"S4326",0.651964695560617,0.874018203782624,0.880893634553848,0.153320821483107,0.707715392793191,0.826176665710709,0.963202890430295,1,0.248506397905299,0.914172757917124,0.170264523364363,-0.327382525849867,-0.0101825540246595,0.121283794494676,0.731078312618293,0.206667585818928,0.477295380183445
"S4330",0.417615527127128,0.0865826123181364,0.530959256910166,-0.388433849027354,0.824388869047258,0.502417261135054,0.415177657100642,0.248506397905299,1,0.417481010701825,0.990484147589651,0.358606437987928,0.881108938477405,0.906487230837099,0.428226126307908,-0.657464498967528,0.959730693918448
"S4333",0.856201107005833,0.814253741410588,0.989654370662404,-0.0721366648846526,0.827631816529577,0.9384939841986,0.947045578456791,0.914172757917124,0.417481010701825,1,0.336971697943962,-0.30848124505501,0.167209791045291,0.235262512230794,0.915761296967531,-0.0647239034463755,0.644593567123139
"S4346",0.369997427428848,0.0124373512769069,0.45346691263597,-0.364806642631779,0.768225422874566,0.443885759288404,0.334806509803996,0.170264523364363,0.990484147589651,0.336971697943962,1,0.413056248419523,0.893005811454934,0.88446828123062,0.371405563243545,-0.718652348338318,0.925806695480895
"S4356",0.00795916675584322,-0.076206901870496,-0.248658672435743,-0.349281312015923,-0.0265321345451246,-0.0846135126996961,-0.24692271591862,-0.327382525849867,0.358606437987928,-0.30848124505501,0.413056248419523,1,0.594036970747451,0.367142511817897,-0.0752625550231064,-0.62165133269461,0.174715888480216
"S4361",0.328496103560666,-0.0450426543684546,0.266645178231823,-0.47032313236594,0.541571626953572,0.33354280088762,0.120673527912309,-0.0101825540246595,0.881108938477405,0.167209791045291,0.893005811454934,0.594036970747451,1,0.747846298810018,0.296150302716691,-0.744929715401032,0.761232645707706
"S4368",0.147888775406858,-0.0719366757718267,0.35296199845058,-0.4540766091865,0.70982638320383,0.252913218394306,0.313059414910803,0.121283794494676,0.906487230837099,0.235262512230794,0.88446828123062,0.367142511817897,0.747846298810018,1,0.168853711293057,-0.466666666666667,0.847988323661342
"S4370",0.984235677409001,0.786497631965742,0.909811635654355,-0.235098918490913,0.728422756709303,0.932827235456963,0.784640175859062,0.731078312618293,0.428226126307908,0.915761296967531,0.371405563243545,-0.0752625550231064,0.296150302716691,0.168853711293057,1,-0.348546294084508,0.609216655615065
"S4383",-0.417657257335115,0.108536037129423,-0.154069912628714,0.461644552672942,-0.350225606079654,-0.272278190891824,0.054942785797874,0.206667585818928,-0.657464498967528,-0.0647239034463755,-0.718652348338318,-0.62165133269461,-0.744929715401032,-0.466666666666667,-0.348546294084508,1,-0.547707883002033
"S460",0.581548214154025,0.286994553756588,0.738607232081666,-0.325128132016041,0.946998079741078,0.689609758863287,0.632399951896023,0.477295380183445,0.959730693918448,0.644593567123139,0.925806695480895,0.174715888480216,0.761232645707706,0.847988323661342,0.609216655615065,-0.547707883002033,1
