"","S7300","S7303","S7304","S7305","S7323","S7328","S7329","S7332","S7346","S7347","S7350","S7352"
"S7300",1,0.996667815862134,0.986806716036278,0.935606376041018,0.937051878774332,0.938008905158606,0.773033735949025,0.941066379059827,0.970909257422657,0.955850554131529,0.965868703037914,0.93602413029259
"S7303",0.996667815862134,1,0.988801202997178,0.931885601923284,0.933562081146601,0.934359204996654,0.79054021584206,0.936952954332913,0.972401891763661,0.94945172239874,0.964933506032656,0.922022636758125
"S7304",0.986806716036278,0.988801202997178,1,0.91099390708864,0.905629581728147,0.905928447379505,0.822625436674192,0.906222533445113,0.96819546460064,0.931441476526217,0.944414588760941,0.92499947596778
"S7305",0.935606376041018,0.931885601923284,0.91099390708864,1,0.998456256536002,0.998064194093496,0.62308678603754,0.99576688716795,0.96532952439653,0.911322904905531,0.955493445287885,0.900259810578422
"S7323",0.937051878774332,0.933562081146601,0.905629581728147,0.998456256536002,1,0.999964590333184,0.613457231878418,0.999163191789499,0.96177243416526,0.91540622444868,0.959350096268673,0.896818745584587
"S7328",0.938008905158606,0.934359204996654,0.905928447379505,0.998064194093496,0.999964590333184,1,0.613357936918851,0.999443610731978,0.961952182194559,0.916384556410897,0.960280866193353,0.897491698668619
"S7329",0.773033735949025,0.79054021584206,0.822625436674192,0.62308678603754,0.613457231878418,0.613357936918851,1,0.613252629333197,0.691919219905516,0.583136675220589,0.623896196346842,0.556061829540443
"S7332",0.941066379059827,0.936952954332913,0.906222533445113,0.99576688716795,0.999163191789499,0.999443610731978,0.613252629333197,1,0.960436357957777,0.91879706872114,0.962763166605457,0.898282830963953
"S7346",0.970909257422657,0.972401891763661,0.96819546460064,0.96532952439653,0.96177243416526,0.961952182194559,0.691919219905516,0.960436357957777,1,0.954658266071898,0.9845116475528,0.951299378971414
"S7347",0.955850554131529,0.94945172239874,0.931441476526217,0.911322904905531,0.91540622444868,0.916384556410897,0.583136675220589,0.91879706872114,0.954658266071898,1,0.976756901575632,0.974950638650996
"S7350",0.965868703037914,0.964933506032656,0.944414588760941,0.955493445287885,0.959350096268673,0.960280866193353,0.623896196346842,0.962763166605457,0.9845116475528,0.976756901575632,1,0.954577895632326
"S7352",0.93602413029259,0.922022636758125,0.92499947596778,0.900259810578422,0.896818745584587,0.897491698668619,0.556061829540443,0.898282830963953,0.951299378971414,0.974950638650996,0.954577895632326,1
