"","S10089","S10329","S10459","S8637","S8762","S8891","S9167","S9315","S9449","S9583","S9721","S9965"
"S10089",1,0.997150068253863,0.996834536696293,-0.353418617942897,0.99683574628099,0.98907372436814,-0.55640197479196,0.990465053478151,-0.406517706989056,-0.122418458289395,-0.432446619119005,0.0819042606233621
"S10329",0.997150068253863,1,0.999978565453569,-0.379368416423986,0.99996480288526,0.996601547507814,-0.59083686039058,0.997559932893338,-0.437787516899065,-0.164228854112398,-0.457278449192177,0.0333565691594868
"S10459",0.996834536696293,0.999978565453569,1,-0.380330241295839,0.999996535605803,0.996577765096913,-0.594012259031259,0.997742914150664,-0.440657297238411,-0.166501464602658,-0.457387038387391,0.0317465988291327
"S8637",-0.353418617942897,-0.379368416423986,-0.380330241295839,1,-0.379482960385413,-0.407244615142194,0.619121638816305,-0.397338516831313,0.32384082719128,0.795785589332528,0.813680693630149,0.789943858407057
"S8762",0.99683574628099,0.99996480288526,0.999996535605803,-0.379482960385413,1,0.99646214140579,-0.59374747855575,0.997709091939148,-0.44108266347813,-0.165913746606725,-0.456499154880197,0.0328725822472508
"S8891",0.98907372436814,0.996601547507814,0.996577765096913,-0.407244615142194,0.99646214140579,1,-0.605605938426753,0.998141928566827,-0.448231696569359,-0.199259421454601,-0.492140119866011,-0.0152793756132569
"S9167",-0.55640197479196,-0.59083686039058,-0.594012259031259,0.619121638816305,-0.59374747855575,-0.605605938426753,1,-0.621551504881324,0.657184164173959,0.466590635868752,0.580291979999105,0.380058475033046
"S9315",0.990465053478151,0.997559932893338,0.997742914150664,-0.397338516831313,0.997709091939148,0.998141928566827,-0.621551504881324,1,-0.4591546823677,-0.185097435217967,-0.470249889616806,0.00411252242496382
"S9449",-0.406517706989056,-0.437787516899065,-0.440657297238411,0.32384082719128,-0.44108266347813,-0.448231696569359,0.657184164173959,-0.4591546823677,1,0.113893362902355,0.518222623493031,0.214087209644419
"S9583",-0.122418458289395,-0.164228854112398,-0.166501464602658,0.795785589332528,-0.165913746606725,-0.199259421454601,0.466590635868752,-0.185097435217967,0.113893362902355,1,0.437836797586446,0.762526419791802
"S9721",-0.432446619119005,-0.457278449192177,-0.457387038387391,0.813680693630149,-0.456499154880197,-0.492140119866011,0.580291979999105,-0.470249889616806,0.518222623493031,0.437836797586446,1,0.693909516195496
"S9965",0.0819042606233621,0.0333565691594868,0.0317465988291327,0.789943858407057,0.0328725822472508,-0.0152793756132569,0.380058475033046,0.00411252242496382,0.214087209644419,0.762526419791802,0.693909516195496,1
